radius,fraction,migration,r1_occurrence,germline,embryo,conversion,fitness,dominantR2,recessiveR2,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,pop_resistence_without_chase,suppressed_afterChase,drive_lost_afterChase,pop_resistence_after_chase, long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_population_size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile,final_female_fertile
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.332886,0.54057,0.0674369,13027,0,0,0,0,4761
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.297787,0.500047,0.0602032,10531,0,0,0,0,4146
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,16,0.268501,0.453892,0.0387569,18229,0,0,0,0,7743
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.287753,0.486653,0.0475404,15734,0,0,0,0,6439
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.292459,0.492779,0.0531595,15303,0,0,0,0,6066
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,16,0.280635,0.4765,0.0423852,16468,0,0,0,0,6857
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.306923,0.513543,0.0602455,15802,0,0,0,0,6124
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.350357,0.568821,0.0823365,12874,0,0,0,0,4500
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,16,0.326096,0.532837,0.0505744,13841,0,0,0,0,5339
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,17,0.214758,0.384323,0.0188364,13166,0,0,0,0,6068
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.275161,0.466095,0.0454258,20528,0,0,0,0,8489
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.327667,0.53266,0.0608186,18325,0,0,0,0,6830
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.307717,0.512269,0.0525991,13774,0,0,0,0,5514
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.307905,0.517033,0.0656479,12270,0,0,0,0,4713
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,15,0.294016,0.496598,0.0669261,19402,0,0,0,0,7479
0.2,0.1,0.05,0.001,0.1,0.03,0.9,0.8,T,F,1,0,0,1,0,0,0,0,16,0.256509,0.442756,0.0361281,8027,0,0,0,0,3451
