radius,fraction,migration,r1_occurrence,germline,embryo,conversion,fitness,dominantR2,recessiveR2,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,pop_resistence_without_chase,suppressed_afterChase,drive_lost_afterChase,pop_resistence_after_chase, long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_population_size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile,final_female_fertile
0.2,0.1,0.05,0.0001,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,279,0.402708,0.618107,0.0969669,15397,13,9387,266,2052,5478
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,0,1,1000,0.298396,0.486417,0.278824,4675,12,10100,988,2604,1488
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,822,0.374485,0.592796,0.117376,15297,14,10474,808,2703,5599
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,26,0,0,0,0,13,318,13,42,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,1,0,321,0.429337,0.657131,0.0960348,21638,12,11342,309,2835,7517
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,0,1,1000,0.690042,0.898269,0.178231,7451,13,9351,987,2288,904
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,214,0,0,0,0,13,7365,201,1614,0
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,0,0,0,1,1000,0.644252,0.844199,0.189501,9525,13,9630,987,2305,1417
0.2,0.1,0.05,1.0e-05,0.1,0.03,0.9,0.8,F,T,1,0,0,0,1,0,0,0,22,0,0,0,0,14,378,8,61,0
