Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.6,T,0.1,0.1,0.8,0,0.2,F,55632,0.0499263,0.0,0.950074,
0.6,T,0.1,0.1,0.8,1,0.2,F,49837,0.0738307,0.0132231,0.912946,
0.6,T,0.1,0.1,0.8,2,0.2,F,47472,0.100617,0.023793,0.87559,
0.6,T,0.1,0.1,0.8,3,0.2,F,44810,0.136844,0.0345347,0.828621,
0.6,T,0.1,0.1,0.8,4,0.2,F,42136,0.183845,0.0469788,0.769176,
0.6,T,0.1,0.1,0.8,5,0.2,F,39861,0.245114,0.0595319,0.695354,
0.6,T,0.1,0.1,0.8,6,0.2,F,36610,0.312237,0.0771784,0.610585,
0.6,T,0.1,0.1,0.8,7,0.2,F,32460,0.390173,0.0930068,0.516821,
0.6,T,0.1,0.1,0.8,8,0.2,F,27125,0.473622,0.103853,0.422525,
0.6,T,0.1,0.1,0.8,9,0.2,F,22012,0.555061,0.116414,0.328525,
0.6,T,0.1,0.1,0.8,10,0.2,F,16373,0.623038,0.125176,0.251786,
0.6,T,0.1,0.1,0.8,11,0.2,F,11907,0.681532,0.123415,0.195053,
0.6,T,0.1,0.1,0.8,12,0.2,F,7928,0.723259,0.127649,0.149092,
0.6,T,0.1,0.1,0.8,13,0.2,F,5142,0.769156,0.127674,0.10317,
0.6,T,0.1,0.1,0.8,14,0.2,F,2812,0.767248,0.14207,0.0906828,
0.6,T,0.1,0.1,0.8,15,0.2,F,1597,0.780213,0.139637,0.0801503,
0.6,T,0.1,0.1,0.8,16,0.2,F,802,0.794888,0.114713,0.090399,
0.6,T,0.1,0.1,0.8,17,0.2,F,526,0.791825,0.0941065,0.114068,
0.6,T,0.1,0.1,0.8,18,0.2,F,610,0.795082,0.118852,0.0860656,
0.6,T,0.1,0.1,0.8,19,0.2,F,312,0.860577,0.0897436,0.0496795,
0.6,T,0.1,0.1,0.8,20,0.2,F,115,0.882609,0.0782609,0.0391304,
0.6,T,0.1,0.1,0.8,21,0.2,F,70,0.792857,0.142857,0.0642857,
0.6,T,0.1,0.1,0.8,22,0.2,F,52,0.865385,0.0961538,0.0384615,
0.6,T,0.1,0.1,0.8,23,0.2,F,20,0.9,0.075,0.025,
0.6,T,0.1,0.1,0.8,24,0.2,F,11,0.863636,0.136364,0.0,1
