Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.6,T,0.1,0.1,0.8,0,0.2,F,55398,0.0501372,0.0,0.949863,
0.6,T,0.1,0.1,0.8,1,0.2,F,49690,0.0728617,0.0137251,0.913413,
0.6,T,0.1,0.1,0.8,2,0.2,F,47445,0.101159,0.0246812,0.87416,
0.6,T,0.1,0.1,0.8,3,0.2,F,45118,0.137351,0.0348087,0.82784,
0.6,T,0.1,0.1,0.8,4,0.2,F,42899,0.1823,0.0456537,0.772046,
0.6,T,0.1,0.1,0.8,5,0.2,F,40540,0.23705,0.0588801,0.70407,
0.6,T,0.1,0.1,0.8,6,0.2,F,36795,0.300136,0.0739231,0.625941,
0.6,T,0.1,0.1,0.8,7,0.2,F,32714,0.376093,0.0872409,0.536666,
0.6,T,0.1,0.1,0.8,8,0.2,F,27999,0.458802,0.102129,0.439069,
0.6,T,0.1,0.1,0.8,9,0.2,F,22861,0.538056,0.115196,0.346748,
0.6,T,0.1,0.1,0.8,10,0.2,F,17446,0.61292,0.122406,0.264674,
0.6,T,0.1,0.1,0.8,11,0.2,F,12325,0.674523,0.131318,0.194158,
0.6,T,0.1,0.1,0.8,12,0.2,F,8351,0.704167,0.138367,0.157466,
0.6,T,0.1,0.1,0.8,13,0.2,F,5407,0.756242,0.133531,0.110227,
0.6,T,0.1,0.1,0.8,14,0.2,F,2898,0.775707,0.120083,0.10421,
0.6,T,0.1,0.1,0.8,15,0.2,F,1964,0.791752,0.123473,0.084776,
0.6,T,0.1,0.1,0.8,16,0.2,F,1083,0.800092,0.121422,0.0784857,
0.6,T,0.1,0.1,0.8,17,0.2,F,598,0.797659,0.145485,0.0568562,
0.6,T,0.1,0.1,0.8,18,0.2,F,174,0.775862,0.166667,0.0574713,
0.6,T,0.1,0.1,0.8,19,0.2,F,46,0.804348,0.141304,0.0543478,
0.6,T,0.1,0.1,0.8,20,0.2,F,33,0.787879,0.151515,0.0606061,
0.6,T,0.1,0.1,0.8,21,0.2,F,0,NAN,NAN,NAN,1
