Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29359,0.1,0.8,0,0.0,6.0,0.03,,0.0471282 0.0942564 0.0 58935,T,,58935,0.0,0.0,0.0942564,0.0471282,0.0,0.0,0.0,0.952872,0.905744
0.8,0.2,F,0.1,26043,0.1,0.8,1,0.0,6.0,0.03,,0.078886 0.152236 0.00416137 52747,T,,52747,0.00553586,0.00703358,0.139667,0.078886,0.00416137,7.58337e-05,0.00113751,0.916953,0.846551
0.8,0.2,F,0.1,24729,0.1,0.8,2,0.0,6.0,0.03,,0.1204 0.226245 0.00803652 50706,T,,50706,0.0145545,0.010058,0.201633,0.1204,0.00803652,7.88861e-05,0.00585729,0.871564,0.767818
0.8,0.2,F,0.1,23620,0.1,0.8,3,0.0,6.0,0.03,3,0.180588 0.327675 0.0127358 49192,T,,49192,0.0335014,0.0143113,0.279863,0.180588,0.0127358,0.000182957,0.0107944,0.806676,0.661347
0.8,0.2,F,0.1,21627,0.1,0.8,4,0.0,6.0,0.03,4,0.256911 0.445883 0.019205 47748,T,,47748,0.06794,0.020671,0.357272,0.256911,0.019205,0.000230376,0.0172782,0.723884,0.536609
0.8,0.2,F,0.1,18737,0.1,0.8,5,0.0,6.0,0.03,5,0.348522 0.569861 0.0255047 44188,T,,44188,0.127184,0.027994,0.414683,0.348522,0.0255047,0.000611026,0.0217932,0.625973,0.407735
0.8,0.2,F,0.1,14967,0.1,0.8,6,0.0,6.0,0.03,6,0.456636 0.70497 0.0310845 39457,T,,39457,0.208303,0.0377119,0.458955,0.456636,0.0310845,0.000811009,0.022835,0.512279,0.271384
0.8,0.2,F,0.1,10648,0.1,0.8,7,0.0,6.0,0.03,7,0.570471 0.817633 0.0354957 33652,T,,33652,0.323309,0.0464757,0.447849,0.570471,0.0354957,0.00109949,0.0223167,0.394033,0.15895
0.8,0.2,F,0.1,6467,0.1,0.8,8,0.0,6.0,0.03,8,0.677014 0.900978 0.0389867 26368,T,,26368,0.453049,0.0570009,0.390928,0.677014,0.0389867,0.00106189,0.0188486,0.284,0.079111
0.8,0.2,F,0.1,3359,0.1,0.8,9,0.0,6.0,0.03,9,0.765115 0.948703 0.0371544 18773,T,,18773,0.581527,0.0594471,0.307729,0.765115,0.0371544,0.0014915,0.0118788,0.197731,0.0379268
0.8,0.2,F,0.1,1661,0.1,0.8,10,0.0,6.0,0.03,10,0.821745 0.970863 0.0359242 12081,T,,12081,0.672626,0.0567834,0.241454,0.821745,0.0359242,0.00190382,0.0112573,0.142331,0.0159755
0.8,0.2,F,0.1,833,0.1,0.8,11,0.0,6.0,0.03,11,0.854347 0.97946 0.0355897 7741,T,,7741,0.729234,0.0560651,0.194161,0.854347,0.0355897,0.00180855,0.0114972,0.110063,0.00723421
0.8,0.2,F,0.1,413,0.1,0.8,12,0.0,6.0,0.03,12,0.864418 0.979277 0.0422178 4536,T,,4536,0.749559,0.0681217,0.161596,0.864418,0.0422178,0.0037478,0.00881834,0.0933642,0.00815697
0.8,0.2,F,0.1,235,0.1,0.8,13,0.0,6.0,0.03,13,0.858743 0.976424 0.043222 2545,T,,2545,0.741061,0.0656189,0.169745,0.858743,0.043222,0.00510806,0.010609,0.0980354,0.00785855
0.8,0.2,F,0.1,129,0.1,0.8,14,0.0,6.0,0.03,14,0.850649 0.978571 0.0519481 1540,T,,1540,0.722727,0.0909091,0.164935,0.850649,0.0519481,0.000649351,0.0116883,0.0974026,0.00909091
0.8,0.2,F,0.1,87,0.1,0.8,15,0.0,6.0,0.03,15,0.848619 0.971271 0.0441989 905,T,,905,0.725967,0.079558,0.165746,0.848619,0.0441989,0.00220994,0.00441989,0.107182,0.0220994
0.8,0.2,F,0.1,59,0.1,0.8,16,0.0,6.0,0.03,16,0.837143 0.935238 0.0295238 525,T,,525,0.739048,0.0533333,0.142857,0.837143,0.0295238,0.0,0.00571429,0.133333,0.0590476
0.8,0.2,F,0.1,102,0.1,0.8,17,0.0,6.0,0.03,17,0.656471 0.842353 0.0117647 425,T,,425,0.470588,0.0164706,0.355294,0.656471,0.0117647,0.0,0.00705882,0.331765,0.150588
0.8,0.2,F,0.1,186,0.1,0.8,18,0.0,6.0,0.03,18,0.602256 0.822556 0.0330827 665,T,,665,0.381955,0.0571429,0.383459,0.602256,0.0330827,0.0,0.00902256,0.364662,0.168421
