Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,LONG_TERM_CHASE,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29401,0.1,0.8,0,0.0,6.0,,0.03,,0.0473895 0.094779 0.0 58610,T,58610,0.0,0.0,0.094779,0.0473895,0.0,0.0,0.0,0.95261,0.905221
0.8,0.2,F,0.1,26214,0.1,0.8,1,0.0,6.0,,0.03,,0.0756709 0.145491 0.00391613 52986,T,52986,0.0058506,0.00669988,0.132941,0.0756709,0.00391613,1.88729e-05,0.00109463,0.920413,0.853395
0.8,0.2,F,0.1,25317,0.1,0.8,2,0.0,6.0,,0.03,,0.113387 0.214396 0.0079538 51862,T,51862,0.012379,0.009506,0.192511,0.113387,0.0079538,9.64097e-05,0.00620878,0.878659,0.779299
0.8,0.2,F,0.1,23642,0.1,0.8,3,0.0,6.0,,0.03,,0.168704 0.307661 0.0130216 49418,T,49418,0.0297462,0.0141446,0.26377,0.168704,0.0130216,0.000121413,0.0116557,0.818275,0.680562
0.8,0.2,F,0.1,22022,0.1,0.8,4,0.0,6.0,,0.03,4,0.240977 0.422306 0.0187071 47629,T,47629,0.0596485,0.0200088,0.342648,0.240977,0.0187071,0.000230952,0.0169435,0.740316,0.56052
0.8,0.2,F,0.1,19324,0.1,0.8,5,0.0,6.0,,0.03,5,0.335544 0.557829 0.025371 45012,T,45012,0.113259,0.0273483,0.417222,0.335544,0.025371,0.000644273,0.0221052,0.639085,0.419421
0.8,0.2,F,0.1,15172,0.1,0.8,6,0.0,6.0,,0.03,6,0.44275 0.689376 0.0322174 40087,T,40087,0.196123,0.0379924,0.45526,0.44275,0.0322174,0.00102278,0.0243969,0.525033,0.285205
0.8,0.2,F,0.1,10808,0.1,0.8,7,0.0,6.0,,0.03,7,0.556775 0.803512 0.0381544 33941,T,33941,0.310038,0.0478772,0.445597,0.556775,0.0381544,0.00141422,0.0256033,0.405071,0.169471
0.8,0.2,F,0.1,6940,0.1,0.8,8,0.0,6.0,,0.03,8,0.657551 0.883924 0.0384459 27077,T,27077,0.431178,0.0530339,0.399712,0.657551,0.0384459,0.00147727,0.0209033,0.304003,0.0936958
0.8,0.2,F,0.1,4041,0.1,0.8,9,0.0,6.0,,0.03,9,0.736126 0.932989 0.0427132 20146,T,20146,0.539263,0.0681028,0.325623,0.736126,0.0427132,0.000694927,0.0159337,0.221161,0.0503822
0.8,0.2,F,0.1,2162,0.1,0.8,10,0.0,6.0,,0.03,10,0.789219 0.956776 0.044054 13858,T,13858,0.621663,0.068336,0.266777,0.789219,0.044054,0.00165969,0.0164526,0.166727,0.0251118
0.8,0.2,F,0.1,1284,0.1,0.8,11,0.0,6.0,,0.03,11,0.819298 0.973984 0.0458155 9571,T,9571,0.664612,0.076899,0.232473,0.819298,0.0458155,0.00250757,0.00971685,0.134887,0.0137917
0.8,0.2,F,0.1,655,0.1,0.8,12,0.0,6.0,,0.03,12,0.847358 0.977666 0.0439604 6358,T,6358,0.717049,0.0737653,0.186851,0.847358,0.0439604,0.00235923,0.00943693,0.108682,0.0105379
0.8,0.2,F,0.1,372,0.1,0.8,13,0.0,6.0,,0.03,13,0.857068 0.972463 0.0415683 3813,T,3813,0.741673,0.0679255,0.162864,0.857068,0.0415683,0.00157356,0.012064,0.101364,0.0138998
0.8,0.2,F,0.1,284,0.1,0.8,14,0.0,6.0,,0.03,14,0.831898 0.96187 0.0414104 2439,T,2439,0.701927,0.0602706,0.199672,0.831898,0.0414104,0.00328003,0.0159902,0.126691,0.0188602
0.8,0.2,F,0.1,208,0.1,0.8,15,0.0,6.0,,0.03,15,0.79792 0.933671 0.0623946 1779,T,1779,0.66217,0.0815065,0.189994,0.79792,0.0623946,0.00899382,0.0252951,0.139685,0.0320405
0.8,0.2,F,0.1,192,0.1,0.8,16,0.0,6.0,,0.03,16,0.739743 0.881738 0.0627514 1243,T,1243,0.597747,0.0627514,0.221239,0.739743,0.0627514,0.0128721,0.0370072,0.197506,0.0683829
0.8,0.2,F,0.1,257,0.1,0.8,17,0.0,6.0,,0.03,17,0.631334 0.782095 0.0768581 1184,T,1184,0.480574,0.0836149,0.217905,0.631334,0.0768581,0.0101351,0.0498311,0.291807,0.157939
0.8,0.2,F,0.1,440,0.1,0.8,18,0.0,6.0,,0.03,18,0.47918 0.621991 0.0969421 1537,T,1537,0.33637,0.0683149,0.217306,0.47918,0.0969421,0.0253741,0.0748211,0.423878,0.277814
0.8,0.2,F,0.1,744,0.1,0.8,19,0.0,6.0,,0.03,19,0.37237 0.518298 0.0914913 2186,T,2186,0.226441,0.0754803,0.216377,0.37237,0.0914913,0.0128088,0.0818847,0.536139,0.387008
0.8,0.2,F,0.1,1024,0.1,0.8,20,0.0,6.0,,0.03,20,0.326305 0.465332 0.0820229 2798,T,2798,0.187277,0.0561115,0.221944,0.326305,0.0820229,0.0160829,0.0757684,0.591673,0.442816
0.8,0.2,F,0.1,1235,0.1,0.8,21,0.0,6.0,,0.03,21,0.297428 0.436611 0.0783661 3305,T,3305,0.158245,0.0647504,0.213616,0.297428,0.0783661,0.0114977,0.0689864,0.624206,0.482905
0.8,0.2,F,0.1,1578,0.1,0.8,22,0.0,6.0,,0.03,22,0.269954 0.400864 0.0780376 3934,T,3934,0.139044,0.0648195,0.197001,0.269954,0.0780376,0.0116929,0.0678699,0.652008,0.519573
0.8,0.2,F,0.1,2084,0.1,0.8,23,0.0,6.0,,0.03,23,0.24733 0.384058 0.0753242 5244,T,5244,0.110603,0.0560641,0.217391,0.24733,0.0753242,0.0143021,0.0659802,0.677346,0.53566
0.8,0.2,F,0.1,2523,0.1,0.8,24,0.0,6.0,,0.03,24,0.273318 0.415468 0.0771848 6465,T,6465,0.131168,0.0637278,0.220572,0.273318,0.0771848,0.00943542,0.0717711,0.649497,0.503326
0.8,0.2,F,0.1,2849,0.1,0.8,25,0.0,6.0,,0.03,25,0.279657 0.423698 0.0753272 7182,T,7182,0.135617,0.0573656,0.230716,0.279657,0.0753272,0.0119744,0.06934,0.645015,0.494987
0.8,0.2,F,0.1,3212,0.1,0.8,26,0.0,6.0,,0.03,26,0.289474 0.435551 0.0729776 8208,T,8208,0.143397,0.0527534,0.239401,0.289474,0.0729776,0.0116959,0.0698099,0.637549,0.482943
0.8,0.2,F,0.1,3509,0.1,0.8,27,0.0,6.0,,0.03,27,0.299247 0.437149 0.0620643 8894,T,8894,0.161345,0.0481223,0.227682,0.299247,0.0620643,0.0073083,0.0613897,0.638689,0.494153
0.8,0.2,F,0.1,3687,0.1,0.8,28,0.0,6.0,,0.03,28,0.312926 0.454367 0.0547181 9686,T,9686,0.171485,0.0518274,0.231055,0.312926,0.0547181,0.00588478,0.0458394,0.632356,0.493909
0.8,0.2,F,0.1,3684,0.1,0.8,29,0.0,6.0,,0.03,29,0.319321 0.452304 0.0471908 9896,T,9896,0.186338,0.0473929,0.218573,0.319321,0.0471908,0.00343573,0.0401172,0.633488,0.504143
0.8,0.2,F,0.1,3900,0.1,0.8,30,0.0,6.0,,0.03,30,0.302311 0.433459 0.0429889 10084,T,10084,0.171162,0.0461127,0.216184,0.302311,0.0429889,0.00396668,0.0319318,0.654701,0.530643
0.8,0.2,F,0.1,4248,0.1,0.8,31,0.0,6.0,,0.03,31,0.282055 0.405934 0.0396871 10482,T,10482,0.158176,0.0429307,0.204827,0.282055,0.0396871,0.00352986,0.0293837,0.678258,0.561152
0.8,0.2,F,0.1,4524,0.1,0.8,32,0.0,6.0,,0.03,32,0.291204 0.41139 0.0393728 11607,T,11607,0.171017,0.0464375,0.193935,0.291204,0.0393728,0.00396313,0.0243818,0.669424,0.560265
0.8,0.2,F,0.1,4595,0.1,0.8,33,0.0,6.0,,0.03,33,0.300794 0.416399 0.032807 11842,T,11842,0.185188,0.0431515,0.188059,0.300794,0.032807,0.0016889,0.0190846,0.666399,0.562827
0.8,0.2,F,0.1,4817,0.1,0.8,34,0.0,6.0,,0.03,34,0.277732 0.380948 0.029045 12188,T,12188,0.174516,0.0351165,0.171316,0.277732,0.029045,0.0018871,0.0191992,0.693223,0.597965
0.8,0.2,F,0.1,4722,0.1,0.8,35,0.0,6.0,,0.03,35,0.255239 0.354967 0.0247731 11787,T,11787,0.15551,0.0313057,0.168151,0.255239,0.0247731,0.00203614,0.0141682,0.719988,0.628828
0.8,0.2,F,0.1,4545,0.1,0.8,36,0.0,6.0,,0.03,36,0.251396 0.35915 0.0267471 11104,T,11104,0.143642,0.0316102,0.183898,0.251396,0.0267471,0.00351225,0.0148595,0.721857,0.622478
0.8,0.2,F,0.1,4687,0.1,0.8,37,0.0,6.0,,0.03,37,0.259668 0.371677 0.0276469 11249,T,11249,0.147658,0.0308472,0.193173,0.259668,0.0276469,0.00320028,0.018046,0.712686,0.607076
0.8,0.2,F,0.1,4620,0.1,0.8,38,0.0,6.0,,0.03,38,0.270802 0.396057 0.0267294 11261,T,11261,0.145547,0.0308143,0.219696,0.270802,0.0267294,0.00177604,0.0190924,0.702469,0.583074
0.8,0.2,F,0.1,4280,0.1,0.8,39,0.0,6.0,,0.03,39,0.297014 0.437685 0.0321773 10784,T,10784,0.156343,0.0365356,0.244807,0.297014,0.0321773,0.00315282,0.0215134,0.670809,0.537648
0.8,0.2,F,0.1,3756,0.1,0.8,40,0.0,6.0,,0.03,40,0.347119 0.497078 0.0343542 9926,T,9926,0.197159,0.0378803,0.262039,0.347119,0.0343542,0.00433206,0.022164,0.618527,0.476426
0.8,0.2,F,0.1,3545,0.1,0.8,41,0.0,6.0,,0.03,41,0.380875 0.547576 0.0401114 9511,T,9511,0.214173,0.0435285,0.289875,0.380875,0.0401114,0.00294396,0.0308064,0.579014,0.418673
0.8,0.2,F,0.1,3278,0.1,0.8,42,0.0,6.0,,0.03,42,0.418584 0.599444 0.0504975 9347,T,9347,0.237723,0.0578795,0.303841,0.418584,0.0504975,0.00449342,0.0341286,0.530919,0.361934
0.8,0.2,F,0.1,2946,0.1,0.8,43,0.0,6.0,,0.03,43,0.453891 0.63709 0.0537562 8892,T,8892,0.270693,0.0565677,0.309829,0.453891,0.0537562,0.00494827,0.0410481,0.492353,0.316914
0.8,0.2,F,0.1,2625,0.1,0.8,44,0.0,6.0,,0.03,44,0.481783 0.677435 0.057384 8234,T,8234,0.286131,0.0657032,0.325601,0.481783,0.057384,0.0053437,0.0383775,0.460833,0.278844
0.8,0.2,F,0.1,2368,0.1,0.8,45,0.0,6.0,,0.03,45,0.511648 0.710698 0.0551796 7684,T,7684,0.312598,0.0687142,0.329386,0.511648,0.0551796,0.00403436,0.0335763,0.433173,0.251692
0.8,0.2,F,0.1,1986,0.1,0.8,46,0.0,6.0,,0.03,46,0.563452 0.758319 0.0514664 7092,T,7092,0.368584,0.0665539,0.323181,0.563452,0.0514664,0.00408911,0.0282008,0.385082,0.209391
0.8,0.2,F,0.1,1703,0.1,0.8,47,0.0,6.0,,0.03,47,0.579652 0.775376 0.0527099 6384,T,6384,0.383929,0.0725251,0.318922,0.579652,0.0527099,0.00266291,0.0275689,0.367638,0.194392
