Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29405,0.1,0.8,0,0.0,6.0,0.03,,0.0474721 0.0949443 0.0 58508,T,,58508,0.0,0.0,0.0949443,0.0474721,0.0,0.0,0.0,0.952528,0.905056
0.8,0.2,F,0.1,26439,0.1,0.8,1,0.0,6.0,0.03,,0.0796861 0.152894 0.00407443 53259,T,,53259,0.00647778,0.00657166,0.139845,0.0796861,0.00407443,5.63285e-05,0.00146454,0.91624,0.845585
0.8,0.2,F,0.1,25086,0.1,0.8,2,0.0,6.0,0.03,,0.119736 0.225638 0.00786517 51175,T,,51175,0.0138349,0.00975085,0.202052,0.119736,0.00786517,9.7704e-05,0.00578407,0.872399,0.768481
0.8,0.2,F,0.1,24001,0.1,0.8,3,0.0,6.0,0.03,,0.179384 0.326698 0.013494 49985,T,,49985,0.0320696,0.0149445,0.279684,0.179384,0.013494,0.000220066,0.0116035,0.807122,0.661478
0.8,0.2,F,0.1,21863,0.1,0.8,4,0.0,6.0,0.03,4,0.256138 0.44707 0.0207464 47695,T,,47695,0.065206,0.0229374,0.358927,0.256138,0.0207464,0.000251599,0.0180522,0.723116,0.534626
0.8,0.2,F,0.1,18641,0.1,0.8,5,0.0,6.0,0.03,5,0.35542 0.582685 0.0268188 44204,T,,44204,0.128156,0.0293186,0.42521,0.35542,0.0268188,0.000542937,0.0232332,0.617761,0.393539
0.8,0.2,F,0.1,14699,0.1,0.8,6,0.0,6.0,0.03,6,0.466923 0.717748 0.0332166 39408,T,,39408,0.216098,0.0390022,0.462647,0.466923,0.0332166,0.000558262,0.0263145,0.49986,0.25538
0.8,0.2,F,0.1,10100,0.1,0.8,7,0.0,6.0,0.03,7,0.577939 0.820723 0.0400036 33122,T,,33122,0.335155,0.0497253,0.435843,0.577939,0.0400036,0.00114727,0.0279874,0.382057,0.150142
0.8,0.2,F,0.1,6324,0.1,0.8,8,0.0,6.0,0.03,8,0.677787 0.90282 0.0398652 25674,T,,25674,0.452754,0.0576459,0.39242,0.677787,0.0398652,0.0014022,0.0192802,0.282348,0.0764976
0.8,0.2,F,0.1,3307,0.1,0.8,9,0.0,6.0,0.03,9,0.759142 0.943682 0.041531 18733,T,,18733,0.574601,0.0642182,0.304863,0.759142,0.041531,0.00128116,0.0162814,0.199327,0.0387551
0.8,0.2,F,0.1,1744,0.1,0.8,10,0.0,6.0,0.03,10,0.811252 0.96746 0.0399051 12016,T,,12016,0.655043,0.0644141,0.248003,0.811252,0.0399051,0.00124834,0.0128995,0.148843,0.0183921
0.8,0.2,F,0.1,921,0.1,0.8,11,0.0,6.0,0.03,11,0.839409 0.976263 0.0420855 8257,T,,8257,0.702555,0.0707279,0.202979,0.839409,0.0420855,0.00205886,0.00932542,0.118506,0.0123532
0.8,0.2,F,0.1,523,0.1,0.8,12,0.0,6.0,0.03,12,0.853053 0.971474 0.0391724 4978,T,,4978,0.734632,0.0614705,0.175372,0.853053,0.0391724,0.00220972,0.0124548,0.107774,0.013861
0.8,0.2,F,0.1,390,0.1,0.8,13,0.0,6.0,0.03,13,0.822887 0.968661 0.0515986 3159,T,,3159,0.677113,0.0851535,0.206394,0.822887,0.0515986,0.00221589,0.0136119,0.125514,0.0155112
0.8,0.2,F,0.1,274,0.1,0.8,14,0.0,6.0,0.03,14,0.835451 0.96654 0.0391783 2361,T,,2361,0.704363,0.0580263,0.204151,0.835451,0.0391783,0.00381194,0.0127065,0.125371,0.016942
0.8,0.2,F,0.1,190,0.1,0.8,15,0.0,6.0,0.03,15,0.818265 0.950519 0.0543677 1637,T,,1637,0.686011,0.0720831,0.192425,0.818265,0.0543677,0.00427611,0.0281002,0.127367,0.0171045
0.8,0.2,F,0.1,109,0.1,0.8,16,0.0,6.0,0.03,16,0.787879 0.916437 0.0881543 1089,T,,1089,0.65932,0.0899908,0.167126,0.787879,0.0881543,0.0238751,0.0385675,0.123967,0.0211203
0.8,0.2,F,0.1,150,0.1,0.8,17,0.0,6.0,0.03,17,0.595474 0.725601 0.153465 707,T,,707,0.465347,0.0975955,0.162659,0.595474,0.153465,0.0339463,0.141443,0.251061,0.0990099
0.8,0.2,F,0.1,304,0.1,0.8,18,0.0,6.0,0.03,18,0.370594 0.495468 0.183787 993,T,,993,0.24572,0.0805639,0.169184,0.370594,0.183787,0.0553877,0.176234,0.445619,0.27291
0.8,0.2,F,0.1,606,0.1,0.8,19,0.0,6.0,0.03,19,0.22215 0.345207 0.170984 1544,T,,1544,0.0990933,0.0770725,0.169041,0.22215,0.170984,0.0330311,0.198834,0.606865,0.422927
0.8,0.2,F,0.1,1104,0.1,0.8,20,0.0,6.0,0.03,20,0.169827 0.284792 0.157322 2479,T,,2479,0.0548608,0.043566,0.186365,0.169827,0.157322,0.0367084,0.19766,0.672852,0.480839
0.8,0.2,F,0.1,1509,0.1,0.8,21,0.0,6.0,0.03,21,0.195001 0.321378 0.147416 3541,T,,3541,0.0686247,0.0618469,0.190907,0.195001,0.147416,0.0319119,0.169161,0.657583,0.477549
0.8,0.2,F,0.1,1793,0.1,0.8,22,0.0,6.0,0.03,22,0.209762 0.367143 0.12619 4200,T,,4200,0.052381,0.0602381,0.254524,0.209762,0.12619,0.0228571,0.146429,0.664048,0.463571
0.8,0.2,F,0.1,2042,0.1,0.8,23,0.0,6.0,0.03,23,0.260637 0.437185 0.121093 4959,T,,4959,0.0840895,0.0679572,0.285138,0.260637,0.121093,0.0254083,0.123412,0.61827,0.413995
0.8,0.2,F,0.1,2258,0.1,0.8,24,0.0,6.0,0.03,24,0.287174 0.466715 0.11496 5528,T,,5528,0.107634,0.0643994,0.294682,0.287174,0.11496,0.0189942,0.127533,0.597865,0.386758
0.8,0.2,F,0.1,2431,0.1,0.8,25,0.0,6.0,0.03,25,0.322461 0.510415 0.109398 6193,T,,6193,0.134507,0.0678185,0.30809,0.322461,0.109398,0.0192152,0.112546,0.568141,0.357823
0.8,0.2,F,0.1,2511,0.1,0.8,26,0.0,6.0,0.03,26,0.358621 0.547762 0.102494 6815,T,,6815,0.169479,0.0754219,0.302861,0.358621,0.102494,0.0174615,0.0946442,0.538885,0.340132
0.8,0.2,F,0.1,2488,0.1,0.8,27,0.0,6.0,0.03,27,0.366633 0.549336 0.0983843 6932,T,,6932,0.18393,0.0766013,0.288806,0.366633,0.0983843,0.0148586,0.0904501,0.534983,0.345355
0.8,0.2,F,0.1,2722,0.1,0.8,28,0.0,6.0,0.03,28,0.383207 0.56836 0.0888949 7402,T,,7402,0.198055,0.0645771,0.305728,0.383207,0.0888949,0.0152661,0.0826804,0.527898,0.333694
0.8,0.2,F,0.1,2775,0.1,0.8,29,0.0,6.0,0.03,29,0.401439 0.593261 0.0804518 7924,T,,7924,0.209616,0.0694094,0.314235,0.401439,0.0804518,0.00870772,0.0740787,0.51811,0.323953
0.8,0.2,F,0.1,2783,0.1,0.8,30,0.0,6.0,0.03,30,0.426058 0.611959 0.0736344 8128,T,,8128,0.240157,0.0698819,0.301919,0.426058,0.0736344,0.0086122,0.0601624,0.500308,0.319267
