Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29861,0.1,0.8,0,0.0,6.0,0.03,,0.0464955 0.0929909 0.0 59737,T,,59737,0.0,0.0,0.0929909,0.0464955,0.0,0.0,0.0,0.953505,0.907009
0.8,0.2,F,0.1,26102,0.1,0.8,1,0.0,6.0,0.03,,0.0758001 0.146462 0.0039341 52744,T,,52744,0.00513803,0.00648415,0.13484,0.0758001,0.0039341,5.68785e-05,0.00127029,0.920266,0.852211
0.8,0.2,F,0.1,24994,0.1,0.8,2,0.0,6.0,0.03,,0.117108 0.219931 0.00809689 51316,T,,51316,0.014284,0.00968509,0.195962,0.117108,0.00809689,0.00013641,0.00623587,0.874795,0.773696
0.8,0.2,F,0.1,23468,0.1,0.8,3,0.0,6.0,0.03,,0.172971 0.314268 0.0133804 49251,T,,49251,0.0316745,0.0148829,0.26771,0.172971,0.0133804,0.000203042,0.0114718,0.813648,0.674057
0.8,0.2,F,0.1,21990,0.1,0.8,4,0.0,6.0,0.03,4,0.247299 0.432413 0.0190569 47568,T,,47568,0.0621847,0.0206652,0.349563,0.247299,0.0190569,0.000336361,0.016776,0.733644,0.550475
0.8,0.2,F,0.1,19161,0.1,0.8,5,0.0,6.0,0.03,5,0.344178 0.568726 0.0246487 44830,T,,44830,0.11963,0.0270355,0.422061,0.344178,0.0246487,0.000267678,0.0217265,0.631173,0.40928
0.8,0.2,F,0.1,15180,0.1,0.8,6,0.0,6.0,0.03,6,0.454867 0.703488 0.031463 39904,T,,39904,0.206245,0.0374649,0.459778,0.454867,0.031463,0.000626504,0.0242081,0.51367,0.271677
0.8,0.2,F,0.1,10649,0.1,0.8,7,0.0,6.0,0.03,7,0.569393 0.815824 0.0352171 33620,T,,33620,0.322963,0.0451814,0.44768,0.569393,0.0352171,0.00107079,0.0231112,0.39539,0.159994
0.8,0.2,F,0.1,6524,0.1,0.8,8,0.0,6.0,0.03,8,0.668889 0.892913 0.0403614 26399,T,,26399,0.444865,0.0582977,0.38975,0.668889,0.0403614,0.000757604,0.0209099,0.29075,0.0854199
0.8,0.2,F,0.1,3654,0.1,0.8,9,0.0,6.0,0.03,9,0.747011 0.935516 0.0403089 18904,T,,18904,0.558506,0.0594583,0.317552,0.747011,0.0403089,0.00169276,0.017774,0.21268,0.0450169
0.8,0.2,F,0.1,2003,0.1,0.8,10,0.0,6.0,0.03,10,0.798666 0.963524 0.0409978 13269,T,,13269,0.633808,0.0675258,0.26219,0.798666,0.0409978,0.00113045,0.0122089,0.160336,0.0231366
0.8,0.2,F,0.1,1055,0.1,0.8,11,0.0,6.0,0.03,11,0.831725 0.972229 0.0397152 8498,T,,8498,0.691221,0.063662,0.217345,0.831725,0.0397152,0.0018828,0.0120028,0.12856,0.0138856
