Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29201,0.1,0.8,0,0.0,6.0,0.03,,0.0477504 0.0955009 0.0 58167,T,,58167,0.0,0.0,0.0955009,0.0477504,0.0,0.0,0.0,0.95225,0.904499
0.8,0.2,F,0.1,26109,0.1,0.8,1,0.0,6.0,0.03,,0.077788 0.149746 0.00384884 53003,T,,53003,0.00582986,0.00630153,0.137615,0.077788,0.00384884,0.000150935,0.00109428,0.918363,0.849009
0.8,0.2,F,0.1,24903,0.1,0.8,2,0.0,6.0,0.03,,0.118405 0.223003 0.00721672 51062,T,,51062,0.0138067,0.00877365,0.200423,0.118405,0.00721672,0.000117504,0.00542478,0.874378,0.771454
0.8,0.2,F,0.1,23854,0.1,0.8,3,0.0,6.0,0.03,,0.173454 0.316476 0.012442 49751,T,,49751,0.0304315,0.0140299,0.272015,0.173454,0.012442,0.000221101,0.0104119,0.814104,0.672891
0.8,0.2,F,0.1,22019,0.1,0.8,4,0.0,6.0,0.03,4,0.251586 0.437743 0.0183601 47930,T,,47930,0.0654288,0.019299,0.353015,0.251586,0.0183601,0.000417275,0.0165867,0.730054,0.545253
0.8,0.2,F,0.1,18664,0.1,0.8,5,0.0,6.0,0.03,5,0.345419 0.571435 0.0255004 44019,T,,44019,0.119403,0.0284195,0.423613,0.345419,0.0255004,0.000318044,0.0219451,0.629081,0.406302
0.8,0.2,F,0.1,14940,0.1,0.8,6,0.0,6.0,0.03,6,0.455985 0.702572 0.0324559 39623,T,,39623,0.209399,0.0379578,0.455215,0.455985,0.0324559,0.00035333,0.0262474,0.511559,0.270828
0.8,0.2,F,0.1,10626,0.1,0.8,7,0.0,6.0,0.03,7,0.56706 0.810778 0.0376938 33865,T,,33865,0.323343,0.0472169,0.440219,0.56706,0.0376938,0.00100399,0.0261627,0.395246,0.162055
0.8,0.2,F,0.1,6671,0.1,0.8,8,0.0,6.0,0.03,8,0.667698 0.895424 0.0393868 26354,T,,26354,0.439971,0.0541474,0.401305,0.667698,0.0393868,0.00136602,0.0218942,0.292916,0.0813159
0.8,0.2,F,0.1,3856,0.1,0.8,9,0.0,6.0,0.03,9,0.749395 0.942036 0.0419355 19840,T,,19840,0.556754,0.0639113,0.321371,0.749395,0.0419355,0.0016129,0.0167339,0.208669,0.0396169
0.8,0.2,F,0.1,2033,0.1,0.8,10,0.0,6.0,0.03,10,0.802316 0.962721 0.0421894 13949,T,,13949,0.64191,0.0669582,0.253853,0.802316,0.0421894,0.00150548,0.0144096,0.155495,0.0213635
0.8,0.2,F,0.1,1024,0.1,0.8,11,0.0,6.0,0.03,11,0.831343 0.970828 0.046744 8707,T,,8707,0.691857,0.0723556,0.206615,0.831343,0.046744,0.0034455,0.0142414,0.121913,0.011485
0.8,0.2,F,0.1,547,0.1,0.8,12,0.0,6.0,0.03,12,0.835645 0.966499 0.0596182 5552,T,,5552,0.704791,0.0878963,0.173811,0.835645,0.0596182,0.0059438,0.0194524,0.104737,0.00810519
0.8,0.2,F,0.1,401,0.1,0.8,13,0.0,6.0,0.03,13,0.808995 0.951811 0.0716998 3424,T,,3424,0.66618,0.101636,0.183995,0.808995,0.0716998,0.00817757,0.0254089,0.119305,0.0146028
0.8,0.2,F,0.1,341,0.1,0.8,14,0.0,6.0,0.03,14,0.769838 0.935314 0.0857465 2659,T,,2659,0.604363,0.121098,0.209853,0.769838,0.0857465,0.00714554,0.0361038,0.144415,0.0214366
0.8,0.2,F,0.1,312,0.1,0.8,15,0.0,6.0,0.03,15,0.74223 0.898995 0.0932358 2188,T,,2188,0.585466,0.111974,0.201554,0.74223,0.0932358,0.0150823,0.0443327,0.164534,0.0415905
0.8,0.2,F,0.1,380,0.1,0.8,16,0.0,6.0,0.03,16,0.644038 0.813627 0.124499 1996,T,,1996,0.474449,0.11523,0.223948,0.644038,0.124499,0.0240481,0.0856713,0.231463,0.0766533
0.8,0.2,F,0.1,523,0.1,0.8,17,0.0,6.0,0.03,17,0.535959 0.716732 0.133562 2044,T,,2044,0.355186,0.116438,0.245108,0.535959,0.133562,0.0220157,0.106654,0.330479,0.154599
0.8,0.2,F,0.1,796,0.1,0.8,18,0.0,6.0,0.03,18,0.474579 0.668785 0.151028 2675,T,,2675,0.280374,0.118131,0.27028,0.474579,0.151028,0.0280374,0.12785,0.374393,0.175327
0.8,0.2,F,0.1,994,0.1,0.8,19,0.0,6.0,0.03,19,0.465492 0.660988 0.147127 3463,T,,3463,0.269997,0.122148,0.268842,0.465492,0.147127,0.0285879,0.114929,0.387381,0.195495
0.8,0.2,F,0.1,1248,0.1,0.8,20,0.0,6.0,0.03,20,0.434578 0.642204 0.138026 3829,T,,3829,0.226952,0.110734,0.304518,0.434578,0.138026,0.0227213,0.119875,0.427396,0.2152
0.8,0.2,F,0.1,1637,0.1,0.8,21,0.0,6.0,0.03,21,0.44349 0.675091 0.13152 4946,T,,4946,0.211888,0.115649,0.347554,0.44349,0.13152,0.0181965,0.110999,0.42499,0.195714
0.8,0.2,F,0.1,1757,0.1,0.8,22,0.0,6.0,0.03,22,0.484391 0.696179 0.138519 5862,T,,5862,0.272603,0.117537,0.306039,0.484391,0.138519,0.0228591,0.113784,0.37709,0.167178
0.8,0.2,F,0.1,1828,0.1,0.8,23,0.0,6.0,0.03,23,0.502128 0.727617 0.131069 6344,T,,6344,0.276639,0.115858,0.33512,0.502128,0.131069,0.0253783,0.0955233,0.366803,0.151482
0.8,0.2,F,0.1,1962,0.1,0.8,24,0.0,6.0,0.03,24,0.531819 0.757161 0.119162 7087,T,,7087,0.306477,0.116693,0.333992,0.531819,0.119162,0.017779,0.0860731,0.349019,0.138987
