Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,LONG_TERM_CHASE,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29284,0.1,0.8,0,0.0,6.0,,0.03,,0.0474413 0.0948827 0.0 58546,T,58546,0.0,0.0,0.0948827,0.0474413,0.0,0.0,0.0,0.952559,0.905117
0.8,0.2,F,0.1,25797,0.1,0.8,1,0.0,6.0,,0.03,,0.0778793 0.15001 0.00400723 52530,T,52530,0.0057491,0.00645346,0.137807,0.0778793,0.00400723,0.000133257,0.0012945,0.918113,0.848563
0.8,0.2,F,0.1,24844,0.1,0.8,2,0.0,6.0,,0.03,,0.119247 0.223451 0.0081485 50991,T,50991,0.0150419,0.00996254,0.198447,0.119247,0.0081485,0.000117668,0.00609912,0.872605,0.770332
0.8,0.2,F,0.1,23887,0.1,0.8,3,0.0,6.0,,0.03,,0.173554 0.316491 0.012607 49774,T,49774,0.0306184,0.01328,0.272592,0.173554,0.012607,0.000100454,0.011733,0.813839,0.671676
0.8,0.2,F,0.1,21913,0.1,0.8,4,0.0,6.0,,0.03,4,0.245967 0.431684 0.0192954 47602,T,47602,0.0602496,0.0204613,0.350973,0.245967,0.0192954,0.000294105,0.0175413,0.734738,0.550481
0.8,0.2,F,0.1,19145,0.1,0.8,5,0.0,6.0,,0.03,5,0.340493 0.56545 0.0260045 44973,T,44973,0.115536,0.0284838,0.421431,0.340493,0.0260045,0.000378005,0.0227692,0.633502,0.411402
0.8,0.2,F,0.1,15189,0.1,0.8,6,0.0,6.0,,0.03,6,0.452295 0.699131 0.0319705 39818,T,39818,0.20546,0.0372445,0.456427,0.452295,0.0319705,0.000904114,0.0248882,0.515734,0.275077
0.8,0.2,F,0.1,11023,0.1,0.8,7,0.0,6.0,,0.03,7,0.560824 0.806649 0.0366475 34559,T,34559,0.314998,0.0463266,0.445325,0.560824,0.0366475,0.000868081,0.0252322,0.402529,0.16725
0.8,0.2,F,0.1,6894,0.1,0.8,8,0.0,6.0,,0.03,8,0.657128 0.887901 0.0416389 26994,T,26994,0.426354,0.0571979,0.404349,0.657128,0.0416389,0.00166704,0.0227458,0.301234,0.0876862
0.8,0.2,F,0.1,3773,0.1,0.8,9,0.0,6.0,,0.03,9,0.747094 0.941226 0.0420596 20043,T,20043,0.552961,0.0623659,0.325899,0.747094,0.0420596,0.001397,0.0189592,0.210847,0.0384174
0.8,0.2,F,0.1,1843,0.1,0.8,10,0.0,6.0,,0.03,10,0.809517 0.965367 0.0411459 13282,T,13282,0.653667,0.0643728,0.247327,0.809517,0.0411459,0.00203283,0.0138533,0.149337,0.0187472
0.8,0.2,F,0.1,968,0.1,0.8,11,0.0,6.0,,0.03,11,0.841327 0.972322 0.0391911 8382,T,8382,0.710332,0.060964,0.201026,0.841327,0.0391911,0.00190885,0.0136006,0.119482,0.0121689
0.8,0.2,F,0.1,569,0.1,0.8,12,0.0,6.0,,0.03,12,0.841262 0.970267 0.0394207 5213,T,5213,0.712258,0.0629196,0.195089,0.841262,0.0394207,0.00306925,0.00978323,0.119317,0.0168809
0.8,0.2,F,0.1,368,0.1,0.8,13,0.0,6.0,,0.03,13,0.836634 0.961852 0.0445545 3434,T,3434,0.711415,0.0669773,0.18346,0.836634,0.0445545,0.00203844,0.0180547,0.118812,0.0180547
0.8,0.2,F,0.1,280,0.1,0.8,14,0.0,6.0,,0.03,14,0.772295 0.906292 0.078316 2209,T,2209,0.638298,0.0896333,0.178361,0.772295,0.078316,0.0140335,0.0389316,0.149389,0.0407424
0.8,0.2,F,0.1,274,0.1,0.8,15,0.0,6.0,,0.03,15,0.731407 0.888444 0.0815217 1748,T,1748,0.574371,0.0949657,0.219108,0.731407,0.0815217,0.0120137,0.0440503,0.187071,0.055492
0.8,0.2,F,0.1,319,0.1,0.8,16,0.0,6.0,,0.03,16,0.668109 0.83869 0.10136 1618,T,1618,0.497528,0.0828183,0.258344,0.668109,0.10136,0.0234858,0.0729295,0.230532,0.0648949
0.8,0.2,F,0.1,375,0.1,0.8,17,0.0,6.0,,0.03,17,0.624779 0.822248 0.126251 1699,T,1699,0.42731,0.116539,0.278399,0.624779,0.126251,0.0264862,0.08299,0.24897,0.0682755
0.8,0.2,F,0.1,411,0.1,0.8,18,0.0,6.0,,0.03,18,0.630192 0.823216 0.114483 1878,T,1878,0.437167,0.099574,0.286475,0.630192,0.114483,0.027689,0.0740149,0.255325,0.0750799
0.8,0.2,F,0.1,456,0.1,0.8,19,0.0,6.0,,0.03,19,0.61166 0.797837 0.116126 2127,T,2127,0.425482,0.0987306,0.273625,0.61166,0.116126,0.0263282,0.0808651,0.272214,0.0949694
0.8,0.2,F,0.1,603,0.1,0.8,20,0.0,6.0,,0.03,20,0.552537 0.730324 0.139233 2503,T,2503,0.37475,0.107072,0.248502,0.552537,0.139233,0.0311626,0.109069,0.30823,0.129445
0.8,0.2,F,0.1,911,0.1,0.8,21,0.0,6.0,,0.03,21,0.452022 0.628049 0.143614 3116,T,3116,0.275995,0.0872914,0.264763,0.452022,0.143614,0.0378691,0.124198,0.404365,0.209884
0.8,0.2,F,0.1,1310,0.1,0.8,22,0.0,6.0,,0.03,22,0.409647 0.562194 0.145446 4084,T,4084,0.257101,0.0783546,0.226738,0.409647,0.145446,0.0308521,0.150833,0.444907,0.256121
0.8,0.2,F,0.1,1903,0.1,0.8,23,0.0,6.0,,0.03,23,0.355362 0.506056 0.144282 5614,T,5614,0.204667,0.0630566,0.238333,0.355362,0.144282,0.0318846,0.161739,0.500356,0.300321
0.8,0.2,F,0.1,2386,0.1,0.8,24,0.0,6.0,,0.03,24,0.3365 0.487309 0.144723 6737,T,6737,0.185691,0.068725,0.232893,0.3365,0.144723,0.0273119,0.166098,0.518777,0.319282
0.8,0.2,F,0.1,2741,0.1,0.8,25,0.0,6.0,,0.03,25,0.347084 0.493857 0.134812 7733,T,7733,0.20031,0.0596146,0.233932,0.347084,0.134812,0.0257339,0.158541,0.518104,0.321867
0.8,0.2,F,0.1,3070,0.1,0.8,26,0.0,6.0,,0.03,26,0.351997 0.503395 0.129014 8689,T,8689,0.200598,0.0598458,0.242951,0.351997,0.129014,0.0230176,0.152146,0.51899,0.321441
0.8,0.2,F,0.1,3248,0.1,0.8,27,0.0,6.0,,0.03,27,0.356035 0.498525 0.122501 9155,T,9155,0.213545,0.0632441,0.221737,0.356035,0.122501,0.0188968,0.143965,0.521464,0.338613
0.8,0.2,F,0.1,3506,0.1,0.8,28,0.0,6.0,,0.03,28,0.354016 0.496386 0.117479 9823,T,9823,0.211646,0.0561946,0.228545,0.354016,0.117479,0.0179171,0.14293,0.528505,0.342767
