Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,LONG_TERM_CHASE,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,29135,0.1,0.8,0,0.0,6.0,,0.03,,0.0473532 0.0947063 0.0 58655,T,58655,0.0,0.0,0.0947063,0.0473532,0.0,0.0,0.0,0.952647,0.905294
0.8,0.2,F,0.1,26263,0.1,0.8,1,0.0,6.0,,0.03,,0.077393 0.148479 0.00392771 52957,T,52957,0.006307,0.0065336,0.135638,0.077393,0.00392771,1.88832e-05,0.00128406,0.918679,0.850218
0.8,0.2,F,0.1,25156,0.1,0.8,2,0.0,6.0,,0.03,,0.118954 0.223909 0.00714521 51503,T,51503,0.0139992,0.00875677,0.201153,0.118954,0.00714521,0.000116498,0.00530066,0.873901,0.770674
0.8,0.2,F,0.1,23751,0.1,0.8,3,0.0,6.0,,0.03,,0.180021 0.327518 0.01301 49808,T,49808,0.0325249,0.0141945,0.280798,0.180021,0.01301,0.000240925,0.0113436,0.806969,0.660898
0.8,0.2,F,0.1,21573,0.1,0.8,4,0.0,6.0,,0.03,4,0.25888 0.449295 0.0203582 47352,T,47352,0.068466,0.0216253,0.359203,0.25888,0.0203582,0.000359013,0.018373,0.720762,0.531973
0.8,0.2,F,0.1,18543,0.1,0.8,5,0.0,6.0,,0.03,5,0.355387 0.582989 0.0275225 43855,T,43855,0.127785,0.0308289,0.424376,0.355387,0.0275225,0.000706875,0.0228024,0.61709,0.393501
0.8,0.2,F,0.1,14589,0.1,0.8,6,0.0,6.0,,0.03,6,0.461219 0.709762 0.0332609 39130,T,39130,0.212676,0.0364937,0.460593,0.461219,0.0332609,0.000766675,0.0284948,0.50552,0.260976
0.8,0.2,F,0.1,10247,0.1,0.8,7,0.0,6.0,,0.03,7,0.57584 0.819948 0.0391588 33096,T,33096,0.331732,0.048737,0.439479,0.57584,0.0391588,0.00151076,0.0265591,0.385001,0.151982
0.8,0.2,F,0.1,6272,0.1,0.8,8,0.0,6.0,,0.03,8,0.674046 0.895928 0.0413151 25838,T,25838,0.452163,0.0581701,0.385595,0.674046,0.0413151,0.00108368,0.0222927,0.284639,0.0806951
0.8,0.2,F,0.1,3504,0.1,0.8,9,0.0,6.0,,0.03,9,0.749788 0.941657 0.0437308 18854,T,18854,0.557919,0.0684735,0.315265,0.749788,0.0437308,0.00111382,0.0167604,0.206481,0.0404689
