Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,LONG_TERM_CHASE,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.8,0.2,F,0.1,961,0.1,0.8,11,0.0,6.0,,0.03,11,0.829637 0.970471 0.0471255 8297,T,8297,0.688803,0.0784621,0.203206,0.829637,0.0471255,0.00132578,0.0131373,0.123237,0.0150657
0.8,0.2,F,0.1,588,0.1,0.8,12,0.0,6.0,,0.03,12,0.82132 0.969746 0.0544162 4925,T,4925,0.672893,0.0840609,0.212792,0.82132,0.0544162,0.00385787,0.0170558,0.124264,0.0093401
0.8,0.2,F,0.1,333,0.1,0.8,13,0.0,6.0,,0.03,13,0.849532 0.970247 0.0490224 3529,T,3529,0.728818,0.0736753,0.167753,0.849532,0.0490224,0.00453386,0.0153018,0.101445,0.00991782
0.8,0.2,F,0.1,206,0.1,0.8,14,0.0,6.0,,0.03,14,0.835552 0.968935 0.058432 2028,T,2028,0.70217,0.0892505,0.177515,0.835552,0.058432,0.00788955,0.0118343,0.106016,0.0113412
0.8,0.2,F,0.1,148,0.1,0.8,15,0.0,6.0,,0.03,15,0.811369 0.917451 0.0789283 1381,T,1381,0.705286,0.0868936,0.125272,0.811369,0.0789283,0.0166546,0.0376539,0.109703,0.0282404
0.8,0.2,F,0.1,230,0.1,0.8,16,0.0,6.0,,0.03,16,0.639867 0.807802 0.115604 1051,T,1051,0.471931,0.100856,0.235014,0.639867,0.115604,0.0247383,0.0808754,0.244529,0.0865842
0.8,0.2,F,0.1,290,0.1,0.8,17,0.0,6.0,,0.03,17,0.561878 0.677098 0.14367 1406,T,1406,0.446657,0.0803698,0.150071,0.561878,0.14367,0.0391181,0.128734,0.294452,0.15505
0.8,0.2,F,0.1,515,0.1,0.8,18,0.0,6.0,,0.03,18,0.346545 0.50813 0.211721 1476,T,1476,0.184959,0.0907859,0.232385,0.346545,0.211721,0.053523,0.22561,0.441734,0.212737
0.8,0.2,F,0.1,773,0.1,0.8,19,0.0,6.0,,0.03,19,0.349647 0.532974 0.213812 2411,T,2411,0.166321,0.131481,0.235172,0.349647,0.213812,0.0522605,0.191622,0.436541,0.223144
0.8,0.2,F,0.1,948,0.1,0.8,20,0.0,6.0,,0.03,20,0.365346 0.547425 0.200542 2952,T,2952,0.183266,0.109417,0.254743,0.365346,0.200542,0.0460705,0.199526,0.434112,0.206978
0.8,0.2,F,0.1,1367,0.1,0.8,21,0.0,6.0,,0.03,21,0.345401 0.531049 0.205617 3881,T,3881,0.159753,0.123422,0.247874,0.345401,0.205617,0.0435455,0.200721,0.448982,0.224684
0.8,0.2,F,0.1,1932,0.1,0.8,22,0.0,6.0,,0.03,22,0.362704 0.553744 0.198054 5703,T,5703,0.171664,0.121164,0.260915,0.362704,0.198054,0.0408557,0.193232,0.439243,0.212169
0.8,0.2,F,0.1,2331,0.1,0.8,23,0.0,6.0,,0.03,23,0.370947 0.555757 0.191029 7156,T,7156,0.186138,0.117803,0.251817,0.370947,0.191029,0.0370319,0.19019,0.438024,0.217021
0.8,0.2,F,0.1,2713,0.1,0.8,24,0.0,6.0,,0.03,24,0.354653 0.528189 0.191085 8177,T,8177,0.181118,0.102972,0.244099,0.354653,0.191085,0.0431699,0.192858,0.454262,0.235783
0.8,0.2,F,0.1,3277,0.1,0.8,25,0.0,6.0,,0.03,25,0.35203 0.528202 0.184607 9485,T,9485,0.175857,0.0998419,0.252504,0.35203,0.184607,0.0386927,0.191987,0.463363,0.241118
0.8,0.2,F,0.1,3817,0.1,0.8,26,0.0,6.0,,0.03,26,0.340444 0.495725 0.186409 11228,T,11228,0.185162,0.100463,0.2101,0.340444,0.186409,0.0358033,0.200748,0.473147,0.267724
0.8,0.2,F,0.1,4505,0.1,0.8,27,0.0,6.0,,0.03,27,0.296274 0.438554 0.187135 12507,T,12507,0.153994,0.0855521,0.199009,0.296274,0.187135,0.0387783,0.211162,0.516591,0.311506
0.8,0.2,F,0.1,5242,0.1,0.8,28,0.0,6.0,,0.03,28,0.281366 0.419895 0.172308 14506,T,14506,0.142837,0.0854819,0.191576,0.281366,0.172308,0.032814,0.193506,0.546326,0.353785
0.8,0.2,F,0.1,6186,0.1,0.8,29,0.0,6.0,,0.03,29,0.268869 0.40086 0.157529 16270,T,16270,0.136878,0.0785495,0.185433,0.268869,0.157529,0.0261832,0.184143,0.573602,0.388814
0.8,0.2,F,0.1,7344,0.1,0.8,30,0.0,6.0,,0.03,30,0.24648 0.373068 0.149084 18892,T,18892,0.119892,0.0656892,0.187487,0.24648,0.149084,0.0254076,0.181664,0.604436,0.41986
0.8,0.2,F,0.1,8302,0.1,0.8,31,0.0,6.0,,0.03,31,0.248479 0.376438 0.142864 21034,T,21034,0.120519,0.0665589,0.18936,0.248479,0.142864,0.0213464,0.176476,0.608657,0.425739
0.8,0.2,F,0.1,9136,0.1,0.8,32,0.0,6.0,,0.03,32,0.261605 0.396293 0.129471 23094,T,23094,0.126916,0.0649086,0.204469,0.261605,0.129471,0.0194423,0.155149,0.608924,0.429116
0.8,0.2,F,0.1,9416,0.1,0.8,33,0.0,6.0,,0.03,33,0.272833 0.410991 0.119432 24110,T,24110,0.134674,0.0649938,0.211323,0.272833,0.119432,0.0153049,0.14326,0.607735,0.430444
0.8,0.2,F,0.1,9383,0.1,0.8,34,0.0,6.0,,0.03,34,0.282116 0.427231 0.112386 23664,T,23664,0.137001,0.0670216,0.223208,0.282116,0.112386,0.0145368,0.128676,0.605498,0.429555
0.8,0.2,F,0.1,9494,0.1,0.8,35,0.0,6.0,,0.03,35,0.292257 0.445055 0.104832 24215,T,24215,0.139459,0.069172,0.236424,0.292257,0.104832,0.0113566,0.117778,0.602911,0.42581
0.8,0.2,F,0.1,8935,0.1,0.8,36,0.0,6.0,,0.03,36,0.310466 0.468283 0.097575 23505,T,23505,0.152648,0.0682833,0.247352,0.310466,0.097575,0.0106786,0.105509,0.591959,0.415529
0.8,0.2,F,0.1,8535,0.1,0.8,37,0.0,6.0,,0.03,37,0.332419 0.498284 0.0919709 22431,T,22431,0.166555,0.0715528,0.260176,0.332419,0.0919709,0.0108332,0.0907227,0.57561,0.40016
0.8,0.2,F,0.1,8447,0.1,0.8,38,0.0,6.0,,0.03,38,0.361377 0.53341 0.0836237 22673,T,22673,0.189344,0.0675253,0.27654,0.361377,0.0836237,0.0090857,0.0815507,0.554999,0.375954
0.8,0.2,F,0.1,7861,0.1,0.8,39,0.0,6.0,,0.03,39,0.391582 0.584537 0.0847161 22298,T,22298,0.198628,0.0808144,0.305095,0.391582,0.0847161,0.00968697,0.0692439,0.523702,0.336532
0.8,0.2,F,0.1,6973,0.1,0.8,40,0.0,6.0,,0.03,40,0.431247 0.621715 0.0794079 20741,T,20741,0.240779,0.0806133,0.300323,0.431247,0.0794079,0.00814811,0.0619064,0.489345,0.30823
0.8,0.2,F,0.1,6217,0.1,0.8,41,0.0,6.0,,0.03,41,0.457807 0.645742 0.074844 19387,T,19387,0.269872,0.0838706,0.292,0.457807,0.074844,0.00835611,0.0491051,0.467349,0.296797
0.8,0.2,F,0.1,5324,0.1,0.8,42,0.0,6.0,,0.03,42,0.487901 0.670814 0.0707967 17522,T,17522,0.304988,0.0781304,0.287695,0.487901,0.0707967,0.00804703,0.047369,0.441302,0.27377
0.8,0.2,F,0.1,4816,0.1,0.8,43,0.0,6.0,,0.03,43,0.496146 0.681149 0.0712288 16089,T,16089,0.311144,0.0840326,0.285972,0.496146,0.0712288,0.00832867,0.0417677,0.432625,0.268755
0.8,0.2,F,0.1,3984,0.1,0.8,44,0.0,6.0,,0.03,44,0.519602 0.701312 0.0694542 14182,T,14182,0.337893,0.0851079,0.278311,0.519602,0.0694542,0.00789733,0.0380059,0.410943,0.252785
0.8,0.2,F,0.1,3280,0.1,0.8,45,0.0,6.0,,0.03,45,0.543799 0.724283 0.0640628 11918,T,11918,0.363316,0.081809,0.279158,0.543799,0.0640628,0.00671254,0.0328914,0.392138,0.236113
0.8,0.2,F,0.1,2664,0.1,0.8,46,0.0,6.0,,0.03,46,0.575073 0.755816 0.0637341 10230,T,10230,0.39433,0.0823069,0.279179,0.575073,0.0637341,0.00576735,0.0336266,0.361193,0.20479
0.8,0.2,F,0.1,2205,0.1,0.8,47,0.0,6.0,,0.03,47,0.586313 0.787439 0.0665777 8614,T,8614,0.385187,0.0920594,0.310193,0.586313,0.0665777,0.00452751,0.0320409,0.347109,0.175993
0.8,0.2,F,0.1,1729,0.1,0.8,48,0.0,6.0,,0.03,48,0.617401 0.811629 0.065184 7172,T,7172,0.423173,0.0916062,0.296849,0.617401,0.065184,0.00515895,0.0284439,0.317415,0.154769
0.8,0.2,F,0.1,1387,0.1,0.8,49,0.0,6.0,,0.03,49,0.63446 0.837097 0.0623168 5801,T,5801,0.431822,0.0799862,0.325289,0.63446,0.0623168,0.00534391,0.0339597,0.303224,0.123599
0.8,0.2,F,0.1,1173,0.1,0.8,50,0.0,6.0,,0.03,50,0.675437 0.86901 0.0709453 5321,T,5321,0.481864,0.086074,0.301071,0.675437,0.0709453,0.00826912,0.0392783,0.253618,0.083443
0.8,0.2,F,0.1,962,0.1,0.8,51,0.0,6.0,,0.03,51,0.699937 0.899558 0.0750684 4749,T,4749,0.500316,0.0943356,0.304906,0.699937,0.0750684,0.0086334,0.0385344,0.224995,0.0532744
0.8,0.2,F,0.1,750,0.1,0.8,52,0.0,6.0,,0.03,52,0.71047 0.904887 0.0919981 4174,T,4174,0.516052,0.116914,0.271921,0.71047,0.0919981,0.00958313,0.0479157,0.197532,0.0376138
0.8,0.2,F,0.1,565,0.1,0.8,53,0.0,6.0,,0.03,53,0.701248 0.872026 0.107951 3446,T,3446,0.53047,0.113755,0.2278,0.701248,0.107951,0.0171213,0.0679048,0.190801,0.0429483
0.8,0.2,F,0.1,550,0.1,0.8,54,0.0,6.0,,0.03,54,0.629556 0.816312 0.149405 2771,T,2771,0.4428,0.144352,0.229159,0.629556,0.149405,0.0281487,0.0981595,0.221039,0.05738
0.8,0.2,F,0.1,553,0.1,0.8,55,0.0,6.0,,0.03,55,0.609503 0.81663 0.154974 2694,T,2694,0.402376,0.159614,0.25464,0.609503,0.154974,0.0293244,0.0916852,0.235523,0.0623608
0.8,0.2,F,0.1,592,0.1,0.8,56,0.0,6.0,,0.03,56,0.572672 0.761544 0.171461 2642,T,2642,0.3838,0.143073,0.234671,0.572672,0.171461,0.0393641,0.12112,0.255867,0.0779712
0.8,0.2,F,0.1,692,0.1,0.8,57,0.0,6.0,,0.03,57,0.531788 0.720056 0.164032 2847,T,2847,0.343519,0.131366,0.24517,0.531788,0.164032,0.0382859,0.120126,0.30418,0.121531
0.8,0.2,F,0.1,829,0.1,0.8,58,0.0,6.0,,0.03,58,0.492514 0.684613 0.157056 3139,T,3139,0.300414,0.130615,0.253584,0.492514,0.157056,0.026123,0.131252,0.35043,0.158012
0.8,0.2,F,0.1,1003,0.1,0.8,59,0.0,6.0,,0.03,59,0.467438 0.64553 0.148672 3501,T,3501,0.289346,0.122251,0.233933,0.467438,0.148672,0.0199943,0.135104,0.38389,0.199372
0.8,0.2,F,0.1,1284,0.1,0.8,60,0.0,6.0,,0.03,60,0.407808 0.587448 0.147288 4111,T,4111,0.228168,0.107516,0.251764,0.407808,0.147288,0.0197032,0.147653,0.444904,0.245196
0.8,0.2,F,0.1,1448,0.1,0.8,61,0.0,6.0,,0.03,61,0.391527 0.560089 0.143701 4485,T,4485,0.222965,0.108807,0.228317,0.391527,0.143701,0.0144928,0.14961,0.464771,0.275808
0.8,0.2,F,0.1,1610,0.1,0.8,62,0.0,6.0,,0.03,62,0.374818 0.546722 0.141831 4805,T,4805,0.202914,0.0934443,0.250364,0.374818,0.141831,0.0191467,0.151925,0.483351,0.282206
0.8,0.2,F,0.1,1771,0.1,0.8,63,0.0,6.0,,0.03,63,0.370762 0.52819 0.133619 5250,T,5250,0.213333,0.091619,0.223238,0.370762,0.133619,0.0198095,0.136,0.495619,0.316
0.8,0.2,F,0.1,1855,0.1,0.8,64,0.0,6.0,,0.03,64,0.350188 0.509228 0.127213 5310,T,5310,0.191149,0.092467,0.225612,0.350188,0.127213,0.013936,0.134087,0.522599,0.34275
0.8,0.2,F,0.1,1966,0.1,0.8,65,0.0,6.0,,0.03,65,0.363473 0.511656 0.115015 5834,T,5834,0.21529,0.0839904,0.212376,0.363473,0.115015,0.0114844,0.123072,0.521512,0.353788
0.8,0.2,F,0.1,1995,0.1,0.8,66,0.0,6.0,,0.03,66,0.326114 0.459613 0.109711 5633,T,5633,0.192615,0.0729629,0.194035,0.326114,0.109711,0.0129593,0.12054,0.564175,0.406888
0.8,0.2,F,0.1,2109,0.1,0.8,67,0.0,6.0,,0.03,67,0.305421 0.446996 0.107217 5792,T,5792,0.163847,0.0766575,0.206492,0.305421,0.107217,0.00984116,0.118094,0.587362,0.425069
0.8,0.2,F,0.1,2364,0.1,0.8,68,0.0,6.0,,0.03,68,0.298574 0.42816 0.0993913 6243,T,6243,0.168989,0.0736825,0.185488,0.298574,0.0993913,0.0113727,0.102355,0.602034,0.458113
0.8,0.2,F,0.1,2776,0.1,0.8,69,0.0,6.0,,0.03,69,0.270224 0.390089 0.093675 7083,T,7083,0.15036,0.0663561,0.173373,0.270224,0.093675,0.00945927,0.102075,0.636101,0.498376
0.8,0.2,F,0.1,3047,0.1,0.8,70,0.0,6.0,,0.03,70,0.259084 0.37799 0.0893573 7733,T,7733,0.140178,0.0675029,0.170309,0.259084,0.0893573,0.00724169,0.0967283,0.651558,0.51804
0.8,0.2,F,0.1,3405,0.1,0.8,71,0.0,6.0,,0.03,71,0.261489 0.378941 0.0805119 8595,T,8595,0.144037,0.0617801,0.173124,0.261489,0.0805119,0.00802792,0.0831879,0.657999,0.529843
0.8,0.2,F,0.1,3764,0.1,0.8,72,0.0,6.0,,0.03,72,0.260615 0.379066 0.0766265 9468,T,9468,0.142163,0.0600972,0.176806,0.260615,0.0766265,0.0083439,0.0764681,0.662759,0.536122
0.8,0.2,F,0.1,4304,0.1,0.8,73,0.0,6.0,,0.03,73,0.252146 0.369846 0.0710444 10599,T,10599,0.134447,0.0465138,0.188886,0.252146,0.0710444,0.00764223,0.0802906,0.676809,0.542221
0.8,0.2,F,0.1,4908,0.1,0.8,74,0.0,6.0,,0.03,74,0.256686 0.38484 0.073291 11966,T,11966,0.128531,0.0539027,0.202407,0.256686,0.073291,0.008942,0.0747953,0.670023,0.531422
0.8,0.2,F,0.1,5289,0.1,0.8,75,0.0,6.0,,0.03,75,0.265024 0.396583 0.074817 13112,T,13112,0.133466,0.0565894,0.206528,0.265024,0.074817,0.00579622,0.0814521,0.660159,0.516168
0.8,0.2,F,0.1,5250,0.1,0.8,76,0.0,6.0,,0.03,76,0.287167 0.430433 0.0764934 13426,T,13426,0.1439,0.0607031,0.22583,0.287167,0.0764934,0.00856547,0.0751527,0.63634,0.485848
0.8,0.2,F,0.1,4835,0.1,0.8,77,0.0,6.0,,0.03,77,0.315728 0.461705 0.0791063 12913,T,12913,0.169751,0.0632696,0.228684,0.315728,0.0791063,0.00875087,0.0774413,0.605165,0.452103
0.8,0.2,F,0.1,4500,0.1,0.8,78,0.0,6.0,,0.03,78,0.328034 0.479715 0.0774135 12078,T,12078,0.176354,0.0653254,0.238036,0.328034,0.0774135,0.00612684,0.0772479,0.594552,0.43691
0.8,0.2,F,0.1,4401,0.1,0.8,79,0.0,6.0,,0.03,79,0.343311 0.498328 0.0770903 11960,T,11960,0.188294,0.0695652,0.240468,0.343311,0.0770903,0.00702341,0.0705686,0.579599,0.42408
0.8,0.2,F,0.1,4209,0.1,0.8,80,0.0,6.0,,0.03,80,0.345515 0.508263 0.0740168 11315,T,11315,0.182766,0.0648696,0.260627,0.345515,0.0740168,0.00653999,0.070084,0.580468,0.415113
0.8,0.2,F,0.1,4024,0.1,0.8,81,0.0,6.0,,0.03,81,0.382498 0.552999 0.073769 11170,T,11170,0.211996,0.0632945,0.277708,0.382498,0.073769,0.00796777,0.068308,0.543733,0.370725
0.8,0.2,F,0.1,4004,0.1,0.8,82,0.0,6.0,,0.03,82,0.411173 0.58734 0.0711663 11438,T,11438,0.235006,0.0644343,0.2879,0.411173,0.0711663,0.0069068,0.0640846,0.51766,0.341668
0.8,0.2,F,0.1,3833,0.1,0.8,83,0.0,6.0,,0.03,83,0.44541 0.63788 0.0757416 11394,T,11394,0.25294,0.0741618,0.310778,0.44541,0.0757416,0.00886431,0.0595928,0.478849,0.293663
0.8,0.2,F,0.1,3532,0.1,0.8,84,0.0,6.0,,0.03,84,0.474136 0.658285 0.0722946 11135,T,11135,0.289987,0.0673552,0.300943,0.474136,0.0722946,0.00799282,0.0612483,0.45357,0.272474
0.8,0.2,F,0.1,3353,0.1,0.8,85,0.0,6.0,,0.03,85,0.478078 0.673318 0.0819749 10674,T,10674,0.282837,0.078977,0.311505,0.478078,0.0819749,0.0100244,0.0649241,0.439948,0.251733
0.8,0.2,F,0.1,3276,0.1,0.8,86,0.0,6.0,,0.03,86,0.490693 0.68914 0.0759066 10368,T,10368,0.292245,0.0706019,0.326292,0.490693,0.0759066,0.00954861,0.0621142,0.433401,0.239198
0.8,0.2,F,0.1,3177,0.1,0.8,87,0.0,6.0,,0.03,87,0.510249 0.7075 0.0777152 10294,T,10294,0.312998,0.0711094,0.323392,0.510249,0.0777152,0.00893724,0.0664465,0.412036,0.217117
0.8,0.2,F,0.1,2892,0.1,0.8,88,0.0,6.0,,0.03,88,0.520507 0.730511 0.0840627 9826,T,9826,0.310503,0.0864034,0.333605,0.520507,0.0840627,0.0102789,0.0611643,0.39543,0.198046
0.8,0.2,F,0.1,2605,0.1,0.8,89,0.0,6.0,,0.03,89,0.542843 0.742724 0.0752063 9208,T,9208,0.342963,0.0767811,0.32298,0.542843,0.0752063,0.00803649,0.0575586,0.38195,0.191681
0.8,0.2,F,0.1,2326,0.1,0.8,90,0.0,6.0,,0.03,90,0.55611 0.765817 0.0747534 8314,T,8314,0.346404,0.084917,0.334496,0.55611,0.0747534,0.00541256,0.0537647,0.369136,0.175006
0.8,0.2,F,0.1,2145,0.1,0.8,91,0.0,6.0,,0.03,91,0.585123 0.793546 0.0664464 7871,T,7871,0.376699,0.0816923,0.335154,0.585123,0.0664464,0.00546309,0.0402744,0.348431,0.160717
0.8,0.2,F,0.1,2026,0.1,0.8,92,0.0,6.0,,0.03,92,0.584039 0.785445 0.0665929 7681,T,7681,0.382632,0.0725166,0.330296,0.584039,0.0665929,0.0029944,0.0546804,0.349369,0.156881
0.8,0.2,F,0.1,1990,0.1,0.8,93,0.0,6.0,,0.03,93,0.571676 0.756101 0.0778771 7499,T,7499,0.387252,0.072543,0.296306,0.571676,0.0778771,0.0114682,0.0602747,0.350447,0.172156
0.8,0.2,F,0.1,2040,0.1,0.8,94,0.0,6.0,,0.03,94,0.547119 0.730479 0.074448 7428,T,7428,0.363759,0.0710824,0.295638,0.547119,0.074448,0.00861605,0.0605816,0.378433,0.200323
0.8,0.2,F,0.1,2163,0.1,0.8,95,0.0,6.0,,0.03,95,0.528173 0.715427 0.0772721 7383,T,7383,0.340918,0.0725992,0.30191,0.528173,0.0772721,0.00799133,0.0659623,0.394555,0.210619
0.8,0.2,F,0.1,2319,0.1,0.8,96,0.0,6.0,,0.03,96,0.517353 0.716656 0.0763775 7895,T,7895,0.318049,0.0818239,0.316783,0.517353,0.0763775,0.00658645,0.0577581,0.40627,0.218999
0.8,0.2,F,0.1,2368,0.1,0.8,97,0.0,6.0,,0.03,97,0.519253 0.730211 0.0737912 7921,T,7921,0.308294,0.0887514,0.333165,0.519253,0.0737912,0.00454488,0.0497412,0.406956,0.215503
0.8,0.2,F,0.1,2452,0.1,0.8,98,0.0,6.0,,0.03,98,0.540888 0.755987 0.0679478 8352,T,8352,0.32579,0.0765086,0.353688,0.540888,0.0679478,0.00431034,0.0507663,0.391164,0.188937
0.8,0.2,F,0.1,2157,0.1,0.8,99,0.0,6.0,,0.03,99,0.589206 0.79248 0.0709521 8245,T,8245,0.385931,0.0873257,0.319224,0.589206,0.0709521,0.00630685,0.0419648,0.339842,0.159248
0.8,0.2,F,0.1,1958,0.1,0.8,100,0.0,6.0,,0.03,100,0.593251 0.807774 0.0723509 7512,T,7512,0.378727,0.0846645,0.344382,0.593251,0.0723509,0.00665602,0.0467252,0.334398,0.138845
0.8,0.2,F,0.1,1721,0.1,0.8,101,0.0,6.0,,0.03,101,0.611929 0.808286 0.0765714 7000,T,7000,0.415571,0.0882857,0.304429,0.611929,0.0765714,0.00728571,0.0502857,0.3115,0.134143
0.8,0.2,F,0.1,1606,0.1,0.8,102,0.0,6.0,,0.03,102,0.600168 0.803946 0.0800581 6539,T,6539,0.396391,0.10705,0.300505,0.600168,0.0800581,0.00795229,0.0371616,0.319774,0.150941
0.8,0.2,F,0.1,1415,0.1,0.8,103,0.0,6.0,,0.03,103,0.60097 0.793714 0.0758108 5982,T,5982,0.408225,0.0967904,0.288699,0.60097,0.0758108,0.0073554,0.0401204,0.32322,0.15881
0.8,0.2,F,0.1,1366,0.1,0.8,104,0.0,6.0,,0.03,104,0.600751 0.793002 0.0759297 5459,T,5459,0.4085,0.0822495,0.302253,0.600751,0.0759297,0.0135556,0.0424986,0.323319,0.150943
0.8,0.2,F,0.1,1276,0.1,0.8,105,0.0,6.0,,0.03,105,0.605952 0.812206 0.0823131 5309,T,5309,0.399699,0.102844,0.309663,0.605952,0.0823131,0.00922961,0.0433227,0.311735,0.135242
0.8,0.2,F,0.1,1149,0.1,0.8,106,0.0,6.0,,0.03,106,0.630218 0.843209 0.0833842 4911,T,4911,0.417227,0.103034,0.322948,0.630218,0.0833842,0.00895948,0.0458155,0.286398,0.102016
0.8,0.2,F,0.1,954,0.1,0.8,107,0.0,6.0,,0.03,107,0.657696 0.871812 0.0921963 4626,T,4626,0.44358,0.115002,0.31323,0.657696,0.0921963,0.0118893,0.0456118,0.250108,0.0706874
0.8,0.2,F,0.1,836,0.1,0.8,108,0.0,6.0,,0.03,108,0.698342 0.90168 0.0938919 4404,T,4404,0.495005,0.114214,0.292461,0.698342,0.0938919,0.0143052,0.0449591,0.207766,0.0390554
0.8,0.2,F,0.1,645,0.1,0.8,109,0.0,6.0,,0.03,109,0.711722 0.890782 0.102763 3873,T,3873,0.532662,0.12755,0.230571,0.711722,0.102763,0.0123935,0.0531887,0.185515,0.0436354
0.8,0.2,F,0.1,630,0.1,0.8,110,0.0,6.0,,0.03,110,0.673847 0.862561 0.109223 3296,T,3296,0.485133,0.12409,0.253337,0.673847,0.109223,0.0163835,0.0615898,0.21693,0.059466
0.8,0.2,F,0.1,608,0.1,0.8,111,0.0,6.0,,0.03,111,0.657293 0.854782 0.120909 3147,T,3147,0.459803,0.13346,0.261519,0.657293,0.120909,0.0231967,0.0619638,0.221799,0.0600572
0.8,0.2,F,0.1,632,0.1,0.8,112,0.0,6.0,,0.03,112,0.645833 0.836806 0.11411 3168,T,3168,0.454861,0.116793,0.265152,0.645833,0.11411,0.022096,0.0672348,0.240057,0.0738636
0.8,0.2,F,0.1,690,0.1,0.8,113,0.0,6.0,,0.03,113,0.61135 0.796678 0.124885 3251,T,3251,0.426023,0.110735,0.25992,0.61135,0.124885,0.0273762,0.0842818,0.263765,0.0916641
0.8,0.2,F,0.1,780,0.1,0.8,114,0.0,6.0,,0.03,114,0.570282 0.757043 0.13814 3301,T,3301,0.38352,0.11027,0.263254,0.570282,0.13814,0.0263556,0.113299,0.291578,0.103302
0.8,0.2,F,0.1,857,0.1,0.8,115,0.0,6.0,,0.03,115,0.538973 0.745497 0.151166 3387,T,3387,0.332448,0.121642,0.291408,0.538973,0.151166,0.0286389,0.123413,0.309861,0.102451
0.8,0.2,F,0.1,941,0.1,0.8,116,0.0,6.0,,0.03,116,0.538482 0.747496 0.15564 3794,T,3794,0.329468,0.141803,0.276226,0.538482,0.15564,0.0263574,0.116763,0.305878,0.109383
0.8,0.2,F,0.1,952,0.1,0.8,117,0.0,6.0,,0.03,117,0.547827 0.758807 0.155953 3889,T,3889,0.336848,0.156596,0.265364,0.547827,0.155953,0.0231422,0.109025,0.29622,0.109025
0.8,0.2,F,0.1,1054,0.1,0.8,118,0.0,6.0,,0.03,118,0.518604 0.731075 0.157044 3897,T,3897,0.306133,0.142674,0.282268,0.518604,0.157044,0.0238645,0.123685,0.324352,0.121375
0.8,0.2,F,0.1,1113,0.1,0.8,119,0.0,6.0,,0.03,119,0.53128 0.754265 0.16019 4220,T,4220,0.308294,0.149289,0.296682,0.53128,0.16019,0.0293839,0.112322,0.308531,0.104028
