original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
4,26,0.55,0.916206,0.57,0.848706,0.75,0.104025,0.77,0.0772807,0.554802,0.75301,0.198208,,
4,27,0.55,0.946765,0.57,0.884127,0.77,0.102781,0.79,0.0733173,0.564932,0.771888,0.206956,,
4,28,0.57,0.932079,0.59,0.895473,0.77,0.113196,0.79,0.0812357,0.587527,0.778258,0.190731,,
4,29,0.59,0.900602,0.61,0.830721,0.77,0.142138,0.79,0.0972477,0.590172,0.788774,0.198602,,
4,30,0.59,0.92836,0.61,0.87709,0.79,0.122462,0.81,0.0945365,0.601063,0.806087,0.205024,,
4,31,0.61,0.92003,0.63,0.848461,0.83,0.101251,0.85,0.0642659,0.615597,0.830676,0.215079,,
4,32,0.61,0.941258,0.63,0.89544,0.83,0.110329,0.85,0.089926,0.62801,0.840125,0.212115,,
4,33,0.63,0.9242,0.65,0.881826,0.85,0.102549,0.87,0.0871321,0.641422,0.853307,0.211885,,
4,34,0.65,0.912854,0.67,0.85702,0.85,0.117974,0.87,0.0973036,0.654604,0.867391,0.212787,,
4,35,0.65,0.94576,0.67,0.892707,0.87,0.113272,0.89,0.0784314,0.667251,0.877619,0.210368,,
4,36,0.67,0.931941,0.69,0.875828,0.87,0.130678,0.89,0.0955968,0.681385,0.88749,0.206105,,
4,37,0.69,0.922895,0.71,0.865449,0.89,0.128076,0.91,0.0933482,0.697971,0.906169,0.208198,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
4,0,0.21,0.909903,0.23,0.820908,0.41,0.107506,0.43,0.0705742,0.212226,0.414065,0.201839,,
4,1,0.21,0.931337,0.23,0.889241,0.41,0.123905,0.43,0.0991637,0.224888,0.429324,0.204436,,
4,2,0.23,0.922323,0.25,0.866232,0.43,0.111936,0.45,0.0799763,0.23796,0.437469,0.199509,,
4,3,0.23,0.946816,0.25,0.893153,0.45,0.100445,0.47,0.0786925,0.247448,0.450409,0.202961,,
4,4,0.25,0.938262,0.27,0.882498,0.45,0.11536,0.47,0.0817728,0.263723,0.459146,0.195423,,
4,5,0.27,0.929183,0.29,0.868377,0.47,0.107874,0.49,0.0756155,0.279599,0.474882,0.195283,,
4,6,0.29,0.900833,0.31,0.837572,0.49,0.102177,0.51,0.0760165,0.290263,0.491664,0.201401,,
4,7,0.29,0.915344,0.31,0.856452,0.49,0.108157,0.51,0.0807416,0.295211,0.495951,0.20074,,
4,8,0.31,0.915459,0.33,0.853301,0.49,0.145363,0.51,0.0919325,0.314974,0.50698,0.192006,,
4,9,0.31,0.937223,0.33,0.897152,0.51,0.126984,0.53,0.0973036,0.328579,0.528183,0.199604,,
4,10,0.33,0.928571,0.35,0.885031,0.55,0.100766,0.57,0.072717,0.343124,0.550546,0.207422,,
4,11,0.33,0.953802,0.35,0.889507,0.55,0.117647,0.57,0.0864346,0.346736,0.561308,0.214572,,
4,12,0.35,0.936614,0.37,0.886864,0.57,0.108974,0.59,0.0816207,0.364719,0.576562,0.211843,,
4,13,0.37,0.92,0.39,0.866561,0.57,0.114127,0.59,0.0913242,0.377485,0.582391,0.204906,,
4,14,0.39,0.902104,0.41,0.831768,0.59,0.115313,0.61,0.0889271,0.390598,0.601607,0.211009,,
4,15,0.39,0.953452,0.41,0.888527,0.59,0.119497,0.61,0.0972061,0.406466,0.607493,0.201027,,
4,16,0.41,0.931925,0.43,0.854797,0.61,0.110154,0.63,0.0913884,0.418278,0.620822,0.202544,,
4,17,0.41,0.932268,0.43,0.893939,0.61,0.134319,0.63,0.1,0.426837,0.63,0.203163,,
4,18,0.43,0.935557,0.45,0.875,0.63,0.12192,0.65,0.0846198,0.441743,0.641753,0.20001,,
4,19,0.45,0.905321,0.47,0.868357,0.65,0.114233,0.67,0.0860606,0.452879,0.660104,0.207225,,
4,20,0.45,0.939776,0.47,0.876833,0.67,0.115663,0.69,0.0755503,0.462639,0.677809,0.21517,,
4,21,0.47,0.92692,0.49,0.865579,0.67,0.123862,0.69,0.0930369,0.478777,0.685482,0.206705,,
4,22,0.49,0.907348,0.51,0.836066,0.67,0.115311,0.69,0.097423,0.492062,0.687119,0.195057,,
4,23,0.49,0.945661,0.51,0.867363,0.69,0.122741,0.71,0.0980271,0.501663,0.708403,0.20674,,
4,24,0.51,0.922774,0.53,0.869183,0.69,0.146857,0.71,0.0932416,0.518499,0.707479,0.18898,,
4,25,0.51,0.946195,0.53,0.890819,0.71,0.119868,0.73,0.0856777,0.526684,0.721622,0.194938,,
4,26,0.53,0.939179,0.55,0.897718,0.73,0.122011,0.75,0.0834306,0.548899,0.74141,0.192511,,
4,27,0.55,0.910688,0.57,0.85016,0.75,0.112281,0.77,0.0800227,0.553532,0.757614,0.204082,,
4,28,0.55,0.937824,0.57,0.880297,0.77,0.102624,0.79,0.0736479,0.56315,0.771811,0.208661,,
4,29,0.57,0.91612,0.59,0.855762,0.77,0.118149,0.79,0.0922986,0.575341,0.784042,0.208701,,
4,30,0.59,0.926012,0.61,0.834158,0.79,0.106122,0.81,0.0680751,0.595664,0.793218,0.197554,,
4,31,0.59,0.936076,0.61,0.885194,0.79,0.132628,0.81,0.1,0.60418,0.81,0.20582,,
4,32,0.61,0.930441,0.63,0.870864,0.81,0.111534,0.83,0.0767428,0.620219,0.81663,0.196411,,
4,33,0.63,0.901182,0.65,0.85337,0.83,0.100928,0.85,0.0909091,0.630494,0.831852,0.201358,,
4,34,0.63,0.945525,0.65,0.893379,0.85,0.103152,0.87,0.0656285,0.647461,0.85168,0.204219,,
4,35,0.65,0.933924,0.67,0.872,0.85,0.100771,0.87,0.0798669,0.660957,0.850738,0.189781,,
4,36,0.65,0.948773,0.67,0.895753,0.87,0.103286,0.89,0.0723032,0.668398,0.872121,0.203723,,
4,37,0.67,0.944365,0.69,0.898632,0.87,0.11208,0.89,0.0976314,0.689402,0.886721,0.197319,,
4,38,0.69,0.928732,0.71,0.879538,0.89,0.110398,0.91,0.0851293,0.701681,0.89823,0.196549,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
4,0,0.21,0.905721,0.23,0.837657,0.41,0.101407,0.43,0.0719178,0.211681,0.410954,0.199273,,
4,1,0.21,0.933386,0.23,0.874525,0.43,0.106888,0.45,0.0673077,0.221344,0.433481,0.212137,,
4,2,0.23,0.913386,0.25,0.851587,0.43,0.115986,0.45,0.0774929,0.234332,0.438306,0.203974,,
4,3,0.23,0.926619,0.25,0.881196,0.45,0.106602,0.47,0.0718697,0.24172,0.453802,0.212082,,
4,4,0.25,0.932707,0.27,0.862098,0.45,0.104359,0.47,0.0924422,0.259264,0.457316,0.198052,,
4,5,0.27,0.911462,0.29,0.825726,0.47,0.10088,0.49,0.0709459,0.272674,0.470588,0.197914,,
4,6,0.27,0.934003,0.29,0.890065,0.47,0.131944,0.49,0.0936396,0.285478,0.486679,0.201201,,
4,7,0.29,0.919146,0.31,0.854949,0.49,0.117819,0.51,0.0811146,0.295965,0.499709,0.203744,,
4,8,0.29,0.943024,0.31,0.888716,0.51,0.108722,0.53,0.0733524,0.305844,0.514932,0.209088,,
4,9,0.31,0.926677,0.33,0.86872,0.51,0.126694,0.53,0.0887986,0.319206,0.524088,0.204882,,
4,10,0.33,0.931591,0.35,0.841413,0.55,0.104083,0.57,0.0669185,0.337006,0.552197,0.215191,,
4,11,0.35,0.916861,0.37,0.834116,0.55,0.102102,0.57,0.0724472,0.354075,0.551418,0.197343,,
4,12,0.35,0.934251,0.37,0.896084,0.55,0.152435,0.57,0.0930931,0.367948,0.567672,0.199724,,
4,13,0.37,0.93323,0.39,0.866775,0.57,0.118696,0.59,0.0876887,0.380001,0.582059,0.202058,,
4,14,0.37,0.944361,0.39,0.894818,0.57,0.131464,0.59,0.0994336,0.387908,0.589646,0.201738,,
4,15,0.39,0.930956,0.41,0.887684,0.59,0.116385,0.61,0.0977398,0.404308,0.607576,0.203268,,
4,16,0.41,0.916542,0.43,0.8512,0.61,0.112773,0.63,0.0820722,0.415063,0.618321,0.203258,,
4,17,0.43,0.903252,0.45,0.817487,0.63,0.103849,0.65,0.0808023,0.430758,0.63334,0.202582,,
4,18,0.43,0.925896,0.45,0.878763,0.63,0.124163,0.65,0.0955711,0.440988,0.646902,0.205914,,
4,19,0.45,0.91207,0.47,0.830106,0.63,0.144646,0.65,0.09875,0.452945,0.649455,0.19651,,
4,20,0.45,0.94467,0.47,0.879066,0.65,0.12947,0.67,0.0920974,0.463618,0.665771,0.202153,,
4,21,0.47,0.910147,0.49,0.859425,0.67,0.122424,0.69,0.0850935,0.474001,0.682014,0.208013,,
4,22,0.49,0.905247,0.51,0.846154,0.69,0.10637,0.71,0.074184,0.491776,0.693958,0.202182,,
4,23,0.49,0.930636,0.51,0.876835,0.71,0.102395,0.73,0.0756542,0.501389,0.711791,0.210402,,
4,24,0.51,0.915888,0.53,0.861111,0.73,0.106457,0.75,0.0673401,0.515801,0.733301,0.2175,,
4,25,0.51,0.937644,0.53,0.881922,0.73,0.109589,0.75,0.0720721,0.523511,0.735112,0.211601,,
4,26,0.53,0.917638,0.55,0.878689,0.73,0.130381,0.75,0.0847356,0.539057,0.743312,0.204255,,
4,27,0.55,0.909609,0.57,0.843936,0.75,0.116377,0.77,0.0825359,0.552926,0.759679,0.206753,,
4,28,0.57,0.901431,0.59,0.844167,0.75,0.134503,0.77,0.0989523,0.5705,0.769411,0.198911,,
4,29,0.57,0.913007,0.59,0.874155,0.77,0.125,0.79,0.0972222,0.576696,0.788,0.211304,,
4,30,0.59,0.928284,0.61,0.857484,0.79,0.126316,0.81,0.0751748,0.59799,0.800292,0.202302,,
4,31,0.59,0.939158,0.61,0.897354,0.81,0.109903,0.83,0.0654971,0.608734,0.81446,0.205726,,
4,32,0.61,0.933969,0.63,0.871508,0.81,0.124923,0.83,0.0868245,0.620877,0.823083,0.202206,,
4,33,0.63,0.925206,0.65,0.850912,0.83,0.110042,0.85,0.0772834,0.636785,0.836131,0.199346,,
4,34,0.63,0.940015,0.65,0.895301,0.83,0.133416,0.85,0.0987074,0.647898,0.849255,0.201357,,
4,35,0.65,0.925227,0.67,0.858643,0.85,0.116379,0.87,0.0944056,0.657577,0.864908,0.207331,,
4,36,0.67,0.914787,0.69,0.846397,0.87,0.117216,0.89,0.0849057,0.674324,0.880657,0.206333,,
4,37,0.67,0.934705,0.69,0.88283,0.89,0.104598,0.91,0.0699496,0.68338,0.892654,0.209274,,
4,38,0.69,0.919084,0.71,0.865446,0.89,0.135102,0.91,0.0933258,0.697116,0.906805,0.209689,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
5,0,0.21,0.928209,0.23,0.863225,0.43,0.100998,0.45,0.0807201,0.218682,0.430984,0.212302,,
5,1,0.23,0.909318,0.25,0.833467,0.43,0.115543,0.45,0.0869048,0.232457,0.440855,0.208398,,
5,2,0.23,0.941176,0.25,0.8906,0.45,0.112102,0.47,0.0766571,0.246283,0.456829,0.210546,,
5,3,0.25,0.921663,0.27,0.89325,0.45,0.125852,0.47,0.0919118,0.265249,0.465234,0.199985,,
5,4,0.27,0.922386,0.29,0.852076,0.47,0.119077,0.49,0.0929678,0.276368,0.484613,0.208245,,
5,5,0.27,0.952381,0.29,0.89318,0.49,0.101746,0.51,0.0804734,0.287696,0.491642,0.203946,,
5,6,0.29,0.934884,0.31,0.871941,0.49,0.139199,0.51,0.0959682,0.301084,0.508135,0.207051,,
5,7,0.31,0.927536,0.33,0.858618,0.51,0.124314,0.53,0.0781702,0.317991,0.520538,0.202547,,
5,8,0.31,0.949451,0.33,0.897196,0.51,0.15205,0.53,0.0951481,0.328927,0.528295,0.199368,,
5,9,0.33,0.934783,0.35,0.888612,0.55,0.10551,0.57,0.0760135,0.345067,0.553736,0.208669,,
5,10,0.35,0.925956,0.37,0.871773,0.55,0.130307,0.57,0.0891875,0.359581,0.564741,0.20516,,
5,11,0.37,0.923077,0.39,0.834606,0.57,0.107849,0.59,0.087739,0.375217,0.577806,0.202589,,
5,12,0.37,0.928962,0.39,0.883987,0.59,0.10107,0.61,0.0655549,0.382879,0.590603,0.207724,,
5,13,0.39,0.925154,0.41,0.84992,0.59,0.116553,0.61,0.0850561,0.396687,0.600511,0.203824,,
5,14,0.41,0.900155,0.43,0.835146,0.61,0.103858,0.63,0.0772406,0.410048,0.612899,0.202851,,
5,15,0.41,0.942167,0.43,0.889431,0.61,0.12412,0.63,0.0855302,0.425992,0.622501,0.196509,,
5,16,0.43,0.930076,0.45,0.854758,0.63,0.107474,0.65,0.0707521,0.437986,0.634071,0.196085,,
5,17,0.45,0.904321,0.47,0.841629,0.65,0.10317,0.67,0.0778098,0.451378,0.6525,0.201122,,
5,18,0.45,0.946004,0.47,0.876691,0.65,0.10732,0.67,0.0986317,0.463274,0.66685,0.203576,,
5,19,0.47,0.932876,0.49,0.864148,0.67,0.109337,0.69,0.0785047,0.479567,0.676057,0.19649,,
5,20,0.49,0.905956,0.51,0.831837,0.67,0.125148,0.69,0.0951841,0.491607,0.686786,0.195179,,
5,21,0.49,0.924789,0.51,0.896471,0.69,0.129994,0.71,0.0969626,0.507508,0.708161,0.200653,,
5,22,0.51,0.907295,0.53,0.853792,0.71,0.104762,0.73,0.0791738,0.512727,0.713722,0.200995,,
5,23,0.51,0.94868,0.53,0.877839,0.71,0.109405,0.73,0.0877778,0.523743,0.718697,0.194954,,
5,24,0.53,0.93652,0.55,0.868745,0.73,0.116875,0.75,0.0877193,0.540777,0.741576,0.200799,,
5,25,0.53,0.957865,0.55,0.897475,0.75,0.106179,0.77,0.0739477,0.549164,0.753834,0.20467,,
5,26,0.55,0.950252,0.57,0.890771,0.75,0.134299,0.77,0.0993031,0.566897,0.769602,0.202705,,
5,27,0.57,0.915129,0.59,0.862589,0.77,0.125298,0.79,0.083047,0.575759,0.781975,0.206216,,
5,28,0.59,0.902439,0.61,0.845966,0.79,0.107488,0.81,0.0702341,0.590864,0.79402,0.203156,,
5,29,0.59,0.93283,0.61,0.884047,0.79,0.118293,0.81,0.0940959,0.60346,0.80512,0.20166,,
5,30,0.61,0.919629,0.63,0.847059,0.79,0.142678,0.81,0.0993456,0.61541,0.809698,0.194288,,
5,31,0.61,0.939777,0.63,0.885538,0.81,0.128707,0.83,0.0985998,0.624667,0.82907,0.204403,,
5,32,0.63,0.930485,0.65,0.866991,0.83,0.106308,0.85,0.0906021,0.639602,0.838033,0.198431,,
5,33,0.63,0.941852,0.65,0.871118,0.83,0.127959,0.85,0.0865273,0.641834,0.843496,0.201662,,
5,34,0.65,0.905505,0.67,0.855637,0.85,0.101685,0.87,0.0765247,0.652208,0.851339,0.199131,,
5,35,0.67,0.924829,0.69,0.860288,0.85,0.133211,0.87,0.0994118,0.677694,0.869652,0.191958,,
5,36,0.67,0.924585,0.69,0.886508,0.89,0.115152,0.91,0.0744622,0.682913,0.897448,0.214535,,
5,37,0.69,0.906486,0.71,0.844282,0.89,0.119332,0.91,0.0950802,0.692085,0.905943,0.213858,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
5,0,0.19,0.934498,0.21,0.899376,0.41,0.104478,0.43,0.0788551,0.209645,0.413495,0.20385,,
5,1,0.21,0.934335,0.23,0.866005,0.41,0.111245,0.43,0.084922,0.22005,0.418544,0.198494,,
5,2,0.23,0.908949,0.25,0.859966,0.41,0.144285,0.43,0.0998289,0.233654,0.429923,0.196269,,
5,3,0.23,0.938272,0.25,0.890791,0.45,0.103267,0.47,0.0666667,0.246121,0.451785,0.205664,,
5,4,0.25,0.91997,0.27,0.874109,0.45,0.126472,0.47,0.0867816,0.258709,0.463339,0.20463,,
5,5,0.27,0.91131,0.29,0.844858,0.45,0.126964,0.47,0.0972489,0.273404,0.468148,0.194744,,
5,6,0.29,0.904196,0.31,0.803252,0.47,0.116294,0.49,0.0920897,0.290831,0.483464,0.192633,,
5,7,0.29,0.929003,0.31,0.8654,0.49,0.123957,0.51,0.0886728,0.29912,0.503579,0.204459,,
5,8,0.31,0.903955,0.33,0.843648,0.51,0.108923,0.53,0.0775281,0.311312,0.515684,0.204372,,
5,9,0.31,0.927969,0.33,0.897638,0.51,0.12492,0.53,0.0938257,0.328443,0.526029,0.197586,,
5,10,0.33,0.919094,0.35,0.858162,0.53,0.127726,0.55,0.0794335,0.336267,0.541483,0.205216,,
5,11,0.35,0.906535,0.37,0.833741,0.53,0.143029,0.55,0.0998852,0.351795,0.549947,0.198152,,
5,12,0.35,0.938569,0.37,0.898829,0.57,0.103311,0.59,0.0665499,0.369411,0.571801,0.20239,,
5,13,0.37,0.927757,0.39,0.859649,0.57,0.124224,0.59,0.0822148,0.378151,0.581533,0.203382,,
5,14,0.39,0.901342,0.41,0.839017,0.59,0.112069,0.61,0.0846979,0.390431,0.598819,0.208388,,
5,15,0.39,0.928839,0.41,0.888456,0.59,0.130487,0.61,0.0908544,0.404283,0.605385,0.201102,,
5,16,0.41,0.91611,0.43,0.862843,0.61,0.110974,0.63,0.095882,0.416049,0.624543,0.208494,,
5,17,0.43,0.902881,0.45,0.840426,0.63,0.117788,0.65,0.0822148,0.430923,0.640001,0.209078,,
5,18,0.43,0.941176,0.45,0.853638,0.63,0.130835,0.65,0.099278,0.439408,0.649542,0.210134,,
5,19,0.45,0.917905,0.47,0.864957,0.65,0.116193,0.67,0.0940683,0.456763,0.664638,0.207875,,
5,20,0.45,0.940925,0.47,0.899605,0.67,0.105103,0.69,0.0744133,0.469809,0.673326,0.203517,,
5,21,0.49,0.902244,0.51,0.794829,0.69,0.105355,0.71,0.0738636,0.490418,0.693401,0.202983,,
5,22,0.49,0.900079,0.51,0.854602,0.69,0.113337,0.71,0.0928775,0.490035,0.703037,0.213002,,
5,23,0.49,0.93911,0.51,0.895137,0.69,0.144161,0.71,0.0982931,0.507788,0.709256,0.201468,,
5,24,0.51,0.937795,0.53,0.875096,0.71,0.107565,0.73,0.0886671,0.522056,0.718006,0.19595,,
5,25,0.53,0.91875,0.55,0.870056,0.73,0.107164,0.75,0.0848519,0.537701,0.736422,0.198721,,
5,26,0.55,0.911207,0.57,0.818485,0.73,0.128,0.75,0.0928899,0.552417,0.74595,0.193533,,
5,27,0.55,0.938543,0.57,0.887896,0.75,0.110119,0.77,0.0767029,0.56522,0.756056,0.190836,,
5,28,0.57,0.915366,0.59,0.866555,0.77,0.11157,0.79,0.0836747,0.576296,0.778295,0.201999,,
5,29,0.59,0.9046,0.61,0.842857,0.77,0.147634,0.79,0.0953502,0.59149,0.788221,0.196731,,
5,30,0.59,0.938543,0.61,0.883943,0.79,0.115663,0.81,0.0866279,0.604118,0.800789,0.196671,,
5,31,0.61,0.92233,0.63,0.841654,0.81,0.113706,0.83,0.076349,0.615536,0.817338,0.201802,,
5,32,0.63,0.914634,0.65,0.815254,0.83,0.103812,0.85,0.06332,0.632945,0.831883,0.198938,,
5,33,0.63,0.928889,0.65,0.873208,0.83,0.104774,0.85,0.0918728,0.640377,0.837401,0.197024,,
5,34,0.65,0.910687,0.67,0.853617,0.83,0.123254,0.85,0.0998804,0.653745,0.849898,0.196153,,
5,35,0.65,0.954614,0.67,0.889666,0.85,0.115022,0.87,0.0786075,0.666818,0.858251,0.191433,,
5,36,0.67,0.927729,0.69,0.835361,0.87,0.108328,0.89,0.0682475,0.676004,0.874156,0.198152,,
5,37,0.69,0.907031,0.71,0.829268,0.89,0.105438,0.91,0.0765277,0.691808,0.893762,0.201954,,
5,38,0.69,0.934221,0.71,0.872394,0.89,0.127497,0.91,0.0966502,0.70107,0.907828,0.206758,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
5,0,0.21,0.909091,0.23,0.845957,0.41,0.119684,0.43,0.0997067,0.21288,0.429706,0.216826,,
5,1,0.21,0.94023,0.23,0.8888,0.43,0.109223,0.45,0.0904926,0.225645,0.439848,0.214203,,
5,2,0.23,0.917317,0.25,0.870216,0.45,0.109223,0.47,0.0801394,0.237353,0.456342,0.218989,,
5,3,0.23,0.936957,0.25,0.89861,0.45,0.11104,0.47,0.0865385,0.249275,0.459012,0.209737,,
5,4,0.25,0.928114,0.27,0.893258,0.47,0.101863,0.49,0.0819672,0.266132,0.471873,0.205741,,
5,5,0.27,0.93254,0.29,0.867156,0.47,0.130707,0.49,0.0855911,0.279954,0.483612,0.203658,,
5,6,0.29,0.901515,0.31,0.858561,0.49,0.134887,0.51,0.0843373,0.290705,0.503803,0.213098,,
5,7,0.31,0.913328,0.33,0.839024,0.51,0.10847,0.53,0.0733788,0.313587,0.514827,0.20124,,
5,8,0.31,0.936904,0.33,0.884319,0.53,0.102684,0.55,0.0750564,0.324036,0.531943,0.207907,,
5,9,0.33,0.914844,0.35,0.847458,0.53,0.112387,0.55,0.0825906,0.334406,0.538314,0.203908,,
5,10,0.35,0.904618,0.37,0.831452,0.55,0.106538,0.57,0.0748821,0.351262,0.554131,0.202869,,
5,11,0.35,0.929621,0.37,0.887944,0.55,0.10771,0.57,0.0852205,0.364215,0.556857,0.192642,,
5,12,0.37,0.900561,0.39,0.828523,0.55,0.139375,0.57,0.0917902,0.370156,0.566549,0.196393,,
5,13,0.37,0.935084,0.39,0.877099,0.57,0.134921,0.59,0.088098,0.382101,0.584916,0.202815,,
5,14,0.39,0.923972,0.41,0.850304,0.59,0.118413,0.61,0.0989011,0.396508,0.608874,0.212366,,
5,15,0.41,0.901342,0.43,0.823482,0.61,0.110643,0.63,0.07993,0.410345,0.616931,0.206586,,
5,16,0.41,0.923259,0.43,0.873053,0.63,0.110303,0.65,0.0761329,0.419265,0.63603,0.216765,,
5,17,0.43,0.913626,0.45,0.842593,0.63,0.108042,0.65,0.0794136,0.433837,0.635618,0.201781,,
5,18,0.45,0.90155,0.47,0.806973,0.63,0.127929,0.65,0.0953237,0.450328,0.647132,0.196804,,
5,19,0.45,0.925607,0.47,0.869286,0.65,0.118192,0.67,0.0928009,0.459093,0.664329,0.205236,,
5,20,0.47,0.925665,0.49,0.848896,0.65,0.148032,0.67,0.0944411,0.476686,0.667925,0.191239,,
5,21,0.47,0.944444,0.49,0.893564,0.67,0.12462,0.69,0.0933806,0.48747,0.685762,0.198292,,
5,22,0.49,0.922504,0.51,0.847418,0.69,0.109665,0.71,0.0864771,0.495994,0.698336,0.202342,,
5,23,0.51,0.911128,0.53,0.837392,0.71,0.103934,0.73,0.0800986,0.513018,0.713301,0.200283,,
5,24,0.51,0.952676,0.53,0.886964,0.71,0.143127,0.73,0.0934959,0.526032,0.727379,0.201347,,
5,25,0.53,0.912519,0.55,0.858459,0.73,0.113908,0.75,0.0825359,0.534632,0.738866,0.204234,,
5,26,0.53,0.929151,0.55,0.882726,0.75,0.114833,0.77,0.0832356,0.542558,0.759389,0.216831,,
5,27,0.55,0.939777,0.57,0.887015,0.75,0.126598,0.77,0.0928571,0.565078,0.765766,0.200688,,
5,28,0.57,0.906851,0.59,0.859592,0.77,0.103598,0.79,0.0918485,0.572899,0.776125,0.203226,,
5,29,0.57,0.947702,0.59,0.892679,0.79,0.109025,0.81,0.0926773,0.587339,0.801041,0.213702,,
5,30,0.59,0.931464,0.61,0.882677,0.79,0.121646,0.81,0.0868558,0.602899,0.802444,0.199545,,
5,31,0.61,0.909699,0.63,0.856792,0.79,0.137639,0.81,0.1,0.613666,0.81,0.196334,,
5,32,0.61,0.938007,0.63,0.886508,0.83,0.101205,0.85,0.0533724,0.62476,0.830504,0.205744,,
5,33,0.63,0.942745,0.65,0.874802,0.83,0.128332,0.85,0.0816555,0.642583,0.84214,0.199557,,
5,34,0.65,0.904151,0.67,0.811726,0.85,0.12471,0.87,0.0744681,0.650898,0.859836,0.208938,,
5,35,0.65,0.947619,0.67,0.87423,0.87,0.109631,0.89,0.0758082,0.662977,0.875695,0.212718,,
5,36,0.67,0.920245,0.69,0.866501,0.87,0.118963,0.89,0.0903263,0.677534,0.883244,0.20571,,
5,37,0.69,0.910672,0.71,0.840701,0.87,0.136849,0.89,0.0895775,0.69305,0.88559,0.19254,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
0,0,0.19,0.936474,0.21,0.897356,0.41,0.123623,0.43,0.0890173,0.208648,0.423653,0.215005,,
0,1,0.21,0.943812,0.23,0.87963,0.43,0.113208,0.45,0.0812911,0.223652,0.438276,0.214624,,
0,2,0.23,0.908739,0.25,0.853821,0.43,0.122619,0.45,0.0960519,0.233183,0.447028,0.213845,,
0,3,0.23,0.949091,0.25,0.889783,0.45,0.125312,0.47,0.0817865,0.246555,0.461631,0.215076,,
0,4,0.25,0.930448,0.27,0.873272,0.45,0.131841,0.47,0.0938215,0.260651,0.46675,0.206099,,
0,5,0.27,0.919691,0.29,0.870994,0.47,0.125223,0.49,0.0905301,0.278087,0.484541,0.206454,,
0,6,0.27,0.951294,0.29,0.877489,0.49,0.103981,0.51,0.0903188,0.2839,0.495828,0.211928,,
0,7,0.29,0.926721,0.31,0.875817,0.49,0.124837,0.51,0.0822943,0.300499,0.501676,0.201177,,
0,8,0.31,0.919453,0.33,0.859375,0.51,0.123581,0.53,0.0910217,0.316476,0.524485,0.208009,,
0,9,0.33,0.913423,0.35,0.85066,0.53,0.103757,0.55,0.0776256,0.334277,0.532875,0.198598,,
0,10,0.33,0.938838,0.35,0.885827,0.55,0.113772,0.57,0.0733788,0.344653,0.556819,0.212166,,
0,11,0.35,0.91102,0.37,0.857264,0.55,0.144737,0.57,0.0955711,0.3541,0.568198,0.214098,,
0,12,0.37,0.915482,0.39,0.855918,0.57,0.116049,0.59,0.0905467,0.375198,0.582586,0.207388,,
0,13,0.39,0.901352,0.41,0.806971,0.59,0.104853,0.61,0.0604703,0.390286,0.592187,0.201901,,
0,14,0.39,0.935127,0.41,0.887313,0.59,0.112711,0.61,0.0898345,0.404693,0.601113,0.19642,,
0,15,0.41,0.92341,0.43,0.846656,0.59,0.125552,0.61,0.0960832,0.4161,0.607342,0.191242,,
0,16,0.41,0.9563,0.43,0.889238,0.61,0.126165,0.63,0.0921293,0.42679,0.625375,0.198585,,
0,17,0.43,0.922107,0.45,0.871589,0.63,0.105583,0.65,0.0955414,0.438752,0.64112,0.202368,,
0,18,0.45,0.915292,0.47,0.85272,0.65,0.100297,0.67,0.0814019,0.454888,0.650314,0.195426,,
0,19,0.45,0.950495,0.47,0.888346,0.65,0.12963,0.67,0.0998238,0.46625,0.669882,0.203632,,
0,20,0.47,0.925954,0.49,0.851639,0.67,0.126208,0.69,0.0951262,0.476985,0.686864,0.209879,,
0,21,0.47,0.93802,0.49,0.898217,0.69,0.106861,0.71,0.0783646,0.489104,0.694815,0.205711,,
0,22,0.49,0.925039,0.51,0.867168,0.69,0.118959,0.71,0.0881628,0.498653,0.702313,0.20366,,
0,23,0.51,0.90944,0.53,0.837971,0.73,0.110769,0.75,0.0626814,0.512642,0.734479,0.221837,,
