original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
2,20,0.47,0.914671,0.49,0.872209,0.67,0.121557,0.69,0.0961995,0.47691,0.687002,0.210092,,
2,21,0.49,0.913469,0.51,0.855628,0.69,0.104442,0.71,0.0711845,0.494657,0.692671,0.198014,,
2,22,0.51,0.905646,0.53,0.817348,0.71,0.100121,0.73,0.0659155,0.511279,0.710071,0.198792,,
2,23,0.51,0.917051,0.53,0.875099,0.69,0.144509,0.71,0.0985741,0.518129,0.709379,0.19125,,
2,24,0.51,0.936138,0.53,0.874798,0.71,0.149181,0.73,0.0995204,0.521783,0.729807,0.208024,,
2,25,0.53,0.936301,0.55,0.868852,0.73,0.124318,0.75,0.0876663,0.540764,0.74327,0.202506,,
2,26,0.53,0.955299,0.55,0.898814,0.75,0.111901,0.77,0.079474,0.54958,0.75734,0.20776,,
2,27,0.57,0.90902,0.59,0.842018,0.75,0.135755,0.77,0.0964373,0.572692,0.768188,0.195496,,
2,28,0.57,0.924471,0.59,0.895451,0.79,0.10757,0.81,0.0650746,0.586865,0.793563,0.206698,,
2,29,0.57,0.955988,0.59,0.89945,0.81,0.106371,0.83,0.0765816,0.589805,0.814277,0.224472,,
2,30,0.59,0.93377,0.61,0.887676,0.81,0.107664,0.83,0.0724886,0.604653,0.814358,0.209705,,
2,31,0.61,0.923749,0.63,0.867747,0.83,0.105952,0.85,0.0774725,0.618481,0.83418,0.215699,,
2,32,0.63,0.915549,0.65,0.840567,0.83,0.113622,0.85,0.0893958,0.634147,0.841246,0.207099,,
2,33,0.63,0.928953,0.65,0.892183,0.85,0.10101,0.87,0.0807522,0.645748,0.850997,0.205249,,
2,34,0.65,0.932917,0.67,0.860387,0.85,0.124083,0.87,0.0897067,0.659077,0.864011,0.204934,,
2,35,0.67,0.907783,0.69,0.839765,0.87,0.112773,0.89,0.0808301,0.672289,0.877997,0.205708,,
2,36,0.67,0.937455,0.69,0.887367,0.87,0.120733,0.89,0.0991784,0.684956,0.889238,0.204282,,
2,37,0.69,0.907132,0.71,0.857498,0.89,0.115916,0.91,0.0775444,0.692874,0.898296,0.205422,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
2,0,0.19,0.939033,0.21,0.885624,0.41,0.102442,0.43,0.0728879,0.204617,0.411653,0.207036,,
2,1,0.21,0.91894,0.23,0.847589,0.39,0.157895,0.41,0.0985748,0.215309,0.409519,0.19421,,
2,2,0.23,0.901901,0.25,0.831508,0.41,0.131931,0.43,0.0942957,0.23054,0.426969,0.196429,,
2,3,0.23,0.928237,0.25,0.8744,0.43,0.107607,0.45,0.0968495,0.24049,0.444143,0.203653,,
2,4,0.25,0.923963,0.27,0.866875,0.43,0.125575,0.45,0.0973451,0.258395,0.448119,0.189724,,
2,5,0.25,0.955096,0.27,0.899068,0.45,0.123878,0.47,0.0910693,0.269667,0.464556,0.194889,,
2,6,0.27,0.924127,0.29,0.870279,0.47,0.112173,0.49,0.0755849,0.278961,0.476654,0.197693,,
2,7,0.29,0.911364,0.31,0.854735,0.49,0.11506,0.51,0.0774607,0.294013,0.498011,0.203998,,
2,8,0.29,0.944319,0.31,0.886035,0.49,0.138956,0.51,0.0992908,0.305208,0.509642,0.204434,,
2,9,0.31,0.903561,0.33,0.858739,0.51,0.111669,0.53,0.0869565,0.311589,0.519444,0.207855,,
2,10,0.31,0.947788,0.33,0.891829,0.53,0.113609,0.55,0.084323,0.32708,0.539294,0.212214,,
2,11,0.33,0.926923,0.35,0.872783,0.53,0.126233,0.55,0.0895522,0.339946,0.544303,0.204357,,
2,12,0.35,0.917647,0.37,0.864013,0.55,0.106383,0.57,0.0932005,0.356581,0.559684,0.203103,,
2,13,0.37,0.911308,0.39,0.848091,0.55,0.140994,0.57,0.0996462,0.373578,0.569829,0.196251,,
2,14,0.39,0.901163,0.41,0.801855,0.57,0.121831,0.59,0.0783972,0.390234,0.580053,0.189819,,
2,15,0.39,0.919129,0.41,0.850862,0.59,0.110973,0.61,0.0675444,0.395604,0.595053,0.199449,,
2,16,0.41,0.904376,0.43,0.813463,0.61,0.106043,0.63,0.0687861,0.410963,0.613244,0.202281,,
2,17,0.41,0.928517,0.43,0.861921,0.61,0.104678,0.63,0.0939518,0.418564,0.618723,0.200159,,
2,18,0.43,0.92,0.45,0.834684,0.63,0.101449,0.65,0.0886586,0.434688,0.632266,0.197578,,
2,19,0.43,0.939662,0.45,0.880292,0.65,0.108235,0.67,0.0658754,0.443361,0.653888,0.210527,,
2,20,0.45,0.91534,0.47,0.863002,0.65,0.12522,0.67,0.0948478,0.455862,0.666607,0.210745,,
2,21,0.47,0.910207,0.49,0.850129,0.65,0.142035,0.67,0.0994734,0.473398,0.669753,0.196355,,
2,22,0.47,0.931087,0.49,0.891304,0.67,0.126472,0.69,0.0872236,0.485628,0.683489,0.197861,,
2,23,0.49,0.917708,0.51,0.866871,0.69,0.101922,0.71,0.0717647,0.496967,0.691275,0.194308,,
2,24,0.51,0.900228,0.53,0.82015,0.71,0.101388,0.73,0.0658256,0.510057,0.710781,0.200724,,
2,25,0.51,0.920599,0.53,0.872428,0.71,0.116779,0.73,0.0861446,0.518552,0.720954,0.202402,,
2,26,0.53,0.908803,0.55,0.80897,0.71,0.147858,0.73,0.0951515,0.531764,0.72816,0.196396,,
2,27,0.53,0.94078,0.55,0.886667,0.75,0.103872,0.77,0.0677175,0.545072,0.752142,0.20707,,
2,28,0.55,0.921824,0.57,0.871859,0.75,0.12112,0.77,0.0909614,0.558736,0.764006,0.20527,,
2,29,0.57,0.904836,0.59,0.836938,0.75,0.131714,0.77,0.0877514,0.571424,0.764428,0.193004,,
2,30,0.57,0.936438,0.59,0.891473,0.77,0.107896,0.79,0.0824079,0.586207,0.776196,0.189989,,
2,31,0.59,0.911011,0.61,0.866348,0.79,0.106968,0.81,0.0695861,0.594931,0.793728,0.198797,,
2,32,0.61,0.908104,0.63,0.845723,0.79,0.133929,0.81,0.0929526,0.612598,0.80656,0.193962,,
2,33,0.61,0.930851,0.63,0.887843,0.81,0.115385,0.83,0.0715976,0.624347,0.817027,0.19268,,
2,34,0.63,0.916413,0.65,0.83749,0.83,0.10907,0.85,0.0792023,0.634159,0.836073,0.201914,,
2,35,0.65,0.908314,0.67,0.834847,0.83,0.148502,0.85,0.08933,0.652263,0.846394,0.194131,,
2,36,0.65,0.923647,0.67,0.870462,0.85,0.110501,0.87,0.0739884,0.658892,0.855752,0.19686,,
2,37,0.67,0.906297,0.69,0.837614,0.87,0.102353,0.89,0.0783982,0.671834,0.871965,0.200131,,
2,38,0.67,0.942487,0.69,0.886087,0.87,0.119832,0.89,0.090708,0.685066,0.883619,0.198553,,
2,39,0.69,0.927739,0.71,0.874804,0.89,0.114472,0.91,0.0900755,0.70048,0.901864,0.201384,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
2,0,0.21,0.915348,0.23,0.847282,0.41,0.104551,0.43,0.0895857,0.21451,0.416082,0.201572,,
2,1,0.21,0.940697,0.23,0.895041,0.41,0.120277,0.43,0.0882525,0.227828,0.422663,0.194835,,
2,2,0.23,0.932974,0.25,0.868442,0.43,0.123926,0.45,0.0860517,0.240219,0.442634,0.202415,,
2,3,0.25,0.902592,0.27,0.836468,0.45,0.128681,0.47,0.0919204,0.250784,0.465604,0.21482,,
2,4,0.25,0.950663,0.27,0.897893,0.47,0.103081,0.49,0.0804529,0.269201,0.472723,0.203522,,
2,5,0.27,0.912432,0.29,0.857376,0.47,0.128589,0.49,0.0932515,0.274516,0.486181,0.211665,,
2,6,0.29,0.90413,0.31,0.866507,0.51,0.101945,0.53,0.0705467,0.292195,0.511239,0.219044,,
2,7,0.29,0.946253,0.31,0.882594,0.49,0.1475,0.51,0.0984227,0.304531,0.509357,0.204826,,
2,8,0.31,0.916197,0.33,0.839486,0.53,0.101273,0.55,0.068371,0.314223,0.530774,0.216551,,
2,9,0.31,0.944362,0.33,0.886086,0.53,0.117933,0.55,0.0894737,0.325225,0.542603,0.217378,,
2,10,0.33,0.919748,0.35,0.880891,0.53,0.134743,0.55,0.0983199,0.340164,0.549077,0.208913,,
2,11,0.35,0.909091,0.37,0.878617,0.55,0.108228,0.57,0.0922799,0.355966,0.560318,0.204352,,
2,12,0.35,0.94012,0.37,0.892059,0.57,0.113772,0.59,0.0841442,0.366695,0.579297,0.212602,,
2,13,0.37,0.929682,0.39,0.883648,0.59,0.110908,0.61,0.0780886,0.382896,0.596647,0.213751,,
2,14,0.39,0.911833,0.41,0.83751,0.61,0.106464,0.63,0.0705742,0.393184,0.613602,0.220418,,
2,15,0.39,0.934636,0.41,0.899666,0.61,0.114443,0.63,0.0862792,0.409809,0.620256,0.210447,,
2,16,0.41,0.93138,0.43,0.881916,0.61,0.139159,0.63,0.0899881,0.422688,0.625928,0.20324,,
2,17,0.43,0.917508,0.45,0.842057,0.63,0.126964,0.65,0.0858164,0.434641,0.643106,0.208465,,
2,18,0.45,0.908428,0.47,0.841702,0.65,0.106611,0.67,0.0811268,0.452526,0.655188,0.202662,,
2,19,0.45,0.94403,0.47,0.870894,0.65,0.129894,0.67,0.0887235,0.462041,0.664522,0.202481,,
2,20,0.47,0.928793,0.49,0.863878,0.67,0.11529,0.69,0.0863905,0.478871,0.680581,0.20171,,
2,21,0.49,0.900607,0.51,0.839837,0.69,0.109254,0.71,0.0934685,0.4902,0.701725,0.211525,,
2,22,0.49,0.925727,0.51,0.886656,0.71,0.105757,0.73,0.0909618,0.503169,0.717782,0.214613,,
2,23,0.51,0.922899,0.53,0.843922,0.71,0.139728,0.73,0.088968,0.515799,0.725653,0.209854,,
2,24,0.51,0.944275,0.53,0.880443,0.73,0.104556,0.75,0.0855302,0.523872,0.734789,0.210917,,
2,25,0.53,0.928458,0.55,0.881683,0.73,0.142946,0.75,0.0963357,0.542168,0.748428,0.20626,,
2,26,0.55,0.929688,0.57,0.838017,0.75,0.117266,0.77,0.0860849,0.556477,0.761075,0.204598,,
2,27,0.55,0.935907,0.57,0.887722,0.77,0.102579,0.79,0.0710511,0.564904,0.771636,0.206732,,
2,28,0.57,0.938026,0.59,0.848059,0.77,0.120253,0.79,0.0864639,0.578453,0.781988,0.203535,,
2,29,0.57,0.94023,0.59,0.896279,0.79,0.112659,0.81,0.0894495,0.588307,0.800908,0.212601,,
2,30,0.61,0.907104,0.63,0.832093,0.79,0.145859,0.81,0.0999402,0.611894,0.809974,0.19808,,
2,31,0.61,0.917871,0.63,0.872681,0.81,0.103872,0.83,0.0937866,0.617909,0.817678,0.199769,,
2,32,0.63,0.91301,0.65,0.851822,0.83,0.115569,0.85,0.0910673,0.634252,0.842709,0.208457,,
2,33,0.63,0.942623,0.65,0.892744,0.85,0.104623,0.87,0.0835735,0.647091,0.854393,0.207302,,
2,34,0.65,0.924689,0.67,0.887057,0.85,0.117683,0.87,0.0985075,0.663121,0.868443,0.205322,,
2,35,0.67,0.915973,0.69,0.856028,0.87,0.106602,0.89,0.0816777,0.675329,0.875298,0.199969,,
2,36,0.69,0.905297,0.71,0.848185,0.89,0.107399,0.91,0.0827778,0.691855,0.89601,0.204155,,
2,37,0.69,0.945247,0.71,0.886778,0.89,0.112805,0.91,0.0939323,0.705477,0.90357,0.198093,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
2,0,0.19,0.959199,0.21,0.893601,0.41,0.105996,0.43,0.0857828,0.208049,0.415933,0.207884,,
2,1,0.21,0.917839,0.23,0.86107,0.41,0.114673,0.43,0.0929825,0.216285,0.423529,0.207244,,
2,2,0.23,0.92093,0.25,0.855072,0.43,0.117964,0.45,0.0836676,0.236356,0.440476,0.20412,,
2,3,0.23,0.930285,0.25,0.877193,0.45,0.104848,0.47,0.0781341,0.241408,0.45363,0.212222,,
2,4,0.25,0.924219,0.27,0.869833,0.45,0.110763,0.47,0.0906416,0.258906,0.460698,0.201792,,
2,5,0.27,0.912598,0.29,0.829204,0.47,0.103199,0.49,0.0880923,0.273021,0.474235,0.201214,,
2,6,0.27,0.916793,0.29,0.878086,0.49,0.103986,0.51,0.0748101,0.278677,0.492732,0.214055,,
2,7,0.29,0.929331,0.31,0.863598,0.49,0.114127,0.51,0.0792142,0.298924,0.498093,0.199169,,
2,8,0.29,0.947878,0.31,0.889478,0.49,0.127062,0.51,0.0936591,0.306397,0.506203,0.199806,,
2,9,0.31,0.928,0.33,0.872445,0.51,0.109925,0.53,0.085044,0.32008,0.517978,0.197898,,
2,10,0.33,0.921322,0.35,0.864975,0.53,0.109741,0.55,0.0856124,0.337568,0.538074,0.200506,,
2,11,0.33,0.942502,0.35,0.877056,0.53,0.138062,0.55,0.0934417,0.342988,0.54706,0.204072,,
2,12,0.35,0.931677,0.37,0.882353,0.55,0.111842,0.57,0.0919012,0.362844,0.561877,0.199033,,
2,13,0.37,0.921094,0.39,0.861755,0.55,0.142338,0.57,0.0976718,0.37711,0.568958,0.191848,,
2,14,0.37,0.946334,0.39,0.896552,0.57,0.142857,0.59,0.090535,0.388615,0.586382,0.197767,,
2,15,0.39,0.923375,0.41,0.853125,0.59,0.117536,0.61,0.0824804,0.396655,0.600005,0.20335,,
2,16,0.41,0.901509,0.43,0.833075,0.59,0.141147,0.61,0.0906907,0.410441,0.60631,0.195869,,
2,17,0.41,0.935585,0.43,0.894334,0.61,0.118166,0.63,0.0959388,0.427253,0.626346,0.199093,,
2,18,0.43,0.907224,0.45,0.8815,0.63,0.120853,0.65,0.0885208,0.435617,0.642899,0.207282,,
2,19,0.45,0.915822,0.47,0.85761,0.65,0.108406,0.67,0.0766551,0.455436,0.655295,0.199859,,
2,20,0.45,0.924542,0.47,0.880952,0.67,0.108273,0.69,0.0677026,0.46126,0.674078,0.212818,,
2,21,0.47,0.923018,0.49,0.866719,0.67,0.116443,0.69,0.0909091,0.478177,0.682879,0.204702,,
2,22,0.49,0.917916,0.51,0.840716,0.67,0.129382,0.69,0.0993377,0.494641,0.689559,0.194918,,
2,23,0.49,0.930764,0.51,0.870033,0.69,0.11513,0.71,0.0802504,0.500131,0.698676,0.198545,,
2,24,0.51,0.915881,0.53,0.834783,0.71,0.103248,0.73,0.0618011,0.513916,0.711567,0.197651,,
2,25,0.51,0.938427,0.53,0.896327,0.71,0.118005,0.73,0.0865497,0.528255,0.721448,0.193193,,
2,26,0.53,0.918939,0.55,0.899918,0.71,0.131614,0.73,0.0998804,0.549914,0.729925,0.180011,,
2,27,0.55,0.91711,0.57,0.844568,0.73,0.128783,0.75,0.0997596,0.554717,0.749834,0.195117,,
2,28,0.57,0.910448,0.59,0.828548,0.75,0.118209,0.77,0.0830807,0.572551,0.760367,0.187816,,
2,29,0.57,0.926811,0.59,0.864989,0.77,0.103881,0.79,0.0739232,0.578674,0.772591,0.193917,,
2,30,0.57,0.951054,0.59,0.887236,0.77,0.133746,0.79,0.0838253,0.586,0.78352,0.19752,,
2,31,0.59,0.928258,0.61,0.885335,0.79,0.122905,0.81,0.0853728,0.603167,0.802206,0.199039,,
2,32,0.61,0.921841,0.63,0.84996,0.81,0.102111,0.83,0.0699496,0.616077,0.811313,0.195236,,
2,33,0.61,0.950608,0.63,0.89575,0.81,0.13931,0.83,0.0947731,0.628451,0.827653,0.199202,,
2,34,0.63,0.931343,0.65,0.862013,0.83,0.114024,0.85,0.0777526,0.639042,0.837733,0.198691,,
2,35,0.65,0.913846,0.67,0.83433,0.83,0.12822,0.85,0.0967366,0.653483,0.847927,0.194444,,
2,36,0.65,0.942647,0.67,0.880631,0.85,0.12794,0.87,0.0970366,0.663754,0.868082,0.204328,,
2,37,0.67,0.91924,0.69,0.865756,0.87,0.101287,0.89,0.0724007,0.677195,0.870891,0.193696,,
2,38,0.67,0.945185,0.69,0.878549,0.87,0.126629,0.89,0.0928127,0.683562,0.885749,0.202187,,
2,39,0.69,0.92879,0.71,0.863636,0.89,0.112644,0.91,0.0882198,0.698838,0.900354,0.201516,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
2,0,0.19,0.955157,0.21,0.893536,0.41,0.108565,0.43,0.0926829,0.207902,0.420786,0.212884,,
2,1,0.21,0.935841,0.23,0.893584,0.43,0.11985,0.45,0.0841121,0.226963,0.441109,0.214146,,
2,2,0.23,0.931327,0.25,0.862559,0.43,0.123288,0.45,0.0947109,0.239111,0.446298,0.207187,,
2,3,0.25,0.914149,0.27,0.84646,0.45,0.104962,0.47,0.0735206,0.254181,0.453156,0.198975,,
2,4,0.27,0.911454,0.29,0.806809,0.45,0.132647,0.47,0.0998207,0.272189,0.469891,0.197702,,
2,5,0.27,0.926537,0.29,0.856025,0.47,0.134265,0.49,0.0885226,0.277527,0.484982,0.207455,,
2,6,0.27,0.949733,0.29,0.897764,0.49,0.11215,0.51,0.0878294,0.289139,0.499992,0.210853,,
2,7,0.29,0.939155,0.31,0.897927,0.49,0.129761,0.51,0.0984108,0.308994,0.508986,0.199992,,
2,8,0.31,0.916734,0.33,0.863422,0.51,0.121507,0.53,0.0809042,0.316278,0.520594,0.204316,,
2,9,0.33,0.900395,0.35,0.828761,0.53,0.122605,0.55,0.0670695,0.33011,0.538141,0.208031,,
2,10,0.33,0.943182,0.35,0.878671,0.53,0.130271,0.55,0.0865672,0.343387,0.543853,0.200466,,
2,11,0.35,0.931464,0.37,0.86794,0.55,0.112894,0.57,0.0854392,0.359906,0.559393,0.199487,,
2,12,0.37,0.91251,0.39,0.822279,0.55,0.123226,0.57,0.0908561,0.372773,0.56435,0.191577,,
2,13,0.37,0.922464,0.39,0.889507,0.57,0.110973,0.59,0.072282,0.383632,0.575672,0.19204,,
2,14,0.39,0.925081,0.41,0.856798,0.57,0.129838,0.59,0.0866044,0.397346,0.583803,0.186457,,
2,15,0.39,0.948071,0.41,0.887443,0.59,0.119872,0.61,0.0811808,0.405858,0.600272,0.194414,,
2,16,0.41,0.944743,0.43,0.880645,0.61,0.110406,0.63,0.0791572,0.423961,0.61666,0.192699,,
2,17,0.43,0.927786,0.45,0.831316,0.61,0.124036,0.63,0.0932674,0.435761,0.625624,0.189863,,
2,18,0.43,0.938914,0.45,0.888452,0.61,0.168532,0.63,0.0992556,0.445423,0.629785,0.184362,,
2,19,0.45,0.916154,0.47,0.864931,0.63,0.139216,0.65,0.0885385,0.456307,0.645477,0.18917,,
2,20,0.47,0.905937,0.49,0.803543,0.65,0.136175,0.67,0.0812763,0.47116,0.663179,0.192019,,
2,21,0.47,0.929278,0.49,0.869166,0.67,0.100641,0.69,0.0845854,0.479741,0.670798,0.191057,,
2,22,0.49,0.906302,0.51,0.83085,0.67,0.140891,0.69,0.0887006,0.49167,0.68567,0.194,,
2,23,0.49,0.941085,0.51,0.878981,0.69,0.121859,0.71,0.0891566,0.503231,0.703368,0.200137,,
2,24,0.51,0.919575,0.53,0.872841,0.71,0.116463,0.73,0.0858757,0.518377,0.720765,0.202388,,
2,25,0.51,0.94577,0.53,0.897557,0.71,0.139027,0.73,0.0932051,0.528987,0.727034,0.198047,,
2,26,0.53,0.934025,0.55,0.87701,0.73,0.107076,0.75,0.0912938,0.541935,0.738967,0.197032,,
2,27,0.55,0.922615,0.57,0.857812,0.73,0.136875,0.75,0.0997611,0.55698,0.749871,0.192891,,
2,28,0.57,0.905395,0.59,0.816694,0.77,0.100811,0.79,0.0769676,0.571216,0.77068,0.199464,,
2,29,0.57,0.936803,0.59,0.880032,0.77,0.112079,0.79,0.081004,0.582965,0.777774,0.194809,,
2,30,0.59,0.914134,0.61,0.850711,0.77,0.133002,0.79,0.0913462,0.594457,0.785845,0.191388,,
2,31,0.59,0.931455,0.61,0.885015,0.81,0.104415,0.83,0.0697812,0.603547,0.81255,0.209003,,
2,32,0.61,0.952345,0.63,0.876257,0.81,0.126071,0.83,0.0785463,0.623759,0.820972,0.197213,,
2,33,0.63,0.914056,0.65,0.859564,0.83,0.103866,0.85,0.0809859,0.635159,0.833379,0.19822,,
2,34,0.63,0.935583,0.65,0.890389,0.85,0.104839,0.87,0.070615,0.645747,0.852828,0.207081,,
2,35,0.65,0.928,0.67,0.887858,0.85,0.111779,0.87,0.0818132,0.66395,0.857862,0.193912,,
2,36,0.67,0.926202,0.69,0.829825,0.85,0.128544,0.87,0.0946502,0.675437,0.866843,0.191406,,
2,37,0.67,0.947368,0.69,0.895254,0.87,0.11276,0.89,0.0949367,0.688179,0.884318,0.196139,,
2,38,0.69,0.918717,0.71,0.871975,0.89,0.10426,0.91,0.0907127,0.698009,0.896289,0.19828,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
3,0,0.19,0.940959,0.21,0.899068,0.41,0.119591,0.43,0.0792135,0.209555,0.419704,0.210149,,
3,1,0.21,0.916978,0.23,0.877375,0.41,0.139798,0.43,0.0972477,0.218574,0.428706,0.210132,,
3,2,0.23,0.922827,0.25,0.837426,0.45,0.105945,0.47,0.079356,0.235346,0.454472,0.219126,,
3,3,0.23,0.950938,0.25,0.891356,0.45,0.125857,0.47,0.0914956,0.247098,0.46505,0.217952,,
3,4,0.25,0.940264,0.27,0.877335,0.47,0.110759,0.49,0.0820244,0.262797,0.477489,0.214692,,
3,5,0.27,0.93173,0.29,0.884131,0.47,0.133811,0.49,0.0946115,0.283332,0.487251,0.203919,,
3,6,0.29,0.90383,0.31,0.83959,0.49,0.118227,0.51,0.0798368,0.291192,0.499496,0.208304,,
3,7,0.31,0.901215,0.33,0.831735,0.51,0.101077,0.53,0.0938383,0.31035,0.512976,0.202626,,
3,8,0.33,0.901173,0.35,0.784264,0.53,0.100292,0.55,0.0805797,0.330201,0.530296,0.200095,,
3,9,0.33,0.920599,0.35,0.858274,0.53,0.116603,0.55,0.0900585,0.33661,0.54251,0.2059,,
3,10,0.35,0.904037,0.37,0.830565,0.55,0.111111,0.57,0.0868315,0.351099,0.559153,0.208054,,
3,11,0.37,0.906996,0.39,0.816913,0.55,0.134985,0.57,0.0961431,0.371553,0.568014,0.196461,,
3,12,0.37,0.933591,0.39,0.881908,0.57,0.131056,0.59,0.0758185,0.382999,0.581245,0.198246,,
3,13,0.39,0.906995,0.41,0.862245,0.59,0.107572,0.61,0.0889021,0.393126,0.598111,0.204985,,
3,14,0.39,0.938776,0.41,0.891234,0.59,0.142948,0.61,0.0996377,0.406312,0.609833,0.203521,,
3,15,0.41,0.919379,0.43,0.873377,0.61,0.110497,0.63,0.0932005,0.418425,0.622138,0.203713,,
3,16,0.43,0.905675,0.45,0.832787,0.63,0.105199,0.65,0.071267,0.431557,0.633064,0.201507,,
3,17,0.43,0.946237,0.45,0.861338,0.65,0.111529,0.67,0.0716332,0.440892,0.65578,0.214888,,
3,18,0.45,0.917863,0.47,0.860503,0.65,0.115523,0.67,0.0926663,0.456228,0.663583,0.207355,,
3,19,0.45,0.947595,0.47,0.888043,0.67,0.113139,0.69,0.0668639,0.465984,0.675679,0.209695,,
3,20,0.47,0.93308,0.49,0.883206,0.67,0.109238,0.69,0.0868298,0.483265,0.678245,0.19498,,
3,21,0.49,0.91245,0.51,0.853535,0.69,0.10446,0.71,0.0740103,0.494226,0.692929,0.198703,,
3,22,0.49,0.951334,0.51,0.895262,0.69,0.110617,0.71,0.0919811,0.50831,0.701394,0.193084,,
3,23,0.51,0.930714,0.53,0.879717,0.71,0.116499,0.73,0.0872199,0.522045,0.72127,0.199225,,
3,24,0.53,0.907295,0.55,0.826733,0.71,0.131026,0.73,0.0968116,0.531811,0.728136,0.196325,,
3,25,0.53,0.936447,0.55,0.872616,0.73,0.118372,0.75,0.0877817,0.54142,0.742012,0.200592,,
3,26,0.55,0.931835,0.57,0.844394,0.73,0.138404,0.75,0.0990769,0.557281,0.749531,0.19225,,
3,27,0.55,0.945255,0.57,0.886295,0.75,0.118687,0.77,0.0965435,0.565351,0.766878,0.201527,,
3,28,0.57,0.935268,0.59,0.866064,0.77,0.121501,0.79,0.0821018,0.580192,0.780914,0.200722,,
3,29,0.59,0.904799,0.61,0.842373,0.79,0.113909,0.81,0.0929814,0.591538,0.803292,0.211754,,
3,30,0.59,0.936652,0.61,0.877726,0.79,0.124685,0.81,0.0816327,0.60244,0.801467,0.199027,,
3,31,0.61,0.918009,0.63,0.843621,0.79,0.14772,0.81,0.0977444,0.614842,0.809097,0.194255,,
3,32,0.61,0.95,0.63,0.896899,0.81,0.128015,0.83,0.08125,0.628832,0.821981,0.193149,,
3,33,0.63,0.927177,0.65,0.891595,0.83,0.115407,0.85,0.0718039,0.645276,0.837067,0.191791,,
3,34,0.65,0.92474,0.67,0.855794,0.83,0.127633,0.85,0.0883392,0.657177,0.844065,0.186888,,
3,35,0.65,0.956292,0.67,0.890215,0.85,0.120879,0.87,0.087346,0.667038,0.862453,0.195415,,
3,36,0.67,0.9307,0.69,0.856225,0.87,0.10078,0.89,0.0966341,0.678244,0.873763,0.195519,,
3,37,0.67,0.955505,0.69,0.888706,0.87,0.126659,0.89,0.0919139,0.686619,0.885345,0.198726,,
3,38,0.69,0.944655,0.71,0.875711,0.91,0.106998,0.93,0.0782974,0.702954,0.914877,0.211923,,
original_number,set_number,position_0.9_x2,frequency_0.9_x2,position_0.9_x1,frequency_0.9_x1,position_0.1_x2,frequency_0.1_x2,position_0.1_x1,frequency_0.1_x1,accurate_left,accurate_right,distance,,
3,0,0.21,0.905873,0.23,0.832432,0.41,0.106505,0.43,0.0952656,0.211599,0.421575,0.209976,,
3,1,0.21,0.94164,0.23,0.889916,0.43,0.107468,0.45,0.0831919,0.226101,0.436153,0.210052,,
3,2,0.23,0.930958,0.25,0.886963,0.43,0.138129,0.45,0.088661,0.244073,0.445416,0.201343,,
3,3,0.25,0.913807,0.27,0.84901,0.45,0.106216,0.47,0.0932051,0.254262,0.459555,0.205293,,
3,4,0.27,0.902138,0.29,0.825397,0.47,0.109903,0.49,0.0727273,0.270557,0.475328,0.204771,,
3,5,0.27,0.923247,0.29,0.863565,0.49,0.101899,0.51,0.0664084,0.27779,0.49107,0.21328,,
3,6,0.29,0.900626,0.31,0.838846,0.51,0.100542,0.53,0.0699187,0.290203,0.510354,0.220151,,
3,7,0.31,0.908155,0.33,0.840853,0.51,0.118273,0.53,0.0919607,0.312423,0.523889,0.211466,,
3,8,0.31,0.939587,0.33,0.868637,0.53,0.108125,0.55,0.0767908,0.321159,0.535186,0.214027,,
3,9,0.33,0.920993,0.35,0.879339,0.53,0.108954,0.55,0.0770558,0.34008,0.535614,0.195534,,
3,10,0.33,0.952786,0.35,0.898469,0.53,0.126888,0.55,0.0989273,0.349436,0.549233,0.199797,,
3,11,0.35,0.939668,0.37,0.889064,0.55,0.116739,0.57,0.0865273,0.365678,0.561081,0.195403,,
3,12,0.37,0.910217,0.39,0.858498,0.57,0.105991,0.59,0.0819304,0.373951,0.57498,0.201029,,
3,13,0.37,0.946617,0.39,0.89585,0.57,0.122334,0.59,0.0891566,0.388365,0.583463,0.195098,,
3,14,0.39,0.926424,0.41,0.883987,0.59,0.131382,0.61,0.0854028,0.402453,0.603651,0.201198,,
