Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,54865,0.0506243,0.0,0.949376,
0.8,F,0.1,0.1,0.8,1,0.0,T,49539,0.0812996,0.0040675,0.914633,
0.8,F,0.1,0.1,0.8,2,0.0,T,47784,0.122164,0.00822451,0.869611,
0.8,F,0.1,0.1,0.8,3,0.0,T,46196,0.177472,0.0138648,0.808663,
0.8,F,0.1,0.1,0.8,4,0.0,T,44435,0.253978,0.0208507,0.725172,
0.8,F,0.1,0.1,0.8,5,0.0,T,41385,0.351927,0.028404,0.619669,
0.8,F,0.1,0.1,0.8,6,0.0,T,36615,0.467786,0.0357913,0.496422,
0.8,F,0.1,0.1,0.8,7,0.0,T,30810,0.585297,0.0390458,0.375657,
0.8,F,0.1,0.1,0.8,8,0.0,T,23387,0.690683,0.042545,0.266772,
0.8,F,0.1,0.1,0.8,9,0.0,T,16343,0.765404,0.0430765,0.191519,
0.8,F,0.1,0.1,0.8,10,0.0,T,10768,0.820301,0.041094,0.138605,
0.8,F,0.1,0.1,0.8,11,0.0,T,6682,0.852514,0.043475,0.104011,
0.8,F,0.1,0.1,0.8,12,0.0,T,3684,0.869164,0.0370521,0.0937839,
0.8,F,0.1,0.1,0.8,13,0.0,T,2502,0.885492,0.0395683,0.07494,
0.8,F,0.1,0.1,0.8,14,0.0,T,1585,0.891483,0.0381703,0.070347,
0.8,F,0.1,0.1,0.8,15,0.0,T,1091,0.880843,0.04033,0.0788268,
0.8,F,0.1,0.1,0.8,16,0.0,T,653,0.93951,0.00765697,0.0528331,
0.8,F,0.1,0.1,0.8,17,0.0,T,305,0.968852,0.00327869,0.0278689,
0.8,F,0.1,0.1,0.8,18,0.0,T,49,0.928571,0.0306122,0.0408163,
0.8,F,0.1,0.1,0.8,19,0.0,T,25,0.86,0.14,0.0,1
