Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55459,0.050082,0.0,0.949918,
0.8,F,0.1,0.1,0.8,1,0.0,T,49623,0.0796506,0.00384902,0.9165,
0.8,F,0.1,0.1,0.8,2,0.0,T,47750,0.122335,0.00770681,0.869958,
0.8,F,0.1,0.1,0.8,3,0.0,T,46623,0.183086,0.0134483,0.803466,
0.8,F,0.1,0.1,0.8,4,0.0,T,44089,0.265395,0.0205947,0.71401,
0.8,F,0.1,0.1,0.8,5,0.0,T,40533,0.366158,0.0266079,0.607234,
0.8,F,0.1,0.1,0.8,6,0.0,T,36501,0.479425,0.0325471,0.488028,
0.8,F,0.1,0.1,0.8,7,0.0,T,30080,0.593484,0.036137,0.370379,
0.8,F,0.1,0.1,0.8,8,0.0,T,23377,0.694165,0.0416435,0.264191,
0.8,F,0.1,0.1,0.8,9,0.0,T,16438,0.772752,0.0424018,0.184846,
0.8,F,0.1,0.1,0.8,10,0.0,T,10582,0.831932,0.0439898,0.124079,
0.8,F,0.1,0.1,0.8,11,0.0,T,6013,0.853401,0.0426576,0.103941,
0.8,F,0.1,0.1,0.8,12,0.0,T,3663,0.877969,0.037401,0.0846301,
0.8,F,0.1,0.1,0.8,13,0.0,T,2176,0.872243,0.0411305,0.0866268,
0.8,F,0.1,0.1,0.8,14,0.0,T,1543,0.889177,0.0382372,0.0725859,
0.8,F,0.1,0.1,0.8,15,0.0,T,997,0.866098,0.050652,0.0832497,
0.8,F,0.1,0.1,0.8,16,0.0,T,752,0.87367,0.0485372,0.0777926,
0.8,F,0.1,0.1,0.8,17,0.0,T,581,0.870052,0.0585198,0.0714286,
0.8,F,0.1,0.1,0.8,18,0.0,T,368,0.85462,0.0421196,0.103261,
0.8,F,0.1,0.1,0.8,19,0.0,T,367,0.877384,0.0408719,0.0817439,
0.8,F,0.1,0.1,0.8,20,0.0,T,224,0.939732,0.00669643,0.0535714,
0.8,F,0.1,0.1,0.8,21,0.0,T,129,0.926357,0.00775194,0.0658915,
0.8,F,0.1,0.1,0.8,22,0.0,T,36,0.944444,0.0277778,0.0277778,
0.8,F,0.1,0.1,0.8,23,0.0,T,17,1.0,0.0,0.0,1
