Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55444,0.0500956,0.0,0.949904,
0.8,F,0.1,0.1,0.8,1,0.0,T,49587,0.0814024,0.00395265,0.914645,
0.8,F,0.1,0.1,0.8,2,0.0,T,47390,0.119719,0.00801857,0.872262,
0.8,F,0.1,0.1,0.8,3,0.0,T,46494,0.173463,0.0132705,0.813266,
0.8,F,0.1,0.1,0.8,4,0.0,T,44698,0.247427,0.0191396,0.733433,
0.8,F,0.1,0.1,0.8,5,0.0,T,40951,0.346036,0.0262997,0.627665,
0.8,F,0.1,0.1,0.8,6,0.0,T,37132,0.45648,0.0329635,0.510557,
0.8,F,0.1,0.1,0.8,7,0.0,T,31094,0.576912,0.0379334,0.385155,
0.8,F,0.1,0.1,0.8,8,0.0,T,24052,0.681253,0.0413271,0.27742,
0.8,F,0.1,0.1,0.8,9,0.0,T,16601,0.762755,0.0420155,0.195229,
0.8,F,0.1,0.1,0.8,10,0.0,T,11198,0.823942,0.0438471,0.132211,
0.8,F,0.1,0.1,0.8,11,0.0,T,6704,0.837411,0.0506414,0.111948,
0.8,F,0.1,0.1,0.8,12,0.0,T,4143,0.849022,0.0549119,0.0960657,
0.8,F,0.1,0.1,0.8,13,0.0,T,2774,0.871665,0.0533526,0.074982,
0.8,F,0.1,0.1,0.8,14,0.0,T,1556,0.864075,0.0472365,0.0886889,
0.8,F,0.1,0.1,0.8,15,0.0,T,1106,0.892857,0.0298373,0.0773056,
0.8,F,0.1,0.1,0.8,16,0.0,T,779,0.894737,0.0391528,0.0661104,
0.8,F,0.1,0.1,0.8,17,0.0,T,407,0.84398,0.041769,0.114251,
0.8,F,0.1,0.1,0.8,18,0.0,T,479,0.877871,0.0532359,0.0688935,
0.8,F,0.1,0.1,0.8,19,0.0,T,320,0.873437,0.0453125,0.08125,
0.8,F,0.1,0.1,0.8,20,0.0,T,262,0.89313,0.028626,0.0782443,
0.8,F,0.1,0.1,0.8,21,0.0,T,178,0.924157,0.0280899,0.0477528,
0.8,F,0.1,0.1,0.8,22,0.0,T,87,0.913793,0.00574713,0.0804598,
0.8,F,0.1,0.1,0.8,23,0.0,T,89,0.893258,0.0617978,0.0449438,
0.8,F,0.1,0.1,0.8,24,0.0,T,14,0.642857,0.0357143,0.321429,
0.8,F,0.1,0.1,0.8,25,0.0,T,39,0.910256,0.0,0.0897436,
0.8,F,0.1,0.1,0.8,26,0.0,T,32,0.9375,0.015625,0.046875,
0.8,F,0.1,0.1,0.8,27,0.0,T,24,0.9375,0.0,0.0625,
0.8,F,0.1,0.1,0.8,28,0.0,T,7,0.857143,0.0,0.142857,
0.8,F,0.1,0.1,0.8,29,0.0,T,14,0.857143,0.0714286,0.0714286,
0.8,F,0.1,0.1,0.8,30,0.0,T,17,0.970588,0.0,0.0294118,
0.8,F,0.1,0.1,0.8,31,0.0,T,0,NAN,NAN,NAN,1
