Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55457,0.0500838,0.0,0.949916,
0.8,F,0.1,0.1,0.8,1,0.0,T,49664,0.0812359,0.00417808,0.914586,
0.8,F,0.1,0.1,0.8,2,0.0,T,47377,0.124544,0.00811575,0.867341,
0.8,F,0.1,0.1,0.8,3,0.0,T,45971,0.185389,0.0121925,0.802419,
0.8,F,0.1,0.1,0.8,4,0.0,T,44405,0.265984,0.0199865,0.71403,
0.8,F,0.1,0.1,0.8,5,0.0,T,40851,0.370297,0.0269394,0.602764,
0.8,F,0.1,0.1,0.8,6,0.0,T,36171,0.484255,0.0343093,0.481435,
0.8,F,0.1,0.1,0.8,7,0.0,T,29907,0.593891,0.0403083,0.365801,
0.8,F,0.1,0.1,0.8,8,0.0,T,23146,0.701957,0.0400501,0.257993,
0.8,F,0.1,0.1,0.8,9,0.0,T,15860,0.7779,0.0418979,0.180202,
0.8,F,0.1,0.1,0.8,10,0.0,T,10796,0.822573,0.0463134,0.131113,
0.8,F,0.1,0.1,0.8,11,0.0,T,6397,0.846803,0.0475223,0.105675,
0.8,F,0.1,0.1,0.8,12,0.0,T,3937,0.841885,0.0520701,0.106045,
0.8,F,0.1,0.1,0.8,13,0.0,T,3037,0.8622,0.0413237,0.0964768,
0.8,F,0.1,0.1,0.8,14,0.0,T,2133,0.894984,0.0316456,0.0733708,
0.8,F,0.1,0.1,0.8,15,0.0,T,1258,0.901033,0.0206677,0.0782989,
0.8,F,0.1,0.1,0.8,16,0.0,T,882,0.89966,0.0209751,0.0793651,
0.8,F,0.1,0.1,0.8,17,0.0,T,622,0.893087,0.0305466,0.0763666,
0.8,F,0.1,0.1,0.8,18,0.0,T,367,0.940054,0.00817439,0.0517711,
0.8,F,0.1,0.1,0.8,19,0.0,T,191,0.921466,0.0078534,0.0706806,
0.8,F,0.1,0.1,0.8,20,0.0,T,91,0.906593,0.0164835,0.0769231,
0.8,F,0.1,0.1,0.8,21,0.0,T,86,0.901163,0.0,0.0988372,
0.8,F,0.1,0.1,0.8,22,0.0,T,102,0.936275,0.0,0.0637255,
0.8,F,0.1,0.1,0.8,23,0.0,T,85,0.947059,0.00588235,0.0470588,
0.8,F,0.1,0.1,0.8,24,0.0,T,34,0.955882,0.0,0.0441176,
0.8,F,0.1,0.1,0.8,25,0.0,T,15,0.866667,0.0,0.133333,
0.8,F,0.1,0.1,0.8,26,0.0,T,14,1.0,0.0,0.0,1
