Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55691,0.0498734,0.0,0.950127,
0.8,F,0.1,0.1,0.8,1,0.0,T,49867,0.0811258,0.00369984,0.915174,
0.8,F,0.1,0.1,0.8,2,0.0,T,48231,0.122411,0.00755738,0.870032,
0.8,F,0.1,0.1,0.8,3,0.0,T,47021,0.182706,0.0132813,0.804013,
0.8,F,0.1,0.1,0.8,4,0.0,T,44471,0.263127,0.019642,0.717231,
0.8,F,0.1,0.1,0.8,5,0.0,T,41321,0.367598,0.0264877,0.605915,
0.8,F,0.1,0.1,0.8,6,0.0,T,36591,0.483165,0.0345167,0.482318,
0.8,F,0.1,0.1,0.8,7,0.0,T,29811,0.599426,0.0395827,0.360991,
0.8,F,0.1,0.1,0.8,8,0.0,T,22822,0.710433,0.0404215,0.249146,
0.8,F,0.1,0.1,0.8,9,0.0,T,15538,0.782984,0.0426374,0.174379,
0.8,F,0.1,0.1,0.8,10,0.0,T,9627,0.834112,0.0410824,0.124805,
0.8,F,0.1,0.1,0.8,11,0.0,T,5676,0.860729,0.0406977,0.0985729,
0.8,F,0.1,0.1,0.8,12,0.0,T,3361,0.893484,0.0330259,0.07349,
0.8,F,0.1,0.1,0.8,13,0.0,T,1695,0.889381,0.0280236,0.0825959,
0.8,F,0.1,0.1,0.8,14,0.0,T,1177,0.875956,0.0429057,0.0811385,
0.8,F,0.1,0.1,0.8,15,0.0,T,883,0.890147,0.0453001,0.0645527,
0.8,F,0.1,0.1,0.8,16,0.0,T,405,0.888889,0.0444444,0.0666667,
0.8,F,0.1,0.1,0.8,17,0.0,T,256,0.898438,0.0214844,0.0800781,
0.8,F,0.1,0.1,0.8,18,0.0,T,206,0.932039,0.0242718,0.0436893,
0.8,F,0.1,0.1,0.8,19,0.0,T,129,0.906977,0.0348837,0.0581395,
0.8,F,0.1,0.1,0.8,20,0.0,T,60,0.941667,0.0,0.0583333,
0.8,F,0.1,0.1,0.8,21,0.0,T,51,0.960784,0.00980392,0.0294118,
0.8,F,0.1,0.1,0.8,22,0.0,T,23,0.956522,0.0,0.0434783,
0.8,F,0.1,0.1,0.8,23,0.0,T,0,NAN,NAN,NAN,1
