Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55870,0.0497136,0.0,0.950286,
0.8,F,0.1,0.1,0.8,1,0.0,T,49895,0.0817817,0.00415873,0.91406,
0.8,F,0.1,0.1,0.8,2,0.0,T,48296,0.126832,0.00753686,0.865631,
0.8,F,0.1,0.1,0.8,3,0.0,T,46528,0.185136,0.013508,0.801356,
0.8,F,0.1,0.1,0.8,4,0.0,T,44197,0.267167,0.0205444,0.712288,
0.8,F,0.1,0.1,0.8,5,0.0,T,40884,0.370255,0.0282262,0.601519,
0.8,F,0.1,0.1,0.8,6,0.0,T,35980,0.48816,0.0343385,0.477501,
0.8,F,0.1,0.1,0.8,7,0.0,T,29689,0.598387,0.0398296,0.361784,
0.8,F,0.1,0.1,0.8,8,0.0,T,22729,0.693651,0.0434467,0.262902,
0.8,F,0.1,0.1,0.8,9,0.0,T,15790,0.761621,0.0449018,0.193477,
0.8,F,0.1,0.1,0.8,10,0.0,T,10699,0.816946,0.0465931,0.136461,
0.8,F,0.1,0.1,0.8,11,0.0,T,6731,0.839771,0.0423414,0.117887,
0.8,F,0.1,0.1,0.8,12,0.0,T,4257,0.854123,0.0439276,0.10195,
0.8,F,0.1,0.1,0.8,13,0.0,T,2727,0.869087,0.0454712,0.0854419,
0.8,F,0.1,0.1,0.8,14,0.0,T,1666,0.909364,0.0267107,0.0639256,
0.8,F,0.1,0.1,0.8,15,0.0,T,820,0.912805,0.0286585,0.0585366,
0.8,F,0.1,0.1,0.8,16,0.0,T,489,0.91002,0.0255624,0.0644172,
0.8,F,0.1,0.1,0.8,17,0.0,T,264,0.912879,0.030303,0.0568182,
0.8,F,0.1,0.1,0.8,18,0.0,T,125,0.94,0.016,0.044,
0.8,F,0.1,0.1,0.8,19,0.0,T,26,0.980769,0.0,0.0192308,
0.8,F,0.1,0.1,0.8,20,0.0,T,0,NAN,NAN,NAN,1
