Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55792,0.0497831,0.0,0.950217,
0.8,F,0.1,0.1,0.8,1,0.0,T,49956,0.0817519,0.00406358,0.914184,
0.8,F,0.1,0.1,0.8,2,0.0,T,48366,0.127734,0.00805318,0.864212,
0.8,F,0.1,0.1,0.8,3,0.0,T,46165,0.188671,0.0138308,0.797498,
0.8,F,0.1,0.1,0.8,4,0.0,T,43935,0.268169,0.0216229,0.710208,
0.8,F,0.1,0.1,0.8,5,0.0,T,40871,0.372159,0.0290915,0.59875,
0.8,F,0.1,0.1,0.8,6,0.0,T,35523,0.490387,0.0347521,0.474861,
0.8,F,0.1,0.1,0.8,7,0.0,T,29012,0.600062,0.0411037,0.358834,
0.8,F,0.1,0.1,0.8,8,0.0,T,22390,0.702702,0.0434792,0.253819,
0.8,F,0.1,0.1,0.8,9,0.0,T,15925,0.779906,0.0460597,0.174035,
0.8,F,0.1,0.1,0.8,10,0.0,T,9821,0.822625,0.0490785,0.128297,
0.8,F,0.1,0.1,0.8,11,0.0,T,6133,0.84404,0.046796,0.109164,
0.8,F,0.1,0.1,0.8,12,0.0,T,3686,0.868557,0.0450353,0.086408,
0.8,F,0.1,0.1,0.8,13,0.0,T,2353,0.871441,0.039949,0.0886103,
0.8,F,0.1,0.1,0.8,14,0.0,T,1576,0.865799,0.0339467,0.100254,
0.8,F,0.1,0.1,0.8,15,0.0,T,1363,0.89215,0.0308144,0.077036,
0.8,F,0.1,0.1,0.8,16,0.0,T,762,0.911417,0.0301837,0.058399,
0.8,F,0.1,0.1,0.8,17,0.0,T,288,0.895833,0.0381944,0.0659722,
0.8,F,0.1,0.1,0.8,18,0.0,T,172,0.718023,0.0668605,0.215116,
0.8,F,0.1,0.1,0.8,19,0.0,T,341,0.895894,0.0293255,0.0747801,
0.8,F,0.1,0.1,0.8,20,0.0,T,221,0.934389,0.0135747,0.0520362,
0.8,F,0.1,0.1,0.8,21,0.0,T,62,0.919355,0.0403226,0.0403226,
0.8,F,0.1,0.1,0.8,22,0.0,T,18,1.0,0.0,0.0,1
