Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,54805,0.0506797,0.0,0.94932,
0.8,F,0.1,0.1,0.8,1,0.0,T,49601,0.084091,0.00376,0.912149,
0.8,F,0.1,0.1,0.8,2,0.0,T,47999,0.128846,0.00828142,0.862872,
0.8,F,0.1,0.1,0.8,3,0.0,T,45666,0.184656,0.0134126,0.801931,
0.8,F,0.1,0.1,0.8,4,0.0,T,43709,0.264202,0.0196756,0.716123,
0.8,F,0.1,0.1,0.8,5,0.0,T,40593,0.366664,0.0277511,0.605585,
0.8,F,0.1,0.1,0.8,6,0.0,T,36333,0.475367,0.0344866,0.490147,
0.8,F,0.1,0.1,0.8,7,0.0,T,30683,0.583695,0.040234,0.376071,
0.8,F,0.1,0.1,0.8,8,0.0,T,23421,0.690214,0.0414799,0.268306,
0.8,F,0.1,0.1,0.8,9,0.0,T,16290,0.770964,0.0439533,0.185083,
0.8,F,0.1,0.1,0.8,10,0.0,T,10636,0.82893,0.0409929,0.130077,
0.8,F,0.1,0.1,0.8,11,0.0,T,6350,0.866457,0.0375591,0.0959843,
0.8,F,0.1,0.1,0.8,12,0.0,T,3577,0.885658,0.0278166,0.086525,
0.8,F,0.1,0.1,0.8,13,0.0,T,2083,0.892703,0.0285646,0.0787326,
0.8,F,0.1,0.1,0.8,14,0.0,T,1319,0.907506,0.0261562,0.0663381,
0.8,F,0.1,0.1,0.8,15,0.0,T,743,0.90646,0.0188425,0.0746972,
0.8,F,0.1,0.1,0.8,16,0.0,T,534,0.877341,0.0374532,0.085206,
0.8,F,0.1,0.1,0.8,17,0.0,T,388,0.862113,0.0515464,0.0863402,
0.8,F,0.1,0.1,0.8,18,0.0,T,288,0.84375,0.0590278,0.0972222,
0.8,F,0.1,0.1,0.8,19,0.0,T,264,0.854167,0.0757576,0.0700758,
0.8,F,0.1,0.1,0.8,20,0.0,T,172,0.811047,0.0959302,0.0930233,
0.8,F,0.1,0.1,0.8,21,0.0,T,157,0.929936,0.00636943,0.0636943,
0.8,F,0.1,0.1,0.8,22,0.0,T,60,0.933333,0.0,0.0666667,
0.8,F,0.1,0.1,0.8,23,0.0,T,33,0.833333,0.0,0.166667,
0.8,F,0.1,0.1,0.8,24,0.0,T,55,0.927273,0.00909091,0.0636364,
0.8,F,0.1,0.1,0.8,25,0.0,T,41,0.914634,0.0121951,0.0731707,
0.8,F,0.1,0.1,0.8,26,0.0,T,27,0.907407,0.0,0.0925926,
0.8,F,0.1,0.1,0.8,27,0.0,T,25,0.96,0.0,0.04,
0.8,F,0.1,0.1,0.8,28,0.0,T,15,0.9,0.0,0.1,
0.8,F,0.1,0.1,0.8,29,0.0,T,27,0.944444,0.0,0.0555556,
0.8,F,0.1,0.1,0.8,30,0.0,T,7,0.857143,0.0714286,0.0714286,
0.8,F,0.1,0.1,0.8,31,0.0,T,0,NAN,NAN,NAN,1
