Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55743,0.0498269,0.0,0.950173,
0.8,F,0.1,0.1,0.8,1,0.0,T,49792,0.0821116,0.00438826,0.9135,
0.8,F,0.1,0.1,0.8,2,0.0,T,47695,0.124625,0.00843904,0.866936,
0.8,F,0.1,0.1,0.8,3,0.0,T,45860,0.185739,0.0136829,0.800578,
0.8,F,0.1,0.1,0.8,4,0.0,T,43994,0.263831,0.0201732,0.715995,
0.8,F,0.1,0.1,0.8,5,0.0,T,40862,0.36392,0.0271768,0.608903,
0.8,F,0.1,0.1,0.8,6,0.0,T,36312,0.475931,0.034534,0.489535,
0.8,F,0.1,0.1,0.8,7,0.0,T,30278,0.589421,0.0391704,0.371408,
0.8,F,0.1,0.1,0.8,8,0.0,T,23385,0.694462,0.0422065,0.263331,
0.8,F,0.1,0.1,0.8,9,0.0,T,16410,0.759354,0.0475015,0.193144,
0.8,F,0.1,0.1,0.8,10,0.0,T,10676,0.809386,0.0495504,0.141064,
0.8,F,0.1,0.1,0.8,11,0.0,T,6745,0.851594,0.04596,0.102446,
0.8,F,0.1,0.1,0.8,12,0.0,T,3972,0.87072,0.0368832,0.0923968,
0.8,F,0.1,0.1,0.8,13,0.0,T,2719,0.893343,0.0310776,0.0755793,
0.8,F,0.1,0.1,0.8,14,0.0,T,1439,0.895413,0.0399583,0.0646282,
0.8,F,0.1,0.1,0.8,15,0.0,T,861,0.867596,0.0458769,0.0865273,
0.8,F,0.1,0.1,0.8,16,0.0,T,713,0.884292,0.0308555,0.0848527,
0.8,F,0.1,0.1,0.8,17,0.0,T,587,0.898637,0.0247019,0.076661,
0.8,F,0.1,0.1,0.8,18,0.0,T,395,0.831646,0.0443038,0.124051,
0.8,F,0.1,0.1,0.8,19,0.0,T,411,0.885645,0.0340633,0.080292,
0.8,F,0.1,0.1,0.8,20,0.0,T,251,0.918327,0.0258964,0.0557769,
0.8,F,0.1,0.1,0.8,21,0.0,T,175,0.857143,0.0685714,0.0742857,
0.8,F,0.1,0.1,0.8,22,0.0,T,180,0.788889,0.108333,0.102778,
0.8,F,0.1,0.1,0.8,23,0.0,T,183,0.871585,0.0519126,0.0765027,
0.8,F,0.1,0.1,0.8,24,0.0,T,118,0.898305,0.0254237,0.0762712,
0.8,F,0.1,0.1,0.8,25,0.0,T,59,0.949153,0.0169492,0.0338983,
0.8,F,0.1,0.1,0.8,26,0.0,T,0,NAN,NAN,NAN,1
