Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55341,0.0501888,0.0,0.949811,
0.8,F,0.1,0.1,0.8,1,0.0,T,49916,0.0804051,0.00424714,0.915348,
0.8,F,0.1,0.1,0.8,2,0.0,T,47858,0.123166,0.00799239,0.868841,
0.8,F,0.1,0.1,0.8,3,0.0,T,46403,0.183383,0.0134474,0.80317,
0.8,F,0.1,0.1,0.8,4,0.0,T,44372,0.25844,0.0204746,0.721085,
0.8,F,0.1,0.1,0.8,5,0.0,T,41136,0.355783,0.0286853,0.615531,
0.8,F,0.1,0.1,0.8,6,0.0,T,37039,0.473433,0.0349226,0.491644,
0.8,F,0.1,0.1,0.8,7,0.0,T,30659,0.585,0.0407711,0.374229,
0.8,F,0.1,0.1,0.8,8,0.0,T,23392,0.682819,0.0424504,0.274731,
0.8,F,0.1,0.1,0.8,9,0.0,T,16608,0.7615,0.0432322,0.195267,
0.8,F,0.1,0.1,0.8,10,0.0,T,11124,0.819355,0.044004,0.136641,
0.8,F,0.1,0.1,0.8,11,0.0,T,6894,0.842834,0.0456194,0.111546,
0.8,F,0.1,0.1,0.8,12,0.0,T,4383,0.866872,0.0377595,0.0953685,
0.8,F,0.1,0.1,0.8,13,0.0,T,2768,0.896857,0.0375723,0.0655708,
0.8,F,0.1,0.1,0.8,14,0.0,T,1304,0.905291,0.0306748,0.0640337,
0.8,F,0.1,0.1,0.8,15,0.0,T,809,0.8733,0.0457355,0.0809642,
0.8,F,0.1,0.1,0.8,16,0.0,T,668,0.880988,0.0396707,0.0793413,
0.8,F,0.1,0.1,0.8,17,0.0,T,511,0.867906,0.0450098,0.0870841,
0.8,F,0.1,0.1,0.8,18,0.0,T,412,0.855583,0.0558252,0.0885922,
0.8,F,0.1,0.1,0.8,19,0.0,T,376,0.913564,0.0319149,0.0545213,
0.8,F,0.1,0.1,0.8,20,0.0,T,186,0.959677,0.00806452,0.0322581,
0.8,F,0.1,0.1,0.8,21,0.0,T,57,0.894737,0.0,0.105263,
0.8,F,0.1,0.1,0.8,22,0.0,T,68,0.933824,0.0,0.0661765,
0.8,F,0.1,0.1,0.8,23,0.0,T,30,0.95,0.0,0.05,
0.8,F,0.1,0.1,0.8,24,0.0,T,34,0.926471,0.0147059,0.0588235,
0.8,F,0.1,0.1,0.8,25,0.0,T,17,0.941176,0.0,0.0588235,
0.8,F,0.1,0.1,0.8,26,0.0,T,8,1.0,0.0,0.0,1
