Conversion,Dominant_r2,Embryo,FRACTION,Fitness,Gen,Germline,Recessive_r2,pop_size,rate_dr,rate_r2,rate_wt,success_Yes
0.8,F,0.1,0.1,0.8,0,0.0,T,55018,0.0504835,0.0,0.949517,
0.8,F,0.1,0.1,0.8,1,0.0,T,50033,0.0852238,0.00422721,0.910549,
0.8,F,0.1,0.1,0.8,2,0.0,T,47862,0.127533,0.00853495,0.863932,
0.8,F,0.1,0.1,0.8,3,0.0,T,46758,0.187102,0.0149493,0.797949,
0.8,F,0.1,0.1,0.8,4,0.0,T,43985,0.268432,0.0214505,0.710117,
0.8,F,0.1,0.1,0.8,5,0.0,T,40779,0.370424,0.0281763,0.6014,
0.8,F,0.1,0.1,0.8,6,0.0,T,35874,0.478536,0.0341752,0.487289,
0.8,F,0.1,0.1,0.8,7,0.0,T,30238,0.600916,0.0382631,0.360821,
0.8,F,0.1,0.1,0.8,8,0.0,T,22753,0.702984,0.0410715,0.255944,
0.8,F,0.1,0.1,0.8,9,0.0,T,15393,0.773761,0.0408302,0.185409,
0.8,F,0.1,0.1,0.8,10,0.0,T,10510,0.834348,0.0374881,0.128164,
0.8,F,0.1,0.1,0.8,11,0.0,T,6186,0.868089,0.0358067,0.0961041,
0.8,F,0.1,0.1,0.8,12,0.0,T,3742,0.876537,0.0407536,0.0827098,
0.8,F,0.1,0.1,0.8,13,0.0,T,2281,0.875712,0.044498,0.0797896,
0.8,F,0.1,0.1,0.8,14,0.0,T,1386,0.893218,0.0292208,0.0775613,
0.8,F,0.1,0.1,0.8,15,0.0,T,839,0.901669,0.0196663,0.0786651,
0.8,F,0.1,0.1,0.8,16,0.0,T,517,0.918762,0.0251451,0.0560928,
0.8,F,0.1,0.1,0.8,17,0.0,T,245,0.930612,0.0326531,0.0367347,
0.8,F,0.1,0.1,0.8,18,0.0,T,99,0.914141,0.00505051,0.0808081,
0.8,F,0.1,0.1,0.8,19,0.0,T,80,0.9375,0.00625,0.05625,
0.8,F,0.1,0.1,0.8,20,0.0,T,61,0.934426,0.0,0.0655738,
0.8,F,0.1,0.1,0.8,21,0.0,T,52,0.971154,0.0,0.0288462,
0.8,F,0.1,0.1,0.8,22,0.0,T,18,0.972222,0.0277778,0.0,1
