radius,fraction,migration,growth,germline,embryo,conversion,fitness,dominantR2,recessiveR2invasiveness,suppressed_withoutChase,drive_lost_withoutChase,suppressed_afterChase,drive_lost_afterChase,long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending population size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.431667,0.682644,0.0751852,61149,15,62313,985,25501
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.435451,0.687973,0.0741705,61062,19,62116,981,25358
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.427524,0.678606,0.0750621,62848,15,62263,985,25496
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.434547,0.684837,0.0758956,61051,17,62104,983,25373
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.433901,0.685048,0.0726788,61930,18,62173,982,25409
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.42775,0.679669,0.0739158,62145,19,62219,981,25429
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.434291,0.685101,0.0730311,61734,19,62099,981,25348
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.433933,0.683226,0.0758355,62240,14,62190,986,25441
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.440463,0.692481,0.0755339,62045,13,62197,987,25446
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.427798,0.677248,0.0762422,62249,13,62299,987,25537
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.441023,0.695233,0.0740395,60515,15,62334,985,25542
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.427079,0.678861,0.077244,62568,17,62192,983,25426
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.420921,0.67073,0.0808567,61609,21,62220,979,25399
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.43133,0.683158,0.0766231,61548,13,62180,987,25436
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.441233,0.694275,0.0741604,62203,18,62127,982,25356
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.426627,0.674799,0.0774655,63041,15,62244,985,25478
0.2,0.1,0.05,6.0,0.0,0.05,0.35,0.8,F,T,0,0,0,0,1,1000,0.425938,0.676955,0.076982,61982,15,62122,985,25406
0.2,0.1,0.05,6.0,0.0,0.05,0.4,0.8,F,T,0,0,0,0,1,1000,0.518934,0.774888,0.0720243,51441,12,51161,988,18869
