Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29532,0.1,0.8,0,0.2,6.0,0.03,,0.0471114 0.0942228 0.0 58956,F,,58956,0.0,0.0,0.0942228,0.0471114,0.0,0.0,0.0,0.952889,0.905777
0.6,0.2,T,0.1,25754,0.1,0.8,1,0.2,6.0,0.03,,0.0683145 0.132417 0.0125994 52939,F,,52939,0.0042124,0.00729141,0.120913,0.0683145,0.0125994,0.000680028,0.0165473,0.919086,0.850356
0.6,0.2,T,0.1,24037,0.1,0.8,2,0.2,6.0,0.03,,0.0914079 0.174398 0.0210149 50488,F,,50488,0.00841784,0.00930914,0.156671,0.0914079,0.0210149,0.00110917,0.0305023,0.887577,0.793991
0.6,0.2,T,0.1,22379,0.1,0.8,3,0.2,6.0,0.03,,0.122744 0.230616 0.0315281 48544,F,,48544,0.0148731,0.0154293,0.200313,0.122744,0.0315281,0.00152439,0.0445781,0.845728,0.723282
0.6,0.2,T,0.1,20684,0.1,0.8,4,0.2,6.0,0.03,4,0.16493 0.303548 0.0425378 46253,F,,46253,0.0263118,0.0224418,0.254794,0.16493,0.0425378,0.00239984,0.0578341,0.792532,0.636218
0.6,0.2,T,0.1,18579,0.1,0.8,5,0.2,6.0,0.03,5,0.217791 0.388659 0.0551597 44072,F,,44072,0.0469232,0.0344436,0.307293,0.217791,0.0551597,0.00347159,0.0689327,0.727049,0.538936
0.6,0.2,T,0.1,15903,0.1,0.8,6,0.2,6.0,0.03,6,0.283756 0.487995 0.0711823 40607,F,,40607,0.0795183,0.0482183,0.360258,0.283756,0.0711823,0.0056148,0.0829167,0.645061,0.423474
0.6,0.2,T,0.1,12530,0.1,0.8,7,0.2,6.0,0.03,7,0.361696 0.591605 0.0879083 35975,F,,35975,0.131786,0.0707158,0.389104,0.361696,0.0879083,0.00739402,0.0903127,0.550396,0.310688
0.6,0.2,T,0.1,9276,0.1,0.8,8,0.2,6.0,0.03,8,0.440021 0.682936 0.10204 30836,F,,30836,0.197107,0.0931055,0.392723,0.440021,0.10204,0.00917758,0.092619,0.457939,0.215268
0.6,0.2,T,0.1,6512,0.1,0.8,9,0.2,6.0,0.03,9,0.516821 0.763621 0.111309 24998,F,,24998,0.270022,0.12073,0.37287,0.516821,0.111309,0.0105208,0.0808465,0.37187,0.145012
