Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,28985,0.1,0.8,0,0.2,6.0,0.03,,0.0471338 0.0942676 0.0 58928,F,,58928,0.0,0.0,0.0942676,0.0471338,0.0,0.0,0.0,0.952866,0.905732
0.6,0.2,T,0.1,25415,0.1,0.8,1,0.2,6.0,0.03,,0.0686774 0.132071 0.0128453 52237,F,,52237,0.00528361,0.00740854,0.119379,0.0686774,0.0128453,0.000765741,0.0167506,0.918477,0.850413
0.6,0.2,T,0.1,23782,0.1,0.8,2,0.2,6.0,0.03,,0.092073 0.175597 0.0228464 50183,F,,50183,0.00854871,0.0115577,0.155491,0.092073,0.0228464,0.00131519,0.0315047,0.885081,0.791583
0.6,0.2,T,0.1,22232,0.1,0.8,3,0.2,6.0,0.03,,0.122812 0.230859 0.0327146 48220,F,,48220,0.0147657,0.01545,0.200643,0.122812,0.0327146,0.00170054,0.0465782,0.844473,0.720863
0.6,0.2,T,0.1,20640,0.1,0.8,4,0.2,6.0,0.03,4,0.164379 0.30074 0.0424126 46472,F,,46472,0.0280169,0.0237778,0.248946,0.164379,0.0424126,0.00213032,0.0567869,0.793209,0.640343
0.6,0.2,T,0.1,18456,0.1,0.8,5,0.2,6.0,0.03,5,0.211835 0.37549 0.0547052 43378,F,,43378,0.0481811,0.0332657,0.294043,0.211835,0.0547052,0.00396514,0.0682143,0.733459,0.552331
0.6,0.2,T,0.1,16294,0.1,0.8,6,0.2,6.0,0.03,6,0.270002 0.466262 0.06717 40859,F,,40859,0.0737414,0.0460364,0.346484,0.270002,0.06717,0.00531095,0.0776818,0.662828,0.450745
0.6,0.2,T,0.1,13580,0.1,0.8,7,0.2,6.0,0.03,7,0.340159 0.562214 0.0797723 37162,F,,37162,0.118105,0.0613261,0.382783,0.340159,0.0797723,0.00632366,0.0855713,0.580068,0.345891
0.6,0.2,T,0.1,10457,0.1,0.8,8,0.2,6.0,0.03,8,0.415843 0.650488 0.0945313 32677,F,,32677,0.181198,0.0889311,0.380359,0.415843,0.0945313,0.00817088,0.0837898,0.489626,0.257551
0.6,0.2,T,0.1,7759,0.1,0.8,9,0.2,6.0,0.03,9,0.480979 0.729202 0.105091 27286,F,,27286,0.232757,0.105255,0.39119,0.480979,0.105091,0.0093088,0.086308,0.41393,0.175181
0.6,0.2,T,0.1,5399,0.1,0.8,10,0.2,6.0,0.03,10,0.554185 0.799911 0.118556 22580,F,,22580,0.308459,0.135341,0.356112,0.554185,0.118556,0.0141718,0.0734278,0.327259,0.112489
0.6,0.2,T,0.1,3386,0.1,0.8,11,0.2,6.0,0.03,11,0.622793 0.857759 0.11896 17611,F,,17611,0.387826,0.152462,0.317472,0.622793,0.11896,0.0123218,0.0608143,0.258248,0.0691045
0.6,0.2,T,0.1,2026,0.1,0.8,12,0.2,6.0,0.03,12,0.677995 0.897444 0.121006 12520,F,,12520,0.458546,0.167093,0.271805,0.677995,0.121006,0.0138978,0.0471246,0.200998,0.0415335
0.6,0.2,T,0.1,1142,0.1,0.8,13,0.2,6.0,0.03,13,0.704924 0.908404 0.126334 8996,F,,8996,0.501445,0.174967,0.231992,0.704924,0.126334,0.0155625,0.0465763,0.168742,0.0294575
0.6,0.2,T,0.1,660,0.1,0.8,14,0.2,6.0,0.03,14,0.731925 0.925428 0.125393 5726,F,,5726,0.538421,0.183374,0.203633,0.731925,0.125393,0.0162417,0.0349284,0.142683,0.023402
0.6,0.2,T,0.1,406,0.1,0.8,15,0.2,6.0,0.03,15,0.738228 0.930567 0.119314 3759,F,,3759,0.54589,0.178505,0.206172,0.738228,0.119314,0.0138335,0.0324554,0.142458,0.0231445
