Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29431,0.1,0.8,0,0.2,6.0,0.03,,0.0469593 0.0939185 0.0 59147,F,,59147,0.0,0.0,0.0939185,0.0469593,0.0,0.0,0.0,0.953041,0.906081
0.6,0.2,T,0.1,25582,0.1,0.8,1,0.2,6.0,0.03,,0.0679485 0.130621 0.011866 52503,F,,52503,0.00527589,0.00674247,0.118603,0.0679485,0.011866,0.000742815,0.0155039,0.920186,0.853132
0.6,0.2,T,0.1,24229,0.1,0.8,2,0.2,6.0,0.03,,0.0930667 0.177356 0.0221105 50813,F,,50813,0.00877728,0.0108043,0.157775,0.0930667,0.0221105,0.00145632,0.030504,0.884823,0.790683
0.6,0.2,T,0.1,22353,0.1,0.8,3,0.2,6.0,0.03,,0.126665 0.236755 0.0313291 48565,F,,48565,0.0165757,0.0152785,0.204901,0.126665,0.0313291,0.00160609,0.0441676,0.842006,0.717471
0.6,0.2,T,0.1,20514,0.1,0.8,4,0.2,6.0,0.03,4,0.168185 0.307521 0.0433178 46205,F,,46205,0.0288497,0.023439,0.255232,0.168185,0.0433178,0.00251055,0.0581755,0.788497,0.631793
0.6,0.2,T,0.1,18289,0.1,0.8,5,0.2,6.0,0.03,5,0.217055 0.386071 0.0562077 43277,F,,43277,0.0480394,0.0334127,0.304619,0.217055,0.0562077,0.00376643,0.0714698,0.726737,0.538693
0.6,0.2,T,0.1,15862,0.1,0.8,6,0.2,6.0,0.03,6,0.273128 0.472153 0.0711953 40417,F,,40417,0.0741025,0.0486429,0.349407,0.273128,0.0711953,0.00541851,0.0829107,0.655677,0.439518
0.6,0.2,T,0.1,13321,0.1,0.8,7,0.2,6.0,0.03,7,0.344742 0.566582 0.0824082 36932,F,,36932,0.122902,0.0644698,0.37921,0.344742,0.0824082,0.00647135,0.0874039,0.57285,0.339543
0.6,0.2,T,0.1,10316,0.1,0.8,8,0.2,6.0,0.03,8,0.421258 0.658481 0.0962936 32619,F,,32619,0.184034,0.0865447,0.387903,0.421258,0.0962936,0.0081241,0.0897943,0.482449,0.2436
0.6,0.2,T,0.1,7583,0.1,0.8,9,0.2,6.0,0.03,9,0.48892 0.735294 0.108362 27302,F,,27302,0.242546,0.111677,0.381071,0.48892,0.108362,0.0107684,0.0835104,0.402718,0.170427
0.6,0.2,T,0.1,5046,0.1,0.8,10,0.2,6.0,0.03,10,0.555763 0.795412 0.11732 21663,F,,21663,0.316115,0.132946,0.346351,0.555763,0.11732,0.0133869,0.0749204,0.326917,0.116281
0.6,0.2,T,0.1,3336,0.1,0.8,11,0.2,6.0,0.03,11,0.616008 0.849844 0.11915 17029,F,,17029,0.382172,0.149862,0.317811,0.616008,0.11915,0.0123319,0.0637736,0.264842,0.0740501
0.6,0.2,T,0.1,2064,0.1,0.8,12,0.2,6.0,0.03,12,0.667435 0.886508 0.121977 13023,F,,13023,0.448361,0.165553,0.272595,0.667435,0.121977,0.0138985,0.0506028,0.210589,0.0489902
0.6,0.2,T,0.1,1268,0.1,0.8,13,0.2,6.0,0.03,13,0.698575 0.905482 0.120833 9120,F,,9120,0.491667,0.169627,0.244189,0.698575,0.120833,0.0137061,0.0446272,0.180592,0.0361842
0.6,0.2,T,0.1,743,0.1,0.8,14,0.2,6.0,0.03,14,0.721424 0.917178 0.124556 6194,F,,6194,0.52567,0.185502,0.206006,0.721424,0.124556,0.0127543,0.0381014,0.15402,0.0319664
0.6,0.2,T,0.1,490,0.1,0.8,15,0.2,6.0,0.03,15,0.711138 0.892252 0.123608 4130,F,,4130,0.530024,0.179419,0.182809,0.711138,0.123608,0.0159806,0.0358354,0.165254,0.0559322
0.6,0.2,T,0.1,442,0.1,0.8,16,0.2,6.0,0.03,16,0.640158 0.832674 0.11461 2779,F,,2779,0.447643,0.148974,0.236056,0.640158,0.11461,0.0100756,0.0600936,0.245232,0.0971573
0.6,0.2,T,0.1,529,0.1,0.8,17,0.2,6.0,0.03,17,0.569996 0.777732 0.106017 2443,F,,2443,0.36226,0.127712,0.287761,0.569996,0.106017,0.00818666,0.0679492,0.323987,0.146132
0.6,0.2,T,0.1,648,0.1,0.8,18,0.2,6.0,0.03,18,0.52182 0.73853 0.124394 2681,F,,2681,0.30511,0.149571,0.283849,0.52182,0.124394,0.0171578,0.0649012,0.353786,0.179411
0.6,0.2,T,0.1,775,0.1,0.8,19,0.2,6.0,0.03,19,0.477966 0.689861 0.113486 3018,F,,3018,0.26607,0.127568,0.296223,0.477966,0.113486,0.00927767,0.0808482,0.408549,0.220013
0.6,0.2,T,0.1,958,0.1,0.8,20,0.2,6.0,0.03,20,0.466695 0.666945 0.1034 3588,F,,3588,0.266444,0.117057,0.283445,0.466695,0.1034,0.0147715,0.0602007,0.429905,0.258082
0.6,0.2,T,0.1,1083,0.1,0.8,21,0.2,6.0,0.03,21,0.458977 0.657336 0.101955 4144,F,,4144,0.260618,0.115589,0.281129,0.458977,0.101955,0.00892857,0.0704633,0.439069,0.263272
0.6,0.2,T,0.1,1149,0.1,0.8,22,0.2,6.0,0.03,22,0.458755 0.659913 0.101785 4146,F,,4146,0.257598,0.116015,0.2863,0.458755,0.101785,0.0120598,0.0634346,0.43946,0.264592
0.6,0.2,T,0.1,1191,0.1,0.8,23,0.2,6.0,0.03,23,0.456321 0.66397 0.107349 4327,F,,4327,0.248671,0.105385,0.309914,0.456321,0.107349,0.0154842,0.0783453,0.43633,0.2422
0.6,0.2,T,0.1,1197,0.1,0.8,24,0.2,6.0,0.03,24,0.481705 0.703182 0.110341 4400,F,,4400,0.260227,0.116136,0.326818,0.481705,0.110341,0.0122727,0.08,0.407955,0.204545
