Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29514,0.1,0.8,0,0.2,6.0,0.03,,0.0470563 0.0941127 0.0 59025,F,,59025,0.0,0.0,0.0941127,0.0470563,0.0,0.0,0.0,0.952944,0.905887
0.6,0.2,T,0.1,25667,0.1,0.8,1,0.2,6.0,0.03,,0.0673711 0.130016 0.0123722 52901,F,,52901,0.00472581,0.00686187,0.118429,0.0673711,0.0123722,0.000869549,0.0161434,0.920257,0.852971
0.6,0.2,T,0.1,23840,0.1,0.8,2,0.2,6.0,0.03,,0.090964 0.174033 0.0221103 50542,F,,50542,0.00789442,0.0104072,0.155732,0.090964,0.0221103,0.00116735,0.0314788,0.886926,0.79332
0.6,0.2,T,0.1,22209,0.1,0.8,3,0.2,6.0,0.03,,0.123341 0.231369 0.0314916 47997,F,,47997,0.0153135,0.0152718,0.200783,0.123341,0.0314916,0.00200013,0.0437111,0.845167,0.72292
0.6,0.2,T,0.1,20623,0.1,0.8,4,0.2,6.0,0.03,4,0.163256 0.298016 0.0421427 46568,F,,46568,0.028496,0.0222041,0.247316,0.163256,0.0421427,0.00257688,0.0569275,0.794601,0.64248
0.6,0.2,T,0.1,18507,0.1,0.8,5,0.2,6.0,0.03,5,0.213545 0.379933 0.0560503 43684,F,,43684,0.0471569,0.0317736,0.301003,0.213545,0.0560503,0.00382291,0.0726811,0.730405,0.543563
0.6,0.2,T,0.1,16157,0.1,0.8,6,0.2,6.0,0.03,6,0.276244 0.47348 0.0682793 40781,F,,40781,0.0790074,0.0481597,0.346313,0.276244,0.0682793,0.00537015,0.0776587,0.655477,0.443491
0.6,0.2,T,0.1,13394,0.1,0.8,7,0.2,6.0,0.03,7,0.344142 0.569563 0.081181 37053,F,,37053,0.118722,0.0621542,0.388686,0.344142,0.081181,0.0065042,0.0871994,0.574677,0.336734
0.6,0.2,T,0.1,10269,0.1,0.8,8,0.2,6.0,0.03,8,0.423607 0.666511 0.0942456 32097,F,,32097,0.180702,0.085117,0.400692,0.423607,0.0942456,0.00887933,0.0856155,0.482148,0.238994
0.6,0.2,T,0.1,7227,0.1,0.8,9,0.2,6.0,0.03,9,0.497133 0.744267 0.107986 26860,F,,26860,0.25,0.112547,0.38172,0.497133,0.107986,0.0087863,0.0858526,0.394881,0.161095
0.6,0.2,T,0.1,4858,0.1,0.8,10,0.2,6.0,0.03,10,0.563143 0.81168 0.118827 21182,F,,21182,0.314607,0.13993,0.357143,0.563143,0.118827,0.0129355,0.0718535,0.318029,0.103531
0.6,0.2,T,0.1,3044,0.1,0.8,11,0.2,6.0,0.03,11,0.626644 0.856856 0.12704 16424,F,,16424,0.396432,0.158975,0.301449,0.626644,0.12704,0.0157696,0.0635655,0.246316,0.0638091
0.6,0.2,T,0.1,1849,0.1,0.8,12,0.2,6.0,0.03,12,0.6699 0.891294 0.12699 12060,F,,12060,0.448507,0.171808,0.270978,0.6699,0.12699,0.0141791,0.0538143,0.203109,0.0407131
0.6,0.2,T,0.1,1120,0.1,0.8,13,0.2,6.0,0.03,13,0.706146 0.913723 0.125179 8380,F,,8380,0.498568,0.174105,0.24105,0.706146,0.125179,0.0158711,0.0445107,0.168675,0.025895
0.6,0.2,T,0.1,631,0.1,0.8,14,0.2,6.0,0.03,14,0.739265 0.932326 0.127104 5822,F,,5822,0.546204,0.188251,0.19787,0.739265,0.127104,0.0164892,0.0329784,0.133631,0.0182068
0.6,0.2,T,0.1,328,0.1,0.8,15,0.2,6.0,0.03,15,0.733809 0.921255 0.13766 3505,F,,3505,0.546362,0.20485,0.170043,0.733809,0.13766,0.0159772,0.0385164,0.128531,0.0242511
0.6,0.2,T,0.1,223,0.1,0.8,16,0.2,6.0,0.03,16,0.741076 0.932872 0.108418 1877,F,,1877,0.549281,0.163559,0.220032,0.741076,0.108418,0.00958977,0.034097,0.150506,0.0234417
0.6,0.2,T,0.1,143,0.1,0.8,17,0.2,6.0,0.03,17,0.755312 0.932145 0.120973 1459,F,,1459,0.578478,0.176148,0.177519,0.755312,0.120973,0.0143934,0.0370117,0.123715,0.0164496
0.6,0.2,T,0.1,98,0.1,0.8,18,0.2,6.0,0.03,18,0.735071 0.937025 0.139522 921,F,,921,0.533116,0.225841,0.178067,0.735071,0.139522,0.0108578,0.0314875,0.125407,0.0206298
0.6,0.2,T,0.1,70,0.1,0.8,19,0.2,6.0,0.03,19,0.737316 0.929624 0.126023 611,F,,611,0.545008,0.178396,0.206219,0.737316,0.126023,0.0180033,0.0376432,0.136661,0.01473
0.6,0.2,T,0.1,44,0.1,0.8,20,0.2,6.0,0.03,20,0.762987 0.939394 0.11039 462,F,,462,0.58658,0.175325,0.177489,0.762987,0.11039,0.012987,0.0194805,0.126623,0.0281385
0.6,0.2,T,0.1,66,0.1,0.8,21,0.2,6.0,0.03,21,0.611963 0.776074 0.101227 326,F,,326,0.447853,0.122699,0.205521,0.611963,0.101227,0.0184049,0.0429448,0.28681,0.162577
0.6,0.2,T,0.1,87,0.1,0.8,22,0.2,6.0,0.03,22,0.47962 0.660326 0.115489 368,F,,368,0.298913,0.122283,0.23913,0.47962,0.115489,0.0108696,0.0869565,0.404891,0.241848
0.6,0.2,T,0.1,114,0.1,0.8,23,0.2,6.0,0.03,23,0.425754 0.62877 0.110209 431,F,,431,0.222738,0.116009,0.290023,0.425754,0.110209,0.00928074,0.0858469,0.464037,0.276102
0.6,0.2,T,0.1,138,0.1,0.8,24,0.2,6.0,0.03,24,0.4893 0.700389 0.0875486 514,F,,514,0.27821,0.0972763,0.324903,0.4893,0.0875486,0.00583658,0.0661479,0.423152,0.227626
0.6,0.2,T,0.1,218,0.1,0.8,25,0.2,6.0,0.03,25,0.494203 0.765217 0.0963768 690,F,,690,0.223188,0.110145,0.431884,0.494203,0.0963768,0.00869565,0.0652174,0.40942,0.16087
0.6,0.2,T,0.1,225,0.1,0.8,26,0.2,6.0,0.03,26,0.536598 0.796907 0.121134 970,F,,970,0.276289,0.149485,0.371134,0.536598,0.121134,0.00721649,0.0783505,0.342268,0.117526
0.6,0.2,T,0.1,159,0.1,0.8,27,0.2,6.0,0.03,27,0.596132 0.828214 0.129693 879,F,,879,0.36405,0.170648,0.293515,0.596132,0.129693,0.0136519,0.0614334,0.274175,0.0967008
0.6,0.2,T,0.1,159,0.1,0.8,28,0.2,6.0,0.03,28,0.58166 0.827309 0.126506 747,F,,747,0.336011,0.16332,0.327979,0.58166,0.126506,0.0120482,0.0655957,0.291834,0.0950469
0.6,0.2,T,0.1,135,0.1,0.8,29,0.2,6.0,0.03,29,0.598177 0.84432 0.133941 713,F,,713,0.352034,0.178121,0.314165,0.598177,0.133941,0.0182328,0.0532959,0.267882,0.0841515
0.6,0.2,T,0.1,133,0.1,0.8,30,0.2,6.0,0.03,30,0.673883 0.903631 0.0942737 716,F,,716,0.444134,0.132682,0.326816,0.673883,0.0942737,0.0139665,0.027933,0.231844,0.0544693
0.6,0.2,T,0.1,104,0.1,0.8,31,0.2,6.0,0.03,31,0.711096 0.91475 0.113667 739,F,,739,0.507442,0.170501,0.236806,0.711096,0.113667,0.0135318,0.02977,0.175237,0.0419486
0.6,0.2,T,0.1,87,0.1,0.8,32,0.2,6.0,0.03,32,0.679856 0.893885 0.116007 556,F,,556,0.465827,0.169065,0.258993,0.679856,0.116007,0.0125899,0.0377698,0.204137,0.0557554
0.6,0.2,T,0.1,78,0.1,0.8,33,0.2,6.0,0.03,33,0.677273 0.888636 0.0784091 440,F,,440,0.465909,0.131818,0.290909,0.677273,0.0784091,0.0,0.025,0.244318,0.0863636
0.6,0.2,T,0.1,112,0.1,0.8,34,0.2,6.0,0.03,34,0.670898 0.923828 0.0908203 512,F,,512,0.417969,0.125,0.380859,0.670898,0.0908203,0.00585938,0.0449219,0.238281,0.0253906
0.6,0.2,T,0.1,41,0.1,0.8,35,0.2,6.0,0.03,35,0.769298 0.950877 0.116667 570,F,,570,0.587719,0.184211,0.178947,0.769298,0.116667,0.0105263,0.0280702,0.114035,0.0105263
0.6,0.2,T,0.1,17,0.1,0.8,36,0.2,6.0,0.03,36,0.747283 0.945652 0.144022 184,F,,184,0.548913,0.222826,0.173913,0.747283,0.144022,0.0163043,0.0326087,0.108696,0.00543478
0.6,0.2,T,0.1,9,0.1,0.8,37,0.2,6.0,0.03,37,0.777778 0.959596 0.0959596 99,F,,99,0.59596,0.161616,0.20202,0.777778,0.0959596,0.0,0.030303,0.126263,0.010101
0.6,0.2,T,0.1,10,0.1,0.8,38,0.2,6.0,0.03,38,0.720339 0.915254 0.0932203 59,F,,59,0.525424,0.152542,0.237288,0.720339,0.0932203,0.0,0.0338983,0.186441,0.0508475
0.6,0.2,T,0.1,10,0.1,0.8,39,0.2,6.0,0.03,39,0.580882 0.882353 0.220588 68,F,,68,0.279412,0.294118,0.308824,0.580882,0.220588,0.0441176,0.0588235,0.198529,0.0147059
0.6,0.2,T,0.1,1,0.1,0.8,40,0.2,6.0,0.03,40,0.695652 0.913043 0.282609 46,F,,46,0.478261,0.391304,0.0434783,0.695652,0.282609,0.0869565,0.0,0.0217391,0.0
0.6,0.2,T,0.1,0,0.1,0.8,41,0.2,6.0,0.03,41,0.388889 0.777778 0.5 9,F,,9,0.0,0.777778,0.0,0.388889,0.5,0.0,0.222222,0.111111,0.0
0.6,0.2,T,0.1,0,0.1,0.8,42,0.2,6.0,0.03,42,NAN NAN NAN 0,F,42,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
