Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29637,0.1,0.8,0,0.2,6.0,0.03,,0.0471002 0.0942004 0.0 58970,F,,58970,0.0,0.0,0.0942004,0.0471002,0.0,0.0,0.0,0.9529,0.9058
0.6,0.2,T,0.1,25858,0.1,0.8,1,0.2,6.0,0.03,,0.0683023 0.132203 0.0122952 53395,F,,53395,0.00440116,0.00706059,0.120742,0.0683023,0.0122952,0.000767862,0.015994,0.919403,0.851035
0.6,0.2,T,0.1,24171,0.1,0.8,2,0.2,6.0,0.03,,0.0933629 0.17693 0.0215894 50534,F,,50534,0.00979539,0.00985475,0.15728,0.0933629,0.0215894,0.00146436,0.0303954,0.885048,0.79121
0.6,0.2,T,0.1,22401,0.1,0.8,3,0.2,6.0,0.03,,0.124359 0.231091 0.0323183 48734,F,,48734,0.0176263,0.0154102,0.198055,0.124359,0.0323183,0.00201092,0.0452046,0.843323,0.721693
0.6,0.2,T,0.1,20437,0.1,0.8,4,0.2,6.0,0.03,4,0.165803 0.302114 0.0429904 46115,F,,46115,0.0294915,0.0227041,0.249919,0.165803,0.0429904,0.00242871,0.0584192,0.791207,0.637038
0.6,0.2,T,0.1,18373,0.1,0.8,5,0.2,6.0,0.03,5,0.214616 0.382618 0.0551586 43529,F,,43529,0.0466126,0.0338625,0.302143,0.214616,0.0551586,0.00344598,0.0695628,0.730226,0.544373
0.6,0.2,T,0.1,15929,0.1,0.8,6,0.2,6.0,0.03,6,0.277376 0.478269 0.0704858 40611,F,,40611,0.0764817,0.0493955,0.352392,0.277376,0.0704858,0.00519564,0.0811849,0.652139,0.43535
0.6,0.2,T,0.1,13052,0.1,0.8,7,0.2,6.0,0.03,7,0.348824 0.577185 0.0834749 36484,F,,36484,0.120464,0.0657,0.391021,0.348824,0.0834749,0.00712641,0.086997,0.567701,0.328692
0.6,0.2,T,0.1,9902,0.1,0.8,8,0.2,6.0,0.03,8,0.427944 0.666959 0.0983112 31975,F,,31975,0.188929,0.089007,0.389023,0.427944,0.0983112,0.00888194,0.0898514,0.473745,0.234308
0.6,0.2,T,0.1,7148,0.1,0.8,9,0.2,6.0,0.03,9,0.498627 0.749304 0.105553 26219,F,,26219,0.24795,0.111865,0.389489,0.498627,0.105553,0.00854342,0.0821542,0.39582,0.159998
0.6,0.2,T,0.1,4830,0.1,0.8,10,0.2,6.0,0.03,10,0.573481 0.814535 0.115484 21713,F,,21713,0.332428,0.136969,0.345139,0.573481,0.115484,0.0123889,0.0692212,0.311035,0.103855
0.6,0.2,T,0.1,2995,0.1,0.8,11,0.2,6.0,0.03,11,0.629366 0.861643 0.122913 16349,F,,16349,0.397089,0.150346,0.314209,0.629366,0.122913,0.0144963,0.0664872,0.247722,0.0573735
