Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29610,0.1,0.8,0,0.2,6.0,0.03,,0.0468421 0.0936841 0.0 59295,F,,59295,0.0,0.0,0.0936841,0.0468421,0.0,0.0,0.0,0.953158,0.906316
0.6,0.2,T,0.1,25858,0.1,0.8,1,0.2,6.0,0.03,,0.0675396 0.130737 0.0128195 52732,F,,52732,0.00434271,0.00747174,0.118922,0.0675396,0.0128195,0.000834408,0.0164985,0.919641,0.851931
0.6,0.2,T,0.1,24064,0.1,0.8,2,0.2,6.0,0.03,,0.0888313 0.170103 0.0224925 50928,F,,50928,0.00755969,0.0101123,0.152431,0.0888313,0.0224925,0.00147267,0.0319274,0.888676,0.796497
0.6,0.2,T,0.1,22407,0.1,0.8,3,0.2,6.0,0.03,,0.120302 0.225314 0.0312776 48661,F,,48661,0.0152895,0.0137893,0.196235,0.120302,0.0312776,0.00189063,0.0449847,0.848421,0.727811
0.6,0.2,T,0.1,20738,0.1,0.8,4,0.2,6.0,0.03,4,0.162803 0.297902 0.0418911 46418,F,,46418,0.0277048,0.0230945,0.247102,0.162803,0.0418911,0.00275755,0.0551726,0.795306,0.644168
0.6,0.2,T,0.1,18922,0.1,0.8,5,0.2,6.0,0.03,5,0.210034 0.372583 0.0532924 44162,F,,44162,0.0474843,0.0310448,0.294054,0.210034,0.0532924,0.00360038,0.0683393,0.736674,0.555478
0.6,0.2,T,0.1,16344,0.1,0.8,6,0.2,6.0,0.03,6,0.26556 0.457642 0.0669725 41196,F,,41196,0.073478,0.04515,0.339013,0.26556,0.0669725,0.00514613,0.0785028,0.667468,0.45871
0.6,0.2,T,0.1,13590,0.1,0.8,7,0.2,6.0,0.03,7,0.331443 0.550078 0.0826631 37302,F,,37302,0.112809,0.0628921,0.374377,0.331443,0.0826631,0.0061927,0.0900488,0.585894,0.353681
0.6,0.2,T,0.1,10653,0.1,0.8,8,0.2,6.0,0.03,8,0.407483 0.644783 0.093508 32794,F,,32794,0.170184,0.0794962,0.395103,0.407483,0.093508,0.00795877,0.0916021,0.499009,0.255657
0.6,0.2,T,0.1,7727,0.1,0.8,9,0.2,6.0,0.03,9,0.485726 0.732257 0.105883 27743,F,,27743,0.239195,0.104279,0.388783,0.485726,0.105883,0.0101647,0.0871571,0.408391,0.170421
0.6,0.2,T,0.1,5140,0.1,0.8,10,0.2,6.0,0.03,10,0.561515 0.803242 0.116063 22393,F,,22393,0.319787,0.131425,0.35203,0.561515,0.116063,0.0124146,0.0758719,0.322422,0.108471
0.6,0.2,T,0.1,3227,0.1,0.8,11,0.2,6.0,0.03,11,0.625358 0.856617 0.123196 17115,F,,17115,0.394099,0.153316,0.309202,0.625358,0.123196,0.0144318,0.0642127,0.251446,0.0647385
0.6,0.2,T,0.1,1907,0.1,0.8,12,0.2,6.0,0.03,12,0.677892 0.897725 0.12619 12398,F,,12398,0.458058,0.174222,0.265446,0.677892,0.12619,0.0133086,0.0515406,0.195919,0.0374254
0.6,0.2,T,0.1,1009,0.1,0.8,13,0.2,6.0,0.03,13,0.722183 0.923141 0.129538 8457,F,,8457,0.521225,0.188719,0.213196,0.722183,0.129538,0.0158449,0.0386662,0.14828,0.0223484
0.6,0.2,T,0.1,510,0.1,0.8,14,0.2,6.0,0.03,14,0.743454 0.930637 0.128761 5118,F,,5118,0.556272,0.192653,0.181712,0.743454,0.128761,0.0156311,0.0336069,0.127784,0.020125
