Conversion,DROP_RADIUS,Dominant_r2,Embryo,FERTILE_FEMALES,FRACTION,Fitness,Gen,Germline,Growth,Migration,POTENTIAL_CHASE,Rates,Recessive_r2,SUPPRESSED,pop_size,rate_DD,rate_Dr2,rate_Dwt,rate_dr,rate_r2,rate_r2r2,rate_r2wt,rate_wt,rate_wtwt
0.6,0.2,T,0.1,29176,0.1,0.8,0,0.2,6.0,0.03,,0.0475909 0.0951818 0.0 58362,F,,58362,0.0,0.0,0.0951818,0.0475909,0.0,0.0,0.0,0.952409,0.904818
0.6,0.2,T,0.1,25487,0.1,0.8,1,0.2,6.0,0.03,,0.0688701 0.133249 0.013323 52766,F,,52766,0.00449153,0.00735322,0.121404,0.0688701,0.013323,0.00109919,0.0170943,0.917807,0.848558
0.6,0.2,T,0.1,23626,0.1,0.8,2,0.2,6.0,0.03,,0.0930466 0.176246 0.0223272 49760,F,,49760,0.00984727,0.00978698,0.156612,0.0930466,0.0223272,0.00124598,0.0323754,0.884626,0.790133
0.6,0.2,T,0.1,22434,0.1,0.8,3,0.2,6.0,0.03,,0.126015 0.234726 0.0319624 48776,F,,48776,0.0173036,0.0157249,0.201698,0.126015,0.0319624,0.0021322,0.0439355,0.842023,0.719206
0.6,0.2,T,0.1,20636,0.1,0.8,4,0.2,6.0,0.03,4,0.165373 0.301747 0.0424704 46138,F,,46138,0.029,0.0242533,0.248494,0.165373,0.0424704,0.0024275,0.0558325,0.792156,0.639993
0.6,0.2,T,0.1,18718,0.1,0.8,5,0.2,6.0,0.03,5,0.213199 0.379201 0.054013 44156,F,,44156,0.0471963,0.0332458,0.298759,0.213199,0.054013,0.00355558,0.0676692,0.732788,0.549574
0.6,0.2,T,0.1,16280,0.1,0.8,6,0.2,6.0,0.03,6,0.272869 0.470348 0.0657153 40470,F,,40470,0.0753892,0.0419817,0.352978,0.272869,0.0657153,0.00491722,0.0796145,0.661416,0.44512
0.6,0.2,T,0.1,13536,0.1,0.8,7,0.2,6.0,0.03,7,0.346956 0.572679 0.0817112 37143,F,,37143,0.121234,0.0650728,0.386372,0.346956,0.0817112,0.0066769,0.0849958,0.571332,0.335649
0.6,0.2,T,0.1,10264,0.1,0.8,8,0.2,6.0,0.03,8,0.422071 0.663248 0.0954977 32472,F,,32472,0.180894,0.0865669,0.395787,0.422071,0.0954977,0.00843804,0.0875524,0.482431,0.240761
0.6,0.2,T,0.1,7219,0.1,0.8,9,0.2,6.0,0.03,9,0.500728 0.744565 0.105996 26770,F,,26770,0.256892,0.111617,0.376055,0.500728,0.105996,0.010198,0.0799776,0.393276,0.16526
0.6,0.2,T,0.1,4950,0.1,0.8,10,0.2,6.0,0.03,10,0.566952 0.812488 0.116611 21396,F,,21396,0.321415,0.133436,0.357637,0.566952,0.116611,0.0126192,0.0745466,0.316438,0.100346
0.6,0.2,T,0.1,3029,0.1,0.8,11,0.2,6.0,0.03,11,0.642117 0.87278 0.11995 16782,F,,16782,0.411453,0.155643,0.305685,0.642117,0.11995,0.0126922,0.0588726,0.237934,0.0556549
0.6,0.2,T,0.1,1696,0.1,0.8,12,0.2,6.0,0.03,12,0.687982 0.9005 0.126324 11799,F,,11799,0.475464,0.171201,0.253835,0.687982,0.126324,0.015764,0.0499195,0.185694,0.0338164
0.6,0.2,T,0.1,1007,0.1,0.8,13,0.2,6.0,0.03,13,0.724481 0.928508 0.122719 7945,F,,7945,0.520453,0.180994,0.227061,0.724481,0.122719,0.0128383,0.0387665,0.152801,0.0198867
0.6,0.2,T,0.1,493,0.1,0.8,14,0.2,6.0,0.03,14,0.747804 0.938516 0.132592 5351,F,,5351,0.557092,0.199963,0.181461,0.747804,0.132592,0.0147636,0.0356943,0.119604,0.011026
0.6,0.2,T,0.1,240,0.1,0.8,15,0.2,6.0,0.03,15,0.779684 0.949554 0.121654 2914,F,,2914,0.609815,0.18943,0.150309,0.779684,0.121654,0.0147563,0.0243651,0.0986616,0.0113246
0.6,0.2,T,0.1,142,0.1,0.8,16,0.2,6.0,0.03,16,0.757188 0.93625 0.121563 1600,F,,1600,0.578125,0.186875,0.17125,0.757188,0.121563,0.009375,0.0375,0.12125,0.016875
0.6,0.2,T,0.1,116,0.1,0.8,17,0.2,6.0,0.03,17,0.727948 0.932219 0.129062 1077,F,,1077,0.523677,0.213556,0.194986,0.727948,0.129062,0.0120706,0.0204271,0.14299,0.0352832
0.6,0.2,T,0.1,88,0.1,0.8,18,0.2,6.0,0.03,18,0.679137 0.880576 0.140288 695,F,,695,0.477698,0.194245,0.208633,0.679137,0.140288,0.0115108,0.0633094,0.180576,0.0446043
0.6,0.2,T,0.1,75,0.1,0.8,19,0.2,6.0,0.03,19,0.710664 0.891608 0.118007 572,F,,572,0.52972,0.183566,0.178322,0.710664,0.118007,0.013986,0.0244755,0.171329,0.0699301
0.6,0.2,T,0.1,107,0.1,0.8,20,0.2,6.0,0.03,20,0.603774 0.819706 0.0985325 477,F,,477,0.387841,0.119497,0.312369,0.603774,0.0985325,0.0104822,0.0566038,0.297694,0.113208
0.6,0.2,T,0.1,97,0.1,0.8,21,0.2,6.0,0.03,21,0.633019 0.864151 0.109434 530,F,,530,0.401887,0.169811,0.292453,0.633019,0.109434,0.0113208,0.0264151,0.257547,0.0981132
0.6,0.2,T,0.1,73,0.1,0.8,22,0.2,6.0,0.03,22,0.672619 0.878571 0.103571 420,F,,420,0.466667,0.116667,0.295238,0.672619,0.103571,0.0142857,0.0619048,0.22381,0.0452381
0.6,0.2,T,0.1,52,0.1,0.8,23,0.2,6.0,0.03,23,0.710959 0.90411 0.117808 365,F,,365,0.517808,0.161644,0.224658,0.710959,0.117808,0.0136986,0.0465753,0.171233,0.0356164
0.6,0.2,T,0.1,41,0.1,0.8,24,0.2,6.0,0.03,24,0.708955 0.940299 0.121269 268,F,,268,0.477612,0.182836,0.279851,0.708955,0.121269,0.0149254,0.0298507,0.169776,0.0149254
0.6,0.2,T,0.1,17,0.1,0.8,25,0.2,6.0,0.03,25,0.762009 0.938865 0.163755 229,F,,229,0.585153,0.257642,0.0960699,0.762009,0.163755,0.0218341,0.0262009,0.0742358,0.0131004
0.6,0.2,T,0.1,4,0.1,0.8,26,0.2,6.0,0.03,26,0.786364 0.945455 0.140909 110,F,,110,0.627273,0.218182,0.1,0.786364,0.140909,0.00909091,0.0454545,0.0727273,0.0
0.6,0.2,T,0.1,3,0.1,0.8,27,0.2,6.0,0.03,27,0.916667 1.0 0.0277778 36,F,,36,0.833333,0.0555556,0.111111,0.916667,0.0277778,0.0,0.0,0.0555556,0.0
0.6,0.2,T,0.1,1,0.1,0.8,28,0.2,6.0,0.03,28,0.863636 1.0 0.0681818 22,F,,22,0.727273,0.136364,0.136364,0.863636,0.0681818,0.0,0.0,0.0681818,0.0
0.6,0.2,T,0.1,0,0.1,0.8,29,0.2,6.0,0.03,29,NAN NAN NAN 0,F,29,0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
