radius,fraction,migration,growth,germline,embryo,conversion,fitness,dominantR2,recessiveR2invasiveness,suppressed_withoutChase,drive_lost_withoutChase,suppressed_afterChase,drive_lost_afterChase,long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending_pop_size,ending_fertile_female,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,46,0,0,0,0,0,13,12197,33,3216
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,170,0,0,0,0,0,14,10707,156,2794
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,74,0,0,0,0,0,16,9453,58,2467
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,220,0,0,0,0,0,14,7985,206,1895
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,37,0,0,0,0,0,15,3931,22,682
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,390,0,1,0,0,0,13,10687,378,2682
0.2,0.1,0.05,6.0,0.1,0.25,0.9,0.8,T,F,0,0,1,0,0,255,0,0,0,0,0,14,10320,241,2615
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,69,0,0,0,0,0,13,4026,56,748
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,256,0,0,0,0,0,15,10726,241,2618
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,212,0,0,0,0,0,15,8477,197,2129
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,65,0,0,0,0,0,15,6331,50,1323
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,72,0,0,0,0,0,14,6837,58,1284
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,467,0,0,0,0,0,15,9936,452,2329
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,129,0,0,0,0,0,16,9103,113,2222
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,712,0,0,0,0,0,18,9916,694,2434
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,48,0,0,0,0,0,15,8377,33,2039
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,239,0,0,0,0,0,14,8952,225,2080
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,406,0,0,0,0,0,14,10502,392,2656
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,157,0,0,0,0,0,16,14506,141,4439
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,199,0,0,0,0,0,14,9243,185,2228
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,199,0,0,0,0,0,15,9535,184,2481
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,117,0,0,0,0,0,14,8874,103,1959
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,267,0,0,0,0,0,13,8864,254,1930
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,525,0,0,0,0,0,13,10063,512,2452
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,326,0,0,0,0,0,16,9710,310,2300
0.2,0.1,0.05,6.0,0.1,0.3,0.9,0.8,T,F,0,0,1,0,0,85,0,0,0,0,0,19,1756,66,336
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,96,0,0,0,0,0,15,11080,81,2517
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,33,0,0,0,0,0,13,6065,20,1119
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,677,0,0,0,0,0,16,11337,661,2882
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,480,0,1,0,0,0,16,9819,465,2383
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,156,0,0,0,0,0,15,10139,141,2399
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,0,0,1,1000,0.621215,0.855984,0.193944,5548,690,14,10097,986,2325
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,153,0,0,0,0,0,14,7487,139,1655
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,474,0,0,0,0,0,14,10493,460,2600
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,160,0,0,0,0,0,17,13373,143,3659
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,428,0,0,0,0,0,15,11508,413,2951
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,327,0,0,0,0,0,16,8317,311,1884
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,330,0,0,0,0,0,21,8921,309,2006
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,229,0,0,0,0,0,17,9158,212,2055
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,372,0,0,0,0,0,14,9222,358,2067
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,0,0,1,1000,0.46691,0.694134,0.135947,8507,2137,15,10794,985,2624
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,277,0,0,0,0,0,16,11875,261,3286
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,493,0,0,0,0,0,14,10010,479,2530
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,256,0,0,0,0,0,14,8453,242,1946
0.2,0.1,0.05,6.0,0.1,0.35,0.9,0.8,T,F,0,0,1,0,0,144,0,0,0,0,0,16,9205,128,2051
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,710,0,1,0,0,0,15,8990,696,2014
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,0,0,1,1000,0.132793,0.204121,0.050546,5678,2401,15,9860,985,2174
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,200,0,0,0,0,0,14,10652,186,2304
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,234,0,0,0,0,0,16,12665,218,3344
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,27,0,0,0,0,0,16,569,11,62
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,107,0,0,0,0,0,15,8814,92,2211
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,757,0,0,0,0,0,14,12127,743,3109
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,0,0,1,1000,0.510324,0.751045,0.147174,11962,2674,14,11183,986,2617
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,137,0,0,0,0,0,16,6579,121,1308
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,202,0,0,0,0,0,14,10505,188,2498
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,104,0,0,0,0,0,15,10482,89,2550
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,878,0,0,0,0,0,14,10311,864,2407
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,83,0,0,0,0,0,16,9393,67,1994
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,99,0,0,0,0,0,15,7521,84,1462
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,636,0,0,0,0,0,15,10574,621,2578
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,346,0,0,0,0,0,15,8420,331,1851
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,502,0,0,0,0,0,15,9267,487,2073
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,550,0,1,0,0,0,15,11775,536,2922
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,563,0,0,0,0,0,16,11412,547,2811
0.2,0.1,0.05,6.0,0.1,0.4,0.9,0.8,T,F,0,0,1,0,0,868,0,0,0,0,0,18,10613,850,2487
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.509006,0.74842,0.154659,13769,2885,15,12693,985,3150
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,535,0,0,0,0,0,16,10192,519,2232
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.469243,0.705813,0.158066,11802,2719,15,12530,985,3131
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,913,0,0,0,0,0,14,13193,899,3509
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,417,0,0,0,0,0,15,13366,402,3633
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,305,0,0,0,0,0,15,9699,290,2175
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.404853,0.608505,0.119636,15497,4350,16,11149,984,2581
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,308,0,0,0,0,0,15,11495,293,2843
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.517281,0.758298,0.167209,17505,3457,16,11199,984,2566
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.568754,0.814558,0.176485,6196,1046,17,10877,983,2508
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,486,0,0,0,0,0,16,10275,470,2239
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.302658,0.461999,0.0948162,17381,5861,17,11715,983,2763
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,0,0,1,1000,0.511685,0.735276,0.16637,9542,1875,16,12015,984,3029
0.2,0.1,0.05,6.0,0.1,0.45,0.9,0.8,T,F,0,0,1,0,0,44,0,0,0,0,0,15,4628,29,793
