radius,fraction,migration,growth,germline,embryo,fitness,invasiveness,suppressed_withoutChase,drive_lost_withoutChase,suppressed_afterChase,drive_lost_afterChase,long_term_chase,generation,rate_dr,rate_has_drive,rate_r2,ending population size,gen_chase_started,avg_pop_during_chase,duration_of_chasing,avg_female_fertile
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,263,0,0,0,103345,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,279,0,0,0,103016,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,233,0,0,0,103867,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,183,0,0,0,103877,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,187,0,0,0,104004,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,193,0,0,0,102874,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,185,0,0,0,103583,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,179,0,0,0,102644,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,197,0,0,0,103265,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,187,0,0,0,103205,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,199,0,0,0,104267,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,157,0,0,0,102925,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,295,0,0,0,103138,0,0,0,0
0.2,0.2,0.01,6.5,1,0,1,0,0,1,0,0,0,343,0,0,0,103663,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,222,0,0,0,103528,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,223,0,0,0,103496,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,237,0,0,0,104329,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,331,0,0,0,103816,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,254,0,0,0,103344,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,412,0,0,0,105054,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,220,0,0,0,103782,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,151,0,0,0,103304,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,398,0,0,0,103929,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,219,0,0,0,103153,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,278,0,0,0,103589,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,495,0,0,0,102955,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,189,0,0,0,103229,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,472,0,0,0,103436,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,204,0,0,0,103727,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,319,0,0,0,103634,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,253,0,0,0,103696,0,0,0,0
0.2,0.2,0.01,7,1,0,1,0,0,1,0,0,0,241,0,0,0,104292,0,0,0,0
